N,P,X,History
54,0.2,5,140360
55,0.2,1,74400
55,0.2,2,98016
55,0.2,3,104968
55,0.2,4,89448
55,0.2,5,85352
56,0.2,1,79840
56,0.2,2,140848
56,0.2,3,117160
56,0.2,4,130728
56,0.2,5,103360
57,0.2,1,154704
57,0.2,2,119328
57,0.2,3,118800
57,0.2,4,131232
57,0.2,5,117056
58,0.2,1,81168
58,0.2,2,92512
58,0.2,3,165136
58,0.2,4,162160
58,0.2,5,152816
59,0.2,1,110096
59,0.2,2,186400
59,0.2,3,138216
59,0.2,4,108136
59,0.2,5,98392
60,0.2,1,172432
60,0.2,2,164288
60,0.2,3,182920
60,0.2,4,151072
60,0.2,5,120944
61,0.2,1,95680
61,0.2,2,133120
61,0.2,3,114000
61,0.2,4,140016
61,0.2,5,153480
62,0.2,1,149488
62,0.2,2,139168
62,0.2,3,128024
62,0.2,4,90744
62,0.2,5,183088
63,0.2,1,152040
63,0.2,2,180472
63,0.2,3,136120
63,0.2,4,137664
63,0.2,5,103928
64,0.2,1,105544
64,0.2,2,107984
64,0.2,3,130520
64,0.2,4,122320
64,0.2,5,187160
65,0.2,1,136192
65,0.2,2,159216
65,0.2,3,117224
65,0.2,4,156504
65,0.2,5,207344
66,0.2,1,153176
66,0.2,2,125680
66,0.2,3,172344
66,0.2,4,151928
66,0.2,5,157384
67,0.2,1,168632
67,0.2,2,217624
67,0.2,3,182128
67,0.2,4,149640
67,0.2,5,109664
68,0.2,1,180832
68,0.2,2,144808
68,0.2,3,189696
68,0.2,4,224856
68,0.2,5,195952
69,0.2,1,160976
69,0.2,2,217136
69,0.2,3,180768
69,0.2,4,147696
69,0.2,5,175240
70,0.2,1,198760
70,0.2,2,134384
70,0.2,3,139288
70,0.2,4,113704
70,0.2,5,212224
71,0.2,1,179800
71,0.2,2,145336
71,0.2,3,130184
71,0.2,4,203184
71,0.2,5,208496
72,0.2,1,134168
72,0.2,2,215512
72,0.2,3,126056
72,0.2,4,154336
72,0.2,5,186272
73,0.2,1,199056
73,0.2,2,186760
73,0.2,3,162096
73,0.2,4,135792
73,0.2,5,178744
74,0.2,1,213888
74,0.2,2,159032
74,0.2,3,210456
74,0.2,4,136368
74,0.2,5,165232
75,0.2,1,193056
75,0.2,2,170528
75,0.2,3,210832
75,0.2,4,201008
75,0.2,5,164128
76,0.2,1,202696
76,0.2,2,197312
76,0.2,3,183032
76,0.2,4,136848
76,0.2,5,256856
77,0.2,1,212576
77,0.2,2,192280
77,0.2,3,198296
77,0.2,4,215904
77,0.2,5,148104
78,0.2,1,260288
78,0.2,2,177272
78,0.2,3,183984
78,0.2,4,230360
78,0.2,5,117656
79,0.2,1,225304
79,0.2,2,183296
79,0.2,3,227600
79,0.2,4,203256
79,0.2,5,294752
80,0.2,1,192816
80,0.2,2,203336
80,0.2,3,212416
80,0.2,4,192048
80,0.2,5,250744
81,0.2,1,206800
81,0.2,2,187048
81,0.2,3,211720
81,0.2,4,244024
81,0.2,5,214304
82,0.2,1,186256
82,0.2,2,242592
82,0.2,3,237536
82,0.2,4,183912
82,0.2,5,229576
83,0.2,1,145872
83,0.2,2,232312
83,0.2,3,257024
83,0.2,4,225872
83,0.2,5,205176
84,0.2,1,245264
84,0.2,2,216568
84,0.2,3,283768
84,0.2,4,235096
84,0.2,5,212976
85,0.2,1,278400
85,0.2,2,260512
85,0.2,3,215136
85,0.2,4,256392
85,0.2,5,250616
86,0.2,1,200056
86,0.2,2,187368
86,0.2,3,292016
86,0.2,4,197720
86,0.2,5,231656
87,0.2,1,199424
87,0.2,2,279424
87,0.2,3,306880
87,0.2,4,306376
87,0.2,5,190776
88,0.2,1,219592
88,0.2,2,189872
88,0.2,3,333472
88,0.2,4,146576
88,0.2,5,203216
89,0.2,1,218904
89,0.2,2,251608
89,0.2,3,223464
89,0.2,4,233752
89,0.2,5,265296
90,0.2,1,183744
90,0.2,2,277640
90,0.2,3,288448
90,0.2,4,307584
90,0.2,5,357152
91,0.2,1,373296
91,0.2,2,200040
91,0.2,3,224592
91,0.2,4,310584
91,0.2,5,251112
92,0.2,1,262824
92,0.2,2,295160
92,0.2,3,165896
92,0.2,4,298768
92,0.2,5,249640
93,0.2,1,231944
93,0.2,2,262776
93,0.2,3,245432
93,0.2,4,287968
93,0.2,5,215672
94,0.2,1,249896
94,0.2,2,353808
94,0.2,3,204808
94,0.2,4,235632
94,0.2,5,199208
95,0.2,1,260496
95,0.2,2,286600
95,0.2,3,313872
95,0.2,4,241280
95,0.2,5,333792
96,0.2,1,209008
96,0.2,2,175728
96,0.2,3,357800
96,0.2,4,231584
96,0.2,5,318696
97,0.2,1,294592
97,0.2,2,282080
97,0.2,3,363240
97,0.2,4,297208
97,0.2,5,204472
98,0.2,1,252432
98,0.2,2,249920
98,0.2,3,320456
98,0.2,4,309144
98,0.2,5,315808
99,0.2,1,379088
99,0.2,2,286232
99,0.2,3,368424
99,0.2,4,306536
99,0.2,5,322528
100,0.2,1,294608
100,0.2,2,250128
100,0.2,3,239328
100,0.2,4,328704
100,0.2,5,304624
1,0.3,1,4056
1,0.3,2,4056
1,0.3,3,4040
1,0.3,4,4056
1,0.3,5,4040
2,0.3,1,4696
2,0.3,2,4448
2,0.3,3,9016
2,0.3,4,4432
2,0.3,5,4472
3,0.3,1,4864
3,0.3,2,5360
3,0.3,3,5192
3,0.3,4,5152
3,0.3,5,5208
4,0.3,1,5480
4,0.3,2,5864
4,0.3,3,5960
4,0.3,4,8416
4,0.3,5,5328
5,0.3,1,7232
5,0.3,2,9984
5,0.3,3,8720
5,0.3,4,9968
5,0.3,5,6320
6,0.3,1,7392
6,0.3,2,6896
6,0.3,3,12224
6,0.3,4,6408
6,0.3,5,6592
7,0.3,1,6688
7,0.3,2,8848
7,0.3,3,9088
7,0.3,4,16728
7,0.3,5,13608
8,0.3,1,14256
8,0.3,2,14080
8,0.3,3,8616
8,0.3,4,16920
8,0.3,5,19064
9,0.3,1,17808
9,0.3,2,15912
9,0.3,3,8840
9,0.3,4,19192
9,0.3,5,8472
10,0.3,1,11968
10,0.3,2,13968
10,0.3,3,18960
10,0.3,4,24232
10,0.3,5,17152
11,0.3,1,27464
11,0.3,2,13704
11,0.3,3,18360
11,0.3,4,21776
11,0.3,5,20144
12,0.3,1,23664
12,0.3,2,15720
12,0.3,3,20152
12,0.3,4,14432
12,0.3,5,10696
13,0.3,1,26376
13,0.3,2,15120
13,0.3,3,25288
13,0.3,4,22416
13,0.3,5,43496
14,0.3,1,22656
14,0.3,2,27752
14,0.3,3,22776
14,0.3,4,25472
14,0.3,5,31944
15,0.3,1,21080
15,0.3,2,40480
15,0.3,3,35192
15,0.3,4,21936
15,0.3,5,12456
16,0.3,1,28344
16,0.3,2,17744
16,0.3,3,25320
16,0.3,4,37304
16,0.3,5,39168
17,0.3,1,34992
17,0.3,2,17624
17,0.3,3,27360
17,0.3,4,30336
17,0.3,5,34472
18,0.3,1,23808
18,0.3,2,21904
18,0.3,3,25568
18,0.3,4,15056
18,0.3,5,33096
19,0.3,1,19672
19,0.3,2,21616
19,0.3,3,48736
19,0.3,4,44712
19,0.3,5,20600
20,0.3,1,37256
20,0.3,2,20424
20,0.3,3,47128
20,0.3,4,33904
20,0.3,5,23888
21,0.3,1,50880
21,0.3,2,29784
21,0.3,3,31424
21,0.3,4,35576
21,0.3,5,20280
22,0.3,1,49576
22,0.3,2,46200
22,0.3,3,49784
22,0.3,4,25280
22,0.3,5,45992
23,0.3,1,31224
23,0.3,2,30944
23,0.3,3,38656
23,0.3,4,31136
23,0.3,5,33544
24,0.3,1,32104
24,0.3,2,51552
24,0.3,3,37152
24,0.3,4,51424
24,0.3,5,55488
25,0.3,1,48000
25,0.3,2,41392
25,0.3,3,33512
25,0.3,4,40776
25,0.3,5,37968
26,0.3,1,38776
26,0.3,2,41944
26,0.3,3,48240
26,0.3,4,53336
26,0.3,5,52064
27,0.3,1,45560
27,0.3,2,47184
27,0.3,3,79216
27,0.3,4,53752
27,0.3,5,33344
28,0.3,1,57344
28,0.3,2,39528
28,0.3,3,60416
28,0.3,4,60000
28,0.3,5,39656
29,0.3,1,40920
29,0.3,2,38256
29,0.3,3,45344
29,0.3,4,44792
29,0.3,5,54688
30,0.3,1,43008
30,0.3,2,30744
30,0.3,3,67016
30,0.3,4,74784
30,0.3,5,48896
31,0.3,1,73848
31,0.3,2,57048
31,0.3,3,56104
31,0.3,4,32320
31,0.3,5,85336
32,0.3,1,43816
32,0.3,2,48904
32,0.3,3,69464
32,0.3,4,36976
32,0.3,5,55560
33,0.3,1,52120
33,0.3,2,64704
33,0.3,3,89856
33,0.3,4,80264
33,0.3,5,46056
34,0.3,1,71072
34,0.3,2,53176
34,0.3,3,60600
34,0.3,4,44744
34,0.3,5,49400
35,0.3,1,48376
35,0.3,2,90312
35,0.3,3,59960
35,0.3,4,53136
35,0.3,5,41888
36,0.3,1,83344
36,0.3,2,42168
36,0.3,3,60648
36,0.3,4,60728
36,0.3,5,41048
37,0.3,1,63160
37,0.3,2,43896
37,0.3,3,51832
37,0.3,4,63168
37,0.3,5,65544
38,0.3,1,72048
38,0.3,2,104552
38,0.3,3,54088
38,0.3,4,64648
38,0.3,5,65608
39,0.3,1,95376
39,0.3,2,71560
39,0.3,3,65544
39,0.3,4,80976
39,0.3,5,99048
40,0.3,1,110960
40,0.3,2,69408
40,0.3,3,54048
40,0.3,4,79144
40,0.3,5,57168
41,0.3,1,71304
41,0.3,2,66920
41,0.3,3,69208
41,0.3,4,87168
41,0.3,5,52800
42,0.3,1,93264
42,0.3,2,88048
42,0.3,3,69088
42,0.3,4,49512
42,0.3,5,94888
43,0.3,1,83224
43,0.3,2,90080
43,0.3,3,52264
43,0.3,4,123504
43,0.3,5,49952
44,0.3,1,133968
44,0.3,2,94320
44,0.3,3,125952
44,0.3,4,107128
44,0.3,5,88304
45,0.3,1,76216
45,0.3,2,108968
45,0.3,3,82480
45,0.3,4,110992
45,0.3,5,86824
46,0.3,1,104504
46,0.3,2,114824
46,0.3,3,99560
46,0.3,4,98216
46,0.3,5,99920
47,0.3,1,78424
47,0.3,2,115296
47,0.3,3,57376
47,0.3,4,101008
47,0.3,5,78616
48,0.3,1,90584
48,0.3,2,110664
48,0.3,3,118000
48,0.3,4,104080
48,0.3,5,84480
49,0.3,1,99592
49,0.3,2,130112
49,0.3,3,99480
49,0.3,4,171744
49,0.3,5,86288
50,0.3,1,68424
50,0.3,2,142128
50,0.3,3,95528
50,0.3,4,102504
50,0.3,5,89968
51,0.3,1,121920
51,0.3,2,124104
51,0.3,3,158336
51,0.3,4,87616
51,0.3,5,104776
52,0.3,1,87936
52,0.3,2,110216
52,0.3,3,112016
52,0.3,4,131512
52,0.3,5,121888
53,0.3,1,199176
53,0.3,2,113376
53,0.3,3,107600
53,0.3,4,107720
53,0.3,5,127392
54,0.3,1,123424
54,0.3,2,117600
54,0.3,3,194016
54,0.3,4,140912
54,0.3,5,87704
55,0.3,1,76120
55,0.3,2,80112
55,0.3,3,126960
55,0.3,4,120624
55,0.3,5,108240
56,0.3,1,84200
56,0.3,2,112568
56,0.3,3,102640
56,0.3,4,97232
56,0.3,5,123016
57,0.3,1,114256
57,0.3,2,130584
57,0.3,3,127704
57,0.3,4,106256
57,0.3,5,100720
58,0.3,1,120224
58,0.3,2,85880
58,0.3,3,112136
58,0.3,4,165696
58,0.3,5,139832
59,0.3,1,115712
59,0.3,2,147304
59,0.3,3,128400
59,0.3,4,175072
59,0.3,5,135048
60,0.3,1,130968
60,0.3,2,186432
60,0.3,3,160712
60,0.3,4,185456
60,0.3,5,120048
61,0.3,1,104456
61,0.3,2,162440
61,0.3,3,131944
61,0.3,4,117296
61,0.3,5,121752
62,0.3,1,142072
62,0.3,2,127216
62,0.3,3,136528
62,0.3,4,178816
62,0.3,5,148224
63,0.3,1,131024
63,0.3,2,123944
63,0.3,3,139728
63,0.3,4,184632
63,0.3,5,185960
64,0.3,1,120264
64,0.3,2,142112
64,0.3,3,155064
64,0.3,4,167976
64,0.3,5,205528
65,0.3,1,181592
65,0.3,2,163184
65,0.3,3,141600
65,0.3,4,156632
65,0.3,5,143888
66,0.3,1,171992
66,0.3,2,150136
66,0.3,3,166136
66,0.3,4,180824
66,0.3,5,119840
67,0.3,1,168840
67,0.3,2,147288
67,0.3,3,152176
67,0.3,4,181800
67,0.3,5,170976
68,0.3,1,152416
68,0.3,2,167024
68,0.3,3,176272
68,0.3,4,154096
68,0.3,5,191248
69,0.3,1,192392
69,0.3,2,179808
69,0.3,3,138968
69,0.3,4,162896
69,0.3,5,100048
70,0.3,1,146760
70,0.3,2,208056
70,0.3,3,128552
70,0.3,4,164416
70,0.3,5,169160
71,0.3,1,173568
71,0.3,2,131352
71,0.3,3,138728
71,0.3,4,193112
71,0.3,5,140744
72,0.3,1,125224
72,0.3,2,240704
72,0.3,3,246568
72,0.3,4,180816
72,0.3,5,261048
73,0.3,1,183920
73,0.3,2,234728
73,0.3,3,137704
73,0.3,4,245040
73,0.3,5,195512
74,0.3,1,161008
74,0.3,2,175848
74,0.3,3,214792
74,0.3,4,210040
74,0.3,5,162320
75,0.3,1,196408
75,0.3,2,194896
75,0.3,3,161584
75,0.3,4,243360
75,0.3,5,218976
76,0.3,1,236720
76,0.3,2,168792
76,0.3,3,162248
76,0.3,4,211712
76,0.3,5,160168
77,0.3,1,172744
77,0.3,2,134896
77,0.3,3,278560
77,0.3,4,231216
77,0.3,5,182200
78,0.3,1,239136
78,0.3,2,228232
78,0.3,3,245320
78,0.3,4,199544
78,0.3,5,244592
79,0.3,1,165872
79,0.3,2,213648
79,0.3,3,263840
79,0.3,4,160360
79,0.3,5,214440
80,0.3,1,242472
80,0.3,2,190280
80,0.3,3,228496
80,0.3,4,258184
80,0.3,5,215880
81,0.3,1,190888
81,0.3,2,236336
81,0.3,3,225712
81,0.3,4,234864
81,0.3,5,215080
82,0.3,1,244440
82,0.3,2,255640
82,0.3,3,216480
82,0.3,4,203640
82,0.3,5,239680
83,0.3,1,203016
83,0.3,2,284664
83,0.3,3,190368
83,0.3,4,172504
83,0.3,5,285176
84,0.3,1,180096
84,0.3,2,216384
84,0.3,3,184816
84,0.3,4,171272
84,0.3,5,262632
85,0.3,1,203288
85,0.3,2,275960
85,0.3,3,197712
85,0.3,4,190744
85,0.3,5,351208
86,0.3,1,216296
86,0.3,2,239704
86,0.3,3,285464
86,0.3,4,285744
86,0.3,5,257248
87,0.3,1,241168
87,0.3,2,305664
87,0.3,3,253552
87,0.3,4,269544
87,0.3,5,222632
88,0.3,1,223888
88,0.3,2,298208
88,0.3,3,233896
88,0.3,4,298504
88,0.3,5,255168
89,0.3,1,279928
89,0.3,2,318784
89,0.3,3,194176
89,0.3,4,322968
89,0.3,5,271024
90,0.3,1,201856
90,0.3,2,235776
90,0.3,3,234680
90,0.3,4,284568
90,0.3,5,218792
91,0.3,1,227096
91,0.3,2,295712
91,0.3,3,219944
91,0.3,4,225272
91,0.3,5,196216
92,0.3,1,203792
92,0.3,2,303304
92,0.3,3,299816
92,0.3,4,190568
92,0.3,5,283120
93,0.3,1,225000
93,0.3,2,178456
93,0.3,3,255768
93,0.3,4,245504
93,0.3,5,324568
94,0.3,1,176944
94,0.3,2,183360
94,0.3,3,266200
94,0.3,4,300928
94,0.3,5,268832
95,0.3,1,241280
95,0.3,2,301712
95,0.3,3,281096
95,0.3,4,235520
95,0.3,5,269592
96,0.3,1,318336
96,0.3,2,315704
96,0.3,3,275800
96,0.3,4,237224
96,0.3,5,272496
97,0.3,1,257832
97,0.3,2,235880
97,0.3,3,268800
97,0.3,4,212208
97,0.3,5,235640
98,0.3,1,309168
98,0.3,2,284024
98,0.3,3,281520
98,0.3,4,273320
98,0.3,5,274096
99,0.3,1,246992
99,0.3,2,321440
99,0.3,3,312696
99,0.3,4,327408
99,0.3,5,255944
100,0.3,1,281720
100,0.3,2,346480
100,0.3,3,297168
100,0.3,4,312632
100,0.3,5,283360
1,0.4,1,4056
1,0.4,2,4024
1,0.4,3,4040
1,0.4,4,4040
1,0.4,5,3960
2,0.4,1,4480
2,0.4,2,4512
2,0.4,3,4672
2,0.4,4,6000
2,0.4,5,4456
3,0.4,1,5032
3,0.4,2,11944
3,0.4,3,5160
3,0.4,4,10776
3,0.4,5,7392
4,0.4,1,5720
4,0.4,2,5736
4,0.4,3,5552
4,0.4,4,12848
4,0.4,5,5488
5,0.4,1,16736
5,0.4,2,5768
5,0.4,3,14120
5,0.4,4,6160
5,0.4,5,8816
6,0.4,1,15664
6,0.4,2,12256
6,0.4,3,6896
6,0.4,4,6680
6,0.4,5,19232
7,0.4,1,15368
7,0.4,2,18656
7,0.4,3,10424
7,0.4,4,13704
7,0.4,5,12872
8,0.4,1,12040
8,0.4,2,11832
8,0.4,3,9536
8,0.4,4,11056
8,0.4,5,11232
9,0.4,1,10488
9,0.4,2,15128
9,0.4,3,8960
9,0.4,4,12104
9,0.4,5,15488
10,0.4,1,10920
10,0.4,2,9352
10,0.4,3,9664
10,0.4,4,9344
10,0.4,5,21832
11,0.4,1,16584
11,0.4,2,12816
11,0.4,3,17056
11,0.4,4,16144
11,0.4,5,14232
12,0.4,1,11400
12,0.4,2,12712
12,0.4,3,29440
12,0.4,4,13656
12,0.4,5,25952
13,0.4,1,24112
13,0.4,2,22360
13,0.4,3,30288
13,0.4,4,15608
13,0.4,5,24960
14,0.4,1,21776
14,0.4,2,32920
14,0.4,3,19968
14,0.4,4,36048
14,0.4,5,30568
15,0.4,1,14224
15,0.4,2,23552
15,0.4,3,21088
15,0.4,4,39704
15,0.4,5,27280
16,0.4,1,37184
16,0.4,2,31920
16,0.4,3,17496
16,0.4,4,21320
16,0.4,5,38872
17,0.4,1,17160
17,0.4,2,38224
17,0.4,3,27456
17,0.4,4,30568
17,0.4,5,39552
18,0.4,1,26952
18,0.4,2,32792
18,0.4,3,26824
18,0.4,4,29952
18,0.4,5,39168
19,0.4,1,45360
19,0.4,2,36360
19,0.4,3,25304
19,0.4,4,36888
19,0.4,5,22456
20,0.4,1,32040
20,0.4,2,30320
20,0.4,3,23480
20,0.4,4,26744
20,0.4,5,41752
21,0.4,1,48984
21,0.4,2,24640
21,0.4,3,33480
21,0.4,4,51000
21,0.4,5,31200
22,0.4,1,29984
22,0.4,2,37680
22,0.4,3,36472
22,0.4,4,22784
22,0.4,5,36128
23,0.4,1,45632
23,0.4,2,17864
23,0.4,3,36632
23,0.4,4,36848
23,0.4,5,32088
24,0.4,1,23896
24,0.4,2,27848
24,0.4,3,83400
24,0.4,4,30960
24,0.4,5,30568
25,0.4,1,39104
25,0.4,2,52256
25,0.4,3,36736
25,0.4,4,26536
25,0.4,5,43632
26,0.4,1,75912
26,0.4,2,44896
26,0.4,3,52496
26,0.4,4,51600
26,0.4,5,63600
27,0.4,1,34568
27,0.4,2,41320
27,0.4,3,62856
27,0.4,4,47048
27,0.4,5,55792
28,0.4,1,46064
28,0.4,2,35080
28,0.4,3,43600
28,0.4,4,36992
28,0.4,5,55224
29,0.4,1,82224
29,0.4,2,43648
29,0.4,3,51064
29,0.4,4,56744
29,0.4,5,39016
30,0.4,1,63848
30,0.4,2,72472
30,0.4,3,40808
30,0.4,4,58352
30,0.4,5,32496
31,0.4,1,61192
31,0.4,2,49344
31,0.4,3,39424
31,0.4,4,63496
31,0.4,5,59960
32,0.4,1,70256
32,0.4,2,40712
32,0.4,3,36408
32,0.4,4,82656
32,0.4,5,60880
33,0.4,1,94960
33,0.4,2,46576
33,0.4,3,79736
33,0.4,4,33912
33,0.4,5,70512
34,0.4,1,72968
34,0.4,2,50192
34,0.4,3,68624
34,0.4,4,48392
34,0.4,5,78064
35,0.4,1,97232
35,0.4,2,76208
35,0.4,3,84800
35,0.4,4,51800
35,0.4,5,59216
36,0.4,1,51048
36,0.4,2,64416
36,0.4,3,64816
36,0.4,4,54080
36,0.4,5,41824
37,0.4,1,52928
37,0.4,2,59928
37,0.4,3,42592
37,0.4,4,85064
37,0.4,5,90320
38,0.4,1,69376
38,0.4,2,68232
38,0.4,3,78256
38,0.4,4,67480
38,0.4,5,60592
39,0.4,1,67824
39,0.4,2,60536
39,0.4,3,74512
39,0.4,4,61120
39,0.4,5,75672
40,0.4,1,54696
40,0.4,2,90312
40,0.4,3,75496
40,0.4,4,57896
40,0.4,5,76248
41,0.4,1,81648
41,0.4,2,70296
41,0.4,3,100480
41,0.4,4,99272
41,0.4,5,80472
42,0.4,1,144920
42,0.4,2,76096
42,0.4,3,48136
42,0.4,4,96312
42,0.4,5,66656
43,0.4,1,59488
43,0.4,2,79632
43,0.4,3,98792
43,0.4,4,129760
43,0.4,5,71192
44,0.4,1,99000
44,0.4,2,76024
44,0.4,3,84544
44,0.4,4,99832
44,0.4,5,81432
45,0.4,1,96944
45,0.4,2,129016
45,0.4,3,120072
45,0.4,4,111448
45,0.4,5,93792
46,0.4,1,122312
46,0.4,2,81480
46,0.4,3,87968
46,0.4,4,82512
46,0.4,5,121184
47,0.4,1,68336
47,0.4,2,94496
47,0.4,3,83440
47,0.4,4,87792
47,0.4,5,125720
48,0.4,1,139888
48,0.4,2,67888
48,0.4,3,104376
48,0.4,4,113744
48,0.4,5,96448
49,0.4,1,123208
49,0.4,2,106536
49,0.4,3,90856
49,0.4,4,105888
49,0.4,5,85920
50,0.4,1,115008
50,0.4,2,73920
50,0.4,3,100992
50,0.4,4,133648
50,0.4,5,122224
51,0.4,1,92872
51,0.4,2,105792
51,0.4,3,151256
51,0.4,4,109000
51,0.4,5,94512
52,0.4,1,101680
52,0.4,2,120088
52,0.4,3,104024
52,0.4,4,132184
52,0.4,5,112504
53,0.4,1,101200
53,0.4,2,155952
53,0.4,3,83272
53,0.4,4,127696
53,0.4,5,114976
54,0.4,1,103544
54,0.4,2,112496
54,0.4,3,145960
54,0.4,4,84672
54,0.4,5,135896
55,0.4,1,85304
55,0.4,2,122104
55,0.4,3,114336
55,0.4,4,123072
55,0.4,5,109520
56,0.4,1,113784
56,0.4,2,132256
56,0.4,3,98632
56,0.4,4,161272
56,0.4,5,102848
57,0.4,1,173752
57,0.4,2,106408
57,0.4,3,124408
57,0.4,4,114096
57,0.4,5,133608
58,0.4,1,128136
58,0.4,2,124640
58,0.4,3,141624
58,0.4,4,147880
58,0.4,5,112976
59,0.4,1,128800
59,0.4,2,158456
59,0.4,3,113824
59,0.4,4,153192
59,0.4,5,190088
60,0.4,1,154096
60,0.4,2,157280
60,0.4,3,152496
60,0.4,4,160888
60,0.4,5,133600
61,0.4,1,92872
61,0.4,2,131544
61,0.4,3,154632
61,0.4,4,118896
61,0.4,5,114352
62,0.4,1,182040
62,0.4,2,144272
62,0.4,3,119720
62,0.4,4,158656
62,0.4,5,166584
63,0.4,1,150976
63,0.4,2,126560
63,0.4,3,123328
63,0.4,4,137776
63,0.4,5,133696
64,0.4,1,99432
64,0.4,2,146256
64,0.4,3,149496
64,0.4,4,112064
64,0.4,5,176496
65,0.4,1,149968
65,0.4,2,121720
65,0.4,3,169928
65,0.4,4,201448
65,0.4,5,165248
66,0.4,1,145760
66,0.4,2,166120
66,0.4,3,187448
66,0.4,4,142256
66,0.4,5,139656
67,0.4,1,163280
67,0.4,2,158368
67,0.4,3,159040
67,0.4,4,167176
67,0.4,5,134312
68,0.4,1,160264
68,0.4,2,251888
68,0.4,3,142400
68,0.4,4,166256
68,0.4,5,158400
69,0.4,1,175192
69,0.4,2,147688
69,0.4,3,214248
69,0.4,4,157304
69,0.4,5,132304
70,0.4,1,105024
70,0.4,2,165360
70,0.4,3,151104
70,0.4,4,140240
70,0.4,5,133536
71,0.4,1,202272
71,0.4,2,158712
71,0.4,3,184888
71,0.4,4,152992
71,0.4,5,147888
72,0.4,1,229808
72,0.4,2,152480
72,0.4,3,185120
72,0.4,4,205816
72,0.4,5,215840
73,0.4,1,199152
73,0.4,2,228664
73,0.4,3,276752
73,0.4,4,180040
73,0.4,5,178296
74,0.4,1,166456
74,0.4,2,179152
74,0.4,3,184560
74,0.4,4,193816
74,0.4,5,123544
75,0.4,1,172688
75,0.4,2,161160
75,0.4,3,109056
75,0.4,4,202472
75,0.4,5,157968
76,0.4,1,178496
76,0.4,2,163880
76,0.4,3,210472
76,0.4,4,173280
76,0.4,5,181248
77,0.4,1,154016
77,0.4,2,253944
77,0.4,3,221048
77,0.4,4,139856
77,0.4,5,205624
78,0.4,1,200384
78,0.4,2,191640
78,0.4,3,258376
78,0.4,4,216360
78,0.4,5,235408
79,0.4,1,159920
79,0.4,2,229168
79,0.4,3,194016
79,0.4,4,253064
79,0.4,5,203760
80,0.4,1,250216
80,0.4,2,243848
80,0.4,3,260712
80,0.4,4,235248
80,0.4,5,266752
81,0.4,1,193152
81,0.4,2,233712
81,0.4,3,166336
81,0.4,4,235040
81,0.4,5,276232
82,0.4,1,212992
82,0.4,2,249712
82,0.4,3,212920
82,0.4,4,223488
82,0.4,5,229048
83,0.4,1,204472
83,0.4,2,202840
83,0.4,3,176664
83,0.4,4,273912
83,0.4,5,259336
84,0.4,1,237328
84,0.4,2,223792
84,0.4,3,143456
84,0.4,4,246896
84,0.4,5,224632
85,0.4,1,196384
85,0.4,2,277544
85,0.4,3,170840
85,0.4,4,259192
85,0.4,5,244584
86,0.4,1,279576
86,0.4,2,149448
86,0.4,3,235552
86,0.4,4,245808
86,0.4,5,249840
87,0.4,1,246984
87,0.4,2,242832
87,0.4,3,180592
87,0.4,4,250368
87,0.4,5,289016
88,0.4,1,186800
88,0.4,2,235688
88,0.4,3,234224
88,0.4,4,246384
88,0.4,5,240744
89,0.4,1,228920
89,0.4,2,213408
89,0.4,3,218112
89,0.4,4,326984
89,0.4,5,199904
90,0.4,1,240096
90,0.4,2,248416
90,0.4,3,162696
90,0.4,4,287992
90,0.4,5,301752
91,0.4,1,278896
91,0.4,2,324416
91,0.4,3,307416
91,0.4,4,259504
91,0.4,5,199896
92,0.4,1,292760
92,0.4,2,309040
92,0.4,3,274064
92,0.4,4,268272
92,0.4,5,195784
93,0.4,1,250704
93,0.4,2,238672
93,0.4,3,336200
93,0.4,4,329520
93,0.4,5,410792
94,0.4,1,297408
94,0.4,2,234464
94,0.4,3,289856
94,0.4,4,332920
94,0.4,5,305104
95,0.4,1,275272
95,0.4,2,280896
95,0.4,3,228664
95,0.4,4,313480
95,0.4,5,256144
96,0.4,1,200200
96,0.4,2,272896
96,0.4,3,262792
96,0.4,4,283120
96,0.4,5,320144
97,0.4,1,264568
97,0.4,2,219432
97,0.4,3,259736
97,0.4,4,296648
97,0.4,5,253024
98,0.4,1,263152
98,0.4,2,292600
98,0.4,3,298704
98,0.4,4,425832
98,0.4,5,293016
99,0.4,1,276024
99,0.4,2,319968
99,0.4,3,290056
99,0.4,4,223448
99,0.4,5,326912
100,0.4,1,233296
100,0.4,2,300128
100,0.4,3,308208
100,0.4,4,286152
100,0.4,5,284040
1,0.5,1,4008
1,0.5,2,4056
1,0.5,3,4040
1,0.5,4,4008
1,0.5,5,4072
2,0.5,1,4664
2,0.5,2,4464
2,0.5,3,4512
2,0.5,4,4504
2,0.5,5,4448
3,0.5,1,5080
3,0.5,2,5200
3,0.5,3,4880
3,0.5,4,5120
3,0.5,5,6824
4,0.5,1,5696
4,0.5,2,13872
4,0.5,3,15072
4,0.5,4,5960
4,0.5,5,5296
5,0.5,1,13768
5,0.5,2,7472
5,0.5,3,7976
5,0.5,4,9200
5,0.5,5,6192
6,0.5,1,12752
6,0.5,2,7032
6,0.5,3,11504
6,0.5,4,9056
6,0.5,5,11864
7,0.5,1,8072
7,0.5,2,11048
7,0.5,3,7488
7,0.5,4,10640
7,0.5,5,13840
8,0.5,1,12008
8,0.5,2,30544
8,0.5,3,16024
8,0.5,4,13936
8,0.5,5,22896
9,0.5,1,13592
