N,P,X,Filesize,Cachesize
100,0.1,3,40960,94576
100,0.1,4,36864,52376
100,0.1,5,36864,61584
1,0.2,1,12288,16
1,0.2,2,12288,16
1,0.2,3,12288,16
1,0.2,4,12288,16
1,0.2,5,12288,16
2,0.2,1,12288,4512
2,0.2,2,12288,4528
2,0.2,3,12288,4720
2,0.2,4,12288,4592
2,0.2,5,12288,4976
3,0.2,1,12288,5720
3,0.2,2,12288,5304
3,0.2,3,12288,9696
3,0.2,4,12288,7584
3,0.2,5,12288,5032
4,0.2,1,12288,5344
4,0.2,2,12288,12832
4,0.2,3,12288,5568
4,0.2,4,12288,5848
4,0.2,5,12288,5632
5,0.2,1,12288,9224
5,0.2,2,12288,7200
5,0.2,3,12288,14024
5,0.2,4,12288,11000
5,0.2,5,12288,6552
6,0.2,1,12288,10424
6,0.2,2,12288,11088
6,0.2,3,12288,6896
6,0.2,4,12288,6952
6,0.2,5,12288,8320
7,0.2,1,12288,11896
7,0.2,2,12288,12072
7,0.2,3,12288,16936
7,0.2,4,12288,7704
7,0.2,5,12288,15208
8,0.2,1,12288,17080
8,0.2,2,12288,7960
8,0.2,3,12288,19232
8,0.2,4,12288,7696
8,0.2,5,12288,14056
9,0.2,1,12288,17040
9,0.2,2,12288,15360
9,0.2,3,12288,21128
9,0.2,4,12288,28704
9,0.2,5,12288,19320
10,0.2,1,12288,16472
10,0.2,2,12288,19248
10,0.2,3,12288,16320
10,0.2,4,12288,9144
10,0.2,5,12288,24472
11,0.2,1,12288,22824
11,0.2,2,12288,10048
11,0.2,3,12288,9120
11,0.2,4,12288,25784
11,0.2,5,12288,10304
12,0.2,1,12288,13896
12,0.2,2,12288,10352
12,0.2,3,12288,28136
12,0.2,4,12288,17488
12,0.2,5,12288,17152
13,0.2,1,12288,9416
13,0.2,2,12288,17232
13,0.2,3,12288,20432
13,0.2,4,12288,21264
13,0.2,5,12288,27024
14,0.2,1,12288,18848
14,0.2,2,12288,15144
14,0.2,3,12288,20448
14,0.2,4,12288,22144
14,0.2,5,12288,22120
15,0.2,1,12288,18064
15,0.2,2,12288,22000
15,0.2,3,12288,18400
15,0.2,4,12288,22000
15,0.2,5,12288,28816
16,0.2,1,12288,12584
16,0.2,2,12288,19032
16,0.2,3,12288,12184
16,0.2,4,12288,17624
16,0.2,5,12288,15984
17,0.2,1,12288,24776
17,0.2,2,12288,29800
17,0.2,3,12288,10440
17,0.2,4,12288,22320
17,0.2,5,12288,14376
18,0.2,1,20480,22328
18,0.2,2,20480,34200
18,0.2,3,12288,16424
18,0.2,4,12288,19392
18,0.2,5,12288,16024
19,0.2,1,12288,12752
19,0.2,2,20480,27576
19,0.2,3,12288,19560
19,0.2,4,20480,39056
19,0.2,5,12288,31992
20,0.2,1,12288,18240
20,0.2,2,20480,28488
20,0.2,3,12288,25952
20,0.2,4,12288,14176
20,0.2,5,20480,42400
21,0.2,1,20480,31928
21,0.2,2,20480,17360
21,0.2,3,20480,30192
21,0.2,4,20480,23024
21,0.2,5,12288,17832
22,0.2,1,20480,30976
22,0.2,2,12288,11984
22,0.2,3,20480,30056
22,0.2,4,20480,27328
22,0.2,5,20480,22128
23,0.2,1,20480,32800
23,0.2,2,20480,35072
23,0.2,3,20480,20296
23,0.2,4,20480,32392
23,0.2,5,20480,23808
24,0.2,1,20480,20792
24,0.2,2,20480,35808
24,0.2,3,20480,24760
24,0.2,4,20480,41400
24,0.2,5,20480,30984
25,0.2,1,20480,17240
25,0.2,2,20480,41992
25,0.2,3,20480,20096
25,0.2,4,20480,30232
25,0.2,5,20480,48488
26,0.2,1,20480,33208
26,0.2,2,20480,16888
26,0.2,3,20480,34912
26,0.2,4,20480,17552
26,0.2,5,20480,29288
27,0.2,1,20480,17384
27,0.2,2,20480,20872
27,0.2,3,20480,68576
27,0.2,4,20480,30304
27,0.2,5,20480,18736
28,0.2,1,20480,41152
28,0.2,2,20480,33504
28,0.2,3,20480,21768
28,0.2,4,20480,21192
28,0.2,5,20480,46344
29,0.2,1,20480,43144
29,0.2,2,20480,22376
29,0.2,3,20480,52880
29,0.2,4,20480,51968
29,0.2,5,20480,32272
30,0.2,1,20480,24656
30,0.2,2,20480,53728
30,0.2,3,20480,24104
30,0.2,4,20480,21304
30,0.2,5,20480,39912
31,0.2,1,20480,32408
31,0.2,2,20480,51856
31,0.2,3,20480,21680
31,0.2,4,20480,29904
31,0.2,5,20480,29696
32,0.2,1,20480,27552
32,0.2,2,20480,34616
32,0.2,3,20480,20240
32,0.2,4,20480,59200
32,0.2,5,20480,55744
33,0.2,1,20480,33496
33,0.2,2,20480,28440
33,0.2,3,20480,61944
33,0.2,4,20480,38728
33,0.2,5,20480,27328
34,0.2,1,20480,25544
34,0.2,2,20480,37688
34,0.2,3,20480,37280
34,0.2,4,20480,34768
34,0.2,5,20480,22600
35,0.2,1,20480,32488
35,0.2,2,20480,39824
35,0.2,3,24576,64968
35,0.2,4,20480,48584
35,0.2,5,20480,35728
36,0.2,1,20480,30512
36,0.2,2,24576,34408
36,0.2,3,20480,33936
36,0.2,4,20480,36984
36,0.2,5,24576,31328
37,0.2,1,24576,65616
37,0.2,2,24576,54944
37,0.2,3,20480,20768
37,0.2,4,24576,51904
37,0.2,5,24576,41128
38,0.2,1,20480,57432
38,0.2,2,24576,45936
38,0.2,3,20480,23520
38,0.2,4,20480,36624
38,0.2,5,24576,55112
39,0.2,1,24576,44328
39,0.2,2,20480,35664
39,0.2,3,24576,44552
39,0.2,4,20480,36088
39,0.2,5,24576,37976
40,0.2,1,20480,37008
40,0.2,2,24576,59528
40,0.2,3,24576,31792
40,0.2,4,20480,23232
40,0.2,5,24576,60576
41,0.2,1,24576,41256
41,0.2,2,24576,32896
41,0.2,3,24576,91560
41,0.2,4,24576,61696
41,0.2,5,24576,25304
42,0.2,1,24576,35520
42,0.2,2,24576,48056
42,0.2,3,24576,41120
42,0.2,4,24576,33696
42,0.2,5,24576,48992
43,0.2,1,24576,35448
43,0.2,2,24576,33808
43,0.2,3,24576,42992
43,0.2,4,24576,42528
43,0.2,5,24576,43528
44,0.2,1,28672,53440
44,0.2,2,24576,49248
44,0.2,3,24576,40832
44,0.2,4,24576,21600
44,0.2,5,24576,53120
45,0.2,1,24576,28256
45,0.2,2,24576,39424
45,0.2,3,24576,62080
45,0.2,4,24576,20696
45,0.2,5,24576,102352
46,0.2,1,24576,47496
46,0.2,2,24576,42992
46,0.2,3,24576,59976
46,0.2,4,28672,61344
46,0.2,5,24576,44128
47,0.2,1,24576,44288
47,0.2,2,24576,55016
47,0.2,3,28672,59008
47,0.2,4,24576,53744
47,0.2,5,28672,63152
48,0.2,1,24576,43168
48,0.2,2,24576,43824
48,0.2,3,24576,41072
48,0.2,4,24576,48928
48,0.2,5,28672,83216
49,0.2,1,28672,35992
49,0.2,2,24576,55144
49,0.2,3,28672,38840
49,0.2,4,24576,41024
49,0.2,5,24576,58360
50,0.2,1,24576,36360
50,0.2,2,24576,31344
50,0.2,3,24576,71368
50,0.2,4,24576,33808
50,0.2,5,24576,26616
51,0.2,1,24576,57160
51,0.2,2,24576,68504
51,0.2,3,24576,83928
51,0.2,4,24576,30024
51,0.2,5,24576,39944
52,0.2,1,24576,28152
52,0.2,2,24576,59696
52,0.2,3,24576,46288
52,0.2,4,24576,82472
52,0.2,5,28672,72680
53,0.2,1,24576,62768
53,0.2,2,28672,42272
53,0.2,3,24576,36248
53,0.2,4,24576,53056
53,0.2,5,28672,67304
54,0.2,1,28672,55528
54,0.2,2,28672,57784
54,0.2,3,28672,80080
54,0.2,4,24576,55600
54,0.2,5,28672,81480
55,0.2,1,28672,62480
55,0.2,2,28672,76792
55,0.2,3,24576,54944
55,0.2,4,28672,89224
55,0.2,5,28672,36560
56,0.2,1,28672,80624
56,0.2,2,28672,44504
56,0.2,3,24576,46264
56,0.2,4,24576,38224
56,0.2,5,24576,68688
57,0.2,1,28672,75840
57,0.2,2,28672,114480
57,0.2,3,24576,39968
57,0.2,4,28672,46984
57,0.2,5,28672,59536
58,0.2,1,28672,76328
58,0.2,2,28672,58904
58,0.2,3,28672,52216
58,0.2,4,28672,89976
58,0.2,5,28672,46544
59,0.2,1,28672,52216
59,0.2,2,28672,29752
59,0.2,3,32768,109720
59,0.2,4,28672,66880
59,0.2,5,28672,72568
60,0.2,1,28672,94632
60,0.2,2,24576,41616
60,0.2,3,28672,146888
60,0.2,4,28672,59888
60,0.2,5,28672,34688
61,0.2,1,28672,80856
61,0.2,2,28672,73704
61,0.2,3,28672,50672
61,0.2,4,28672,83840
61,0.2,5,28672,59720
62,0.2,1,28672,112248
62,0.2,2,28672,63136
62,0.2,3,28672,52848
62,0.2,4,28672,52576
62,0.2,5,28672,53824
63,0.2,1,28672,39064
63,0.2,2,28672,55352
63,0.2,3,28672,49408
63,0.2,4,32768,93616
63,0.2,5,28672,51520
64,0.2,1,28672,72568
64,0.2,2,28672,68064
64,0.2,3,28672,57296
64,0.2,4,28672,67048
64,0.2,5,28672,63576
65,0.2,1,28672,165536
65,0.2,2,28672,38808
65,0.2,3,28672,68568
65,0.2,4,32768,60288
65,0.2,5,28672,112768
66,0.2,1,32768,69384
66,0.2,2,28672,52056
66,0.2,3,28672,35144
66,0.2,4,28672,61024
66,0.2,5,28672,57432
67,0.2,1,32768,69536
67,0.2,2,28672,51776
67,0.2,3,32768,108448
67,0.2,4,28672,59200
67,0.2,5,28672,87288
68,0.2,1,28672,67128
68,0.2,2,32768,62288
68,0.2,3,32768,83032
68,0.2,4,28672,78000
68,0.2,5,32768,78816
69,0.2,1,28672,58440
69,0.2,2,28672,87896
69,0.2,3,36864,155576
69,0.2,4,32768,73984
69,0.2,5,28672,39968
70,0.2,1,32768,74256
70,0.2,2,28672,70400
70,0.2,3,32768,79976
70,0.2,4,28672,41672
70,0.2,5,32768,116120
71,0.2,1,32768,52848
71,0.2,2,28672,44408
71,0.2,3,32768,107584
71,0.2,4,32768,75480
71,0.2,5,32768,64744
72,0.2,1,32768,52912
72,0.2,2,32768,77776
72,0.2,3,32768,49464
72,0.2,4,28672,33648
72,0.2,5,32768,134016
73,0.2,1,32768,132656
73,0.2,2,28672,51472
73,0.2,3,32768,55696
73,0.2,4,32768,42296
73,0.2,5,32768,103664
74,0.2,1,32768,71568
74,0.2,2,28672,74720
74,0.2,3,32768,70232
74,0.2,4,32768,56080
74,0.2,5,36864,86432
75,0.2,1,36864,123200
75,0.2,2,32768,67336
75,0.2,3,32768,50256
75,0.2,4,32768,35728
75,0.2,5,32768,76272
76,0.2,1,32768,82256
76,0.2,2,32768,60944
76,0.2,3,32768,51784
76,0.2,4,32768,56888
76,0.2,5,32768,100848
77,0.2,1,32768,62920
77,0.2,2,32768,80840
77,0.2,3,36864,120664
77,0.2,4,36864,99456
77,0.2,5,32768,86624
78,0.2,1,32768,54888
78,0.2,2,32768,59992
78,0.2,3,32768,44056
78,0.2,4,32768,64440
78,0.2,5,32768,67168
79,0.2,1,32768,128464
79,0.2,2,32768,66248
79,0.2,3,36864,85256
79,0.2,4,32768,60064
79,0.2,5,32768,64640
80,0.2,1,32768,78856
80,0.2,2,32768,75872
80,0.2,3,32768,101816
80,0.2,4,32768,63640
80,0.2,5,32768,51800
81,0.2,1,36864,87344
81,0.2,2,36864,173256
81,0.2,3,32768,76256
81,0.2,4,32768,75752
81,0.2,5,36864,73648
82,0.2,1,32768,61000
82,0.2,2,36864,107384
82,0.2,3,32768,76920
82,0.2,4,32768,64984
82,0.2,5,32768,71288
83,0.2,1,36864,110432
83,0.2,2,32768,55056
83,0.2,3,32768,80800
83,0.2,4,36864,119376
83,0.2,5,32768,73416
84,0.2,1,32768,63272
84,0.2,2,36864,65448
84,0.2,3,32768,94616
84,0.2,4,36864,164912
84,0.2,5,36864,89864
85,0.2,1,32768,81568
85,0.2,2,32768,51544
85,0.2,3,32768,75232
85,0.2,4,32768,120488
85,0.2,5,32768,85048
86,0.2,1,36864,74496
86,0.2,2,36864,133760
86,0.2,3,32768,84528
86,0.2,4,36864,53560
86,0.2,5,32768,98592
87,0.2,1,36864,68656
87,0.2,2,36864,45928
87,0.2,3,36864,79120
87,0.2,4,36864,55320
87,0.2,5,32768,42320
88,0.2,1,36864,67768
88,0.2,2,36864,95616
88,0.2,3,36864,81128
88,0.2,4,32768,58064
88,0.2,5,36864,116920
89,0.2,1,36864,58880
89,0.2,2,40960,114792
89,0.2,3,32768,66888
89,0.2,4,36864,152880
89,0.2,5,40960,213504
90,0.2,1,32768,65840
90,0.2,2,36864,93288
90,0.2,3,36864,189064
90,0.2,4,36864,157496
90,0.2,5,36864,117328
91,0.2,1,40960,122264
91,0.2,2,40960,61456
91,0.2,3,36864,107456
91,0.2,4,36864,108968
91,0.2,5,36864,98992
92,0.2,1,40960,189712
92,0.2,2,36864,70352
92,0.2,3,36864,84888
92,0.2,4,36864,120120
92,0.2,5,40960,54744
93,0.2,1,36864,160856
93,0.2,2,36864,105200
93,0.2,3,40960,93568
93,0.2,4,36864,100624
93,0.2,5,36864,53912
94,0.2,1,36864,95784
94,0.2,2,36864,117288
94,0.2,3,36864,114280
94,0.2,4,36864,73192
94,0.2,5,36864,95128
95,0.2,1,36864,69632
95,0.2,2,36864,111296
95,0.2,3,36864,58408
95,0.2,4,36864,57880
95,0.2,5,36864,87720
96,0.2,1,36864,102824
96,0.2,2,45056,214848
96,0.2,3,45056,117616
96,0.2,4,40960,75832
96,0.2,5,36864,75256
97,0.2,1,40960,133144
97,0.2,2,40960,67536
97,0.2,3,40960,150336
97,0.2,4,40960,69488
97,0.2,5,40960,73328
98,0.2,1,40960,58376
98,0.2,2,40960,65704
98,0.2,3,36864,119192
98,0.2,4,40960,152416
98,0.2,5,40960,119640
99,0.2,1,36864,61080
99,0.2,2,36864,82464
99,0.2,3,40960,61192
99,0.2,4,40960,107408
99,0.2,5,40960,159776
100,0.2,1,36864,63216
100,0.2,2,40960,66544
100,0.2,3,40960,138816
100,0.2,4,36864,46480
100,0.2,5,36864,50424
1,0.3,1,12288,16
1,0.3,2,12288,16
1,0.3,3,12288,16
1,0.3,4,12288,16
1,0.3,5,12288,16
2,0.3,1,12288,4856
2,0.3,2,12288,4616
2,0.3,3,12288,4600
2,0.3,4,12288,4768
2,0.3,5,12288,4872
3,0.3,1,12288,4960
3,0.3,2,12288,5384
3,0.3,3,12288,5456
3,0.3,4,12288,4880
3,0.3,5,12288,5008
4,0.3,1,12288,5904
4,0.3,2,12288,5600
4,0.3,3,12288,5688
4,0.3,4,12288,5656
4,0.3,5,12288,5672
5,0.3,1,12288,6392
5,0.3,2,12288,12000
5,0.3,3,12288,6384
5,0.3,4,12288,5816
5,0.3,5,12288,10840
6,0.3,1,12288,10600
6,0.3,2,12288,7680
6,0.3,3,12288,19288
6,0.3,4,12288,13184
6,0.3,5,12288,18704
7,0.3,1,12288,20032
7,0.3,2,12288,7336
7,0.3,3,12288,13944
7,0.3,4,12288,12088
7,0.3,5,12288,14768
8,0.3,1,12288,14032
8,0.3,2,12288,7640
8,0.3,3,12288,13480
8,0.3,4,12288,16088
8,0.3,5,12288,23928
9,0.3,1,12288,9144
9,0.3,2,12288,9216
9,0.3,3,12288,16424
9,0.3,4,12288,8616
9,0.3,5,12288,13488
10,0.3,1,12288,15696
10,0.3,2,12288,18448
10,0.3,3,12288,17784
10,0.3,4,12288,20720
10,0.3,5,12288,20856
11,0.3,1,12288,12560
11,0.3,2,12288,13320
11,0.3,3,12288,18304
11,0.3,4,12288,16496
11,0.3,5,12288,11664
12,0.3,1,12288,13288
12,0.3,2,12288,14040
12,0.3,3,12288,31888
12,0.3,4,12288,22136
12,0.3,5,12288,22840
13,0.3,1,12288,9952
13,0.3,2,12288,19472
13,0.3,3,12288,15752
13,0.3,4,20480,36016
13,0.3,5,12288,16104
14,0.3,1,12288,20768
14,0.3,2,12288,14872
14,0.3,3,12288,24112
14,0.3,4,12288,17712
14,0.3,5,12288,26800
15,0.3,1,12288,19304
15,0.3,2,12288,18360
15,0.3,3,12288,16912
15,0.3,4,12288,16904
15,0.3,5,12288,17968
16,0.3,1,12288,15552
16,0.3,2,12288,37832
16,0.3,3,12288,17184
16,0.3,4,12288,12128
16,0.3,5,20480,33736
17,0.3,1,12288,19032
17,0.3,2,12288,18216
17,0.3,3,12288,26064
17,0.3,4,20480,42008
17,0.3,5,20480,27376
18,0.3,1,12288,12712
18,0.3,2,12288,25608
18,0.3,3,12288,24520
18,0.3,4,12288,19352
18,0.3,5,20480,21976
19,0.3,1,12288,16704
19,0.3,2,20480,30328
19,0.3,3,12288,24928
19,0.3,4,20480,24320
19,0.3,5,12288,21536
20,0.3,1,12288,17992
20,0.3,2,20480,46432
20,0.3,3,20480,33056
20,0.3,4,20480,25928
20,0.3,5,12288,14752
21,0.3,1,20480,42808
21,0.3,2,20480,24552
21,0.3,3,20480,39624
21,0.3,4,12288,19464
21,0.3,5,20480,34128
22,0.3,1,20480,16224
22,0.3,2,20480,29664
22,0.3,3,20480,19064
22,0.3,4,20480,38872
22,0.3,5,20480,43912
23,0.3,1,20480,32680
23,0.3,2,20480,30456
23,0.3,3,20480,54272
23,0.3,4,20480,30832
23,0.3,5,20480,36008
24,0.3,1,20480,14232
24,0.3,2,20480,26680
24,0.3,3,20480,33208
24,0.3,4,20480,34912
24,0.3,5,20480,32048
25,0.3,1,20480,25632
25,0.3,2,20480,31784
25,0.3,3,20480,64848
25,0.3,4,20480,30368
25,0.3,5,20480,27616
26,0.3,1,20480,22040
26,0.3,2,20480,23680
26,0.3,3,20480,28560
26,0.3,4,20480,30480
26,0.3,5,20480,28320
27,0.3,1,20480,49832
27,0.3,2,20480,37280
27,0.3,3,20480,22432
27,0.3,4,20480,39880
27,0.3,5,20480,24136
28,0.3,1,20480,20384
28,0.3,2,20480,32136
28,0.3,3,20480,30112
28,0.3,4,20480,27456
28,0.3,5,20480,49496
29,0.3,1,20480,47816
29,0.3,2,20480,33792
29,0.3,3,20480,71072
29,0.3,4,20480,29888
29,0.3,5,20480,32288
30,0.3,1,20480,44216
30,0.3,2,20480,30296
30,0.3,3,20480,27928
30,0.3,4,20480,53744
30,0.3,5,20480,27864
31,0.3,1,20480,48176
31,0.3,2,20480,32008
31,0.3,3,20480,20088
31,0.3,4,20480,57888
31,0.3,5,20480,50792
32,0.3,1,20480,55456
32,0.3,2,20480,19736
32,0.3,3,20480,31824
32,0.3,4,20480,26120
32,0.3,5,20480,30680
33,0.3,1,20480,47328
33,0.3,2,20480,59912
33,0.3,3,20480,22024
33,0.3,4,24576,45600
33,0.3,5,24576,53248
34,0.3,1,20480,55888
34,0.3,2,20480,40928
34,0.3,3,20480,49384
34,0.3,4,20480,31392
34,0.3,5,20480,41856
35,0.3,1,24576,44384
35,0.3,2,20480,56720
35,0.3,3,20480,33328
35,0.3,4,20480,31736
35,0.3,5,20480,36832
36,0.3,1,20480,61096
36,0.3,2,24576,36584
36,0.3,3,20480,57128
36,0.3,4,20480,40792
36,0.3,5,20480,28984
37,0.3,1,20480,49712
37,0.3,2,24576,26888
37,0.3,3,24576,48720
37,0.3,4,24576,72936
37,0.3,5,20480,47096
38,0.3,1,20480,64128
38,0.3,2,24576,57736
38,0.3,3,20480,48784
38,0.3,4,24576,48456
38,0.3,5,24576,71728
39,0.3,1,24576,31592
39,0.3,2,24576,40168
39,0.3,3,24576,42040
39,0.3,4,24576,76136
39,0.3,5,24576,32160
40,0.3,1,20480,31136
40,0.3,2,24576,42184
40,0.3,3,20480,57064
40,0.3,4,20480,29536
40,0.3,5,24576,43872
41,0.3,1,24576,59992
41,0.3,2,24576,43656
41,0.3,3,24576,35168
41,0.3,4,20480,27824
41,0.3,5,24576,37056
42,0.3,1,24576,55424
42,0.3,2,24576,75920
42,0.3,3,24576,42912
42,0.3,4,24576,70080
42,0.3,5,24576,35568
43,0.3,1,24576,62456
43,0.3,2,24576,48496
43,0.3,3,24576,33216
43,0.3,4,24576,85936
43,0.3,5,24576,50192
44,0.3,1,24576,66400
44,0.3,2,24576,73344
44,0.3,3,24576,65960
44,0.3,4,24576,62960
44,0.3,5,24576,51688
45,0.3,1,24576,76640
45,0.3,2,24576,27744
45,0.3,3,24576,44728
45,0.3,4,24576,47264
45,0.3,5,24576,59848
46,0.3,1,24576,54584
46,0.3,2,24576,45896
46,0.3,3,24576,44048
46,0.3,4,24576,57568
46,0.3,5,28672,111120
47,0.3,1,24576,64832
47,0.3,2,24576,74008
47,0.3,3,24576,27424
47,0.3,4,24576,58016
47,0.3,5,24576,68608
48,0.3,1,24576,50608
48,0.3,2,28672,131016
48,0.3,3,24576,44824
48,0.3,4,24576,49480
48,0.3,5,24576,41736
49,0.3,1,28672,94904
49,0.3,2,24576,73704
49,0.3,3,24576,64736
49,0.3,4,24576,41936
49,0.3,5,24576,69896
50,0.3,1,24576,56592
50,0.3,2,24576,85232
50,0.3,3,24576,84376
50,0.3,4,24576,61144
50,0.3,5,24576,36688
51,0.3,1,24576,34232
51,0.3,2,24576,29912
51,0.3,3,24576,69064
51,0.3,4,28672,60560
51,0.3,5,24576,36056
52,0.3,1,28672,38984
52,0.3,2,28672,62168
52,0.3,3,28672,77464
52,0.3,4,24576,43872
52,0.3,5,28672,79640
53,0.3,1,24576,47696
53,0.3,2,24576,52416
53,0.3,3,28672,76408
53,0.3,4,24576,67600
53,0.3,5,24576,74752
54,0.3,1,24576,37656
54,0.3,2,24576,33656
54,0.3,3,28672,60400
54,0.3,4,28672,95216
54,0.3,5,28672,77960
55,0.3,1,28672,68976
55,0.3,2,28672,80344
55,0.3,3,28672,70104
55,0.3,4,24576,48792
55,0.3,5,28672,77000
56,0.3,1,24576,60768
56,0.3,2,28672,93520
56,0.3,3,24576,41600
56,0.3,4,24576,41608
56,0.3,5,28672,98672
57,0.3,1,28672,90904
57,0.3,2,28672,53464
57,0.3,3,28672,50096
57,0.3,4,24576,71808
57,0.3,5,28672,104112
58,0.3,1,28672,44752
58,0.3,2,24576,33688
58,0.3,3,28672,40488
58,0.3,4,28672,82368
58,0.3,5,28672,69856
59,0.3,1,28672,51992
59,0.3,2,28672,98864
59,0.3,3,24576,68000
59,0.3,4,28672,70592
59,0.3,5,28672,65216
60,0.3,1,28672,80992
60,0.3,2,28672,75880
60,0.3,3,28672,67648
60,0.3,4,32768,103584
60,0.3,5,28672,120472
61,0.3,1,28672,97464
61,0.3,2,28672,43528
61,0.3,3,28672,42656
61,0.3,4,28672,68552
61,0.3,5,28672,46656
62,0.3,1,28672,69928
62,0.3,2,28672,105272
62,0.3,3,28672,52352
62,0.3,4,28672,59376
62,0.3,5,28672,56488
63,0.3,1,28672,64616
63,0.3,2,32768,133352
63,0.3,3,28672,49872
63,0.3,4,28672,98640
63,0.3,5,28672,46952
64,0.3,1,28672,102680
64,0.3,2,28672,32352
64,0.3,3,28672,69384
64,0.3,4,28672,36920
64,0.3,5,32768,57352
65,0.3,1,32768,107424
65,0.3,2,28672,39376
65,0.3,3,28672,79320
65,0.3,4,28672,82336
65,0.3,5,28672,77704
66,0.3,1,28672,40080
66,0.3,2,32768,62352
66,0.3,3,28672,68952
66,0.3,4,32768,88104
66,0.3,5,28672,52400
67,0.3,1,28672,110672
67,0.3,2,28672,76320
67,0.3,3,28672,81000
67,0.3,4,28672,69880
67,0.3,5,28672,72512
68,0.3,1,28672,58040
68,0.3,2,32768,73880
68,0.3,3,28672,48672
68,0.3,4,32768,74840
68,0.3,5,32768,79808
69,0.3,1,28672,72848
69,0.3,2,32768,52120
69,0.3,3,32768,71040
69,0.3,4,32768,74264
69,0.3,5,28672,46696
70,0.3,1,28672,47328
70,0.3,2,32768,78744
70,0.3,3,32768,124296
70,0.3,4,28672,74192
70,0.3,5,32768,74200
71,0.3,1,32768,62952
71,0.3,2,32768,102232
71,0.3,3,32768,69672
71,0.3,4,28672,74424
71,0.3,5,28672,57960
72,0.3,1,32768,107168
72,0.3,2,32768,79088
72,0.3,3,32768,70400
72,0.3,4,32768,122584
72,0.3,5,32768,60064
73,0.3,1,32768,85920
73,0.3,2,32768,87776
73,0.3,3,32768,74672
73,0.3,4,32768,70608
73,0.3,5,28672,48040
74,0.3,1,32768,80200
74,0.3,2,32768,123888
74,0.3,3,32768,107816
74,0.3,4,32768,52648
74,0.3,5,32768,64024
75,0.3,1,28672,98496
75,0.3,2,32768,67888
75,0.3,3,28672,100528
75,0.3,4,32768,76184
75,0.3,5,36864,105696
76,0.3,1,32768,63560
76,0.3,2,32768,102608
76,0.3,3,32768,98352
76,0.3,4,32768,107960
76,0.3,5,32768,76336
77,0.3,1,32768,155680
77,0.3,2,32768,86144
77,0.3,3,32768,63560
77,0.3,4,28672,70920
77,0.3,5,32768,72432
78,0.3,1,32768,64056
78,0.3,2,36864,109584
78,0.3,3,32768,88088
78,0.3,4,32768,80368
78,0.3,5,32768,82936
79,0.3,1,32768,124144
79,0.3,2,36864,81784
79,0.3,3,32768,126144
79,0.3,4,36864,176504
79,0.3,5,36864,53528
80,0.3,1,32768,71424
80,0.3,2,32768,66144
80,0.3,3,32768,134784
80,0.3,4,32768,75064
80,0.3,5,36864,97128
81,0.3,1,36864,71848
81,0.3,2,36864,100352
81,0.3,3,36864,66424
81,0.3,4,32768,95352
81,0.3,5,36864,86992
82,0.3,1,36864,95080
82,0.3,2,36864,93864
82,0.3,3,32768,137944
82,0.3,4,32768,52704
82,0.3,5,32768,49792
83,0.3,1,36864,80744
83,0.3,2,32768,65416
83,0.3,3,36864,70496
83,0.3,4,36864,113144
83,0.3,5,32768,97608
84,0.3,1,36864,70144
84,0.3,2,32768,63344
84,0.3,3,36864,119712
84,0.3,4,32768,60296
84,0.3,5,32768,130520
85,0.3,1,36864,95120
85,0.3,2,32768,99520
85,0.3,3,32768,65768
85,0.3,4,36864,92232
85,0.3,5,36864,126800
86,0.3,1,36864,58328
86,0.3,2,40960,235992
86,0.3,3,36864,88328
86,0.3,4,32768,87520
86,0.3,5,32768,81064
87,0.3,1,32768,146536
87,0.3,2,36864,143008
87,0.3,3,36864,55176
87,0.3,4,32768,142232
87,0.3,5,36864,132920
88,0.3,1,36864,111976
88,0.3,2,32768,82072
88,0.3,3,36864,70840
88,0.3,4,32768,105664
88,0.3,5,36864,77944
89,0.3,1,40960,86320
89,0.3,2,32768,77584
89,0.3,3,36864,68632
89,0.3,4,36864,55928
89,0.3,5,36864,79768
90,0.3,1,40960,86056
90,0.3,2,40960,105656
90,0.3,3,36864,104664
90,0.3,4,36864,107744
90,0.3,5,32768,118376
91,0.3,1,40960,145200
91,0.3,2,36864,91872
91,0.3,3,40960,146048
91,0.3,4,36864,94120
91,0.3,5,40960,138536
92,0.3,1,40960,101408
92,0.3,2,36864,119824
92,0.3,3,36864,95488
92,0.3,4,36864,94600
92,0.3,5,40960,97864
93,0.3,1,36864,65880
93,0.3,2,40960,73720
93,0.3,3,36864,48984
93,0.3,4,40960,172000
93,0.3,5,36864,95464
94,0.3,1,40960,113968
94,0.3,2,40960,171360
94,0.3,3,36864,99224
94,0.3,4,36864,135872
94,0.3,5,36864,65968
95,0.3,1,36864,101088
95,0.3,2,40960,67016
95,0.3,3,36864,80776
95,0.3,4,40960,104624
95,0.3,5,36864,123640
96,0.3,1,36864,48632
96,0.3,2,40960,129576
96,0.3,3,36864,68744
96,0.3,4,40960,175288
96,0.3,5,36864,199624
97,0.3,1,36864,133608
97,0.3,2,40960,87976
97,0.3,3,40960,80312
97,0.3,4,40960,75592
97,0.3,5,36864,67912
98,0.3,1,36864,147832
98,0.3,2,40960,95272
98,0.3,3,40960,112200
98,0.3,4,40960,132792
98,0.3,5,40960,94288
99,0.3,1,36864,105592
99,0.3,2,36864,80240
99,0.3,3,40960,97264
99,0.3,4,40960,70544
99,0.3,5,36864,77368
100,0.3,1,36864,78376
