N,P,X,Cmap,ExecEnv
1,0.0,1,1992,88
1,0.0,2,1992,88
1,0.0,3,1992,88
1,0.0,4,1992,88
1,0.0,5,1992,88
2,0.0,1,2080,680
2,0.0,2,2056,464
2,0.0,3,4416,5656
2,0.0,4,2184,808
2,0.0,5,3976,2336
3,0.0,1,2488,2312
3,0.0,2,2624,2032
3,0.0,3,2616,3152
3,0.0,4,2144,1096
3,0.0,5,2144,2760
4,0.0,1,2624,3800
4,0.0,2,2728,2128
4,0.0,3,5416,4488
4,0.0,4,2352,1736
4,0.0,5,2728,2424
5,0.0,1,2456,3584
5,0.0,2,2248,3800
5,0.0,3,2416,4816
5,0.0,4,2480,3088
5,0.0,5,4424,3864
6,0.0,1,5128,6312
6,0.0,2,3592,3488
6,0.0,3,2312,1680
6,0.0,4,3120,2952
6,0.0,5,5200,6032
7,0.0,1,3072,4456
7,0.0,2,4400,6200
7,0.0,3,4504,7728
7,0.0,4,2640,4920
7,0.0,5,4056,5456
8,0.0,1,3040,5208
8,0.0,2,2792,6152
8,0.0,3,3904,6640
8,0.0,4,3704,3888
8,0.0,5,3912,7512
9,0.0,1,4240,6776
9,0.0,2,4632,7368
9,0.0,3,5592,7728
9,0.0,4,3840,6848
9,0.0,5,4728,6896
10,0.0,1,7320,8744
10,0.0,2,4336,8528
10,0.0,3,7968,10072
10,0.0,4,2936,5912
10,0.0,5,3288,5480
11,0.0,1,5752,8824
11,0.0,2,8056,10848
11,0.0,3,5792,7360
11,0.0,4,4880,7784
11,0.0,5,4416,6336
12,0.0,1,6344,9056
12,0.0,2,4472,6840
12,0.0,3,3824,9720
12,0.0,4,4024,7552
12,0.0,5,6736,15200
13,0.0,1,5264,9296
13,0.0,2,4600,12096
13,0.0,3,4400,10624
13,0.0,4,5784,9520
13,0.0,5,4624,8920
14,0.0,1,6936,12224
14,0.0,2,5280,7952
14,0.0,3,8360,12112
14,0.0,4,7840,14032
14,0.0,5,6000,8408
15,0.0,1,6320,10064
15,0.0,2,8488,11000
15,0.0,3,6216,8312
15,0.0,4,6872,10192
15,0.0,5,4600,15288
16,0.0,1,6000,9816
16,0.0,2,8352,15616
16,0.0,3,5744,10552
16,0.0,4,9264,12448
16,0.0,5,6312,11048
17,0.0,1,9088,17704
17,0.0,2,5808,13040
17,0.0,3,7040,13376
17,0.0,4,5424,9192
17,0.0,5,6392,12048
18,0.0,1,8296,14544
18,0.0,2,7416,11616
18,0.0,3,9984,14952
18,0.0,4,6888,12280
18,0.0,5,9536,13784
19,0.0,1,8128,11400
19,0.0,2,5464,12736
19,0.0,3,10040,14376
19,0.0,4,11424,16168
19,0.0,5,3872,10704
20,0.0,1,7904,15400
20,0.0,2,5200,13592
20,0.0,3,11624,17040
20,0.0,4,8768,14144
20,0.0,5,7800,17528
21,0.0,1,8568,14304
21,0.0,2,6584,17680
21,0.0,3,9200,15008
21,0.0,4,9400,15176
21,0.0,5,8488,19888
22,0.0,1,6328,20128
22,0.0,2,9440,16144
22,0.0,3,11696,18984
22,0.0,4,11200,16696
22,0.0,5,9048,19272
23,0.0,1,9152,15792
23,0.0,2,6408,14960
23,0.0,3,9848,17456
23,0.0,4,7496,16400
23,0.0,5,7056,17848
24,0.0,1,10104,17336
24,0.0,2,9048,19144
24,0.0,3,13224,23296
24,0.0,4,11584,16688
24,0.0,5,13456,20192
25,0.0,1,9848,22560
25,0.0,2,12712,22712
25,0.0,3,15032,27080
25,0.0,4,9768,20432
25,0.0,5,12104,19752
26,0.0,1,6696,15648
26,0.0,2,8792,21968
26,0.0,3,8368,18104
26,0.0,4,8288,23288
26,0.0,5,8536,15376
27,0.0,1,12200,20784
