N,P,X,Cmap,ExecEnv
100,0.0,1,1651192,78560
100,0.0,2,1651192,77752
100,0.0,3,1651192,73760
100,0.0,4,1651192,74984
100,0.0,5,1651192,79192
200,0.0,1,3302392,157832
200,0.0,2,3302392,153688
200,0.0,3,3302392,151792
200,0.0,4,3302392,149120
200,0.0,5,3302392,143720
300,0.0,1,4953592,231240
300,0.0,2,4953592,205536
300,0.0,3,4953592,229072
300,0.0,4,4953592,227936
300,0.0,5,4953592,199448
400,0.0,1,6604792,311528
400,0.0,2,6604792,289872
400,0.0,3,6604792,295688
400,0.0,4,6604792,298168
400,0.0,5,6604792,278328
500,0.0,1,8255992,388096
500,0.0,2,8255992,365176
500,0.0,3,8255992,379424
500,0.0,4,8255992,358336
500,0.0,5,8255992,382160
100,0.1,1,1651192,79088
100,0.1,2,1651192,72792
100,0.1,3,1651192,66376
100,0.1,4,1651192,71352
100,0.1,5,1651192,83264
200,0.1,1,3302392,152216
200,0.1,2,3302392,147240
200,0.1,3,3302392,157296
200,0.1,4,3302392,136072
200,0.1,5,3302392,166160
300,0.1,1,4953592,220792
300,0.1,2,4953592,225960
300,0.1,3,4953592,206096
300,0.1,4,4953592,231920
300,0.1,5,4953592,222288
400,0.1,1,6604792,293896
400,0.1,2,6604792,294280
400,0.1,3,6604792,276808
400,0.1,4,6604792,278464
400,0.1,5,6604792,301568
500,0.1,1,8255992,359504
500,0.1,2,8255992,356232
500,0.1,3,8255992,364088
500,0.1,4,8255992,378720
500,0.1,5,8255992,351144
100,0.2,1,1651192,75624
100,0.2,2,1651192,82336
100,0.2,3,1651192,77144
100,0.2,4,1651192,62992
100,0.2,5,1651192,65688
200,0.2,1,3302392,158096
200,0.2,2,3302392,133920
200,0.2,3,3302392,139656
200,0.2,4,3302392,145840
200,0.2,5,3302392,143224
300,0.2,1,4953592,220984
300,0.2,2,4953592,209952
300,0.2,3,4953592,216960
300,0.2,4,4953592,228800
300,0.2,5,4953592,229648
400,0.2,1,6604792,300384
400,0.2,2,6604792,313520
400,0.2,3,6604792,297688
400,0.2,4,6604792,292896
400,0.2,5,6604792,306616
500,0.2,1,8255992,382576
500,0.2,2,8255992,356376
500,0.2,3,8255992,383384
500,0.2,4,8255992,381176
500,0.2,5,8255992,363296
100,0.3,1,1651192,62936
100,0.3,2,1651192,80440
100,0.3,3,1651192,70272
100,0.3,4,1651192,78008
100,0.3,5,1651192,75992
200,0.3,1,3302392,157832
200,0.3,2,3302392,148920
200,0.3,3,3302392,154104
200,0.3,4,3302392,153496
200,0.3,5,3302392,136856
300,0.3,1,4953592,225040
300,0.3,2,4953592,220896
300,0.3,3,4953592,223080
300,0.3,4,4953592,223656
300,0.3,5,4953592,234288
400,0.3,1,6604792,318264
400,0.3,2,6604792,285216
400,0.3,3,6604792,301736
400,0.3,4,6604792,295632
400,0.3,5,6604792,311800
500,0.3,1,8255992,364360
500,0.3,2,8255992,355056
500,0.3,3,8255992,364472
500,0.3,4,8255992,367344
500,0.3,5,8255992,384024
100,0.4,1,1651192,70904
100,0.4,2,1651192,81536
100,0.4,3,1651192,71624
100,0.4,4,1651192,74744
100,0.4,5,1651192,68200
200,0.4,1,3302392,149272
200,0.4,2,3302392,154784
200,0.4,3,3302392,141064
200,0.4,4,3302392,150224
200,0.4,5,3302392,144880
300,0.4,1,4953592,226184
300,0.4,2,4953592,224888
300,0.4,3,4953592,224216
300,0.4,4,4953592,225104
300,0.4,5,4953592,231832
400,0.4,1,6604792,293696
400,0.4,2,6604792,297744
400,0.4,3,6604792,296088
400,0.4,4,6604792,289768
400,0.4,5,6604792,291376
500,0.4,1,8255992,356128
500,0.4,2,8255992,363896
500,0.4,3,8255992,358936
500,0.4,4,8255992,379536
500,0.4,5,8255992,376840
100,0.5,1,1651192,71872
100,0.5,2,1651192,75872
100,0.5,3,1651192,78056
100,0.5,4,1651192,68928
100,0.5,5,1651192,77624
200,0.5,1,3302392,144080
200,0.5,2,3302392,152048
200,0.5,3,3302392,143928
200,0.5,4,3302392,146928
200,0.5,5,3302392,139112
300,0.5,1,4953592,228656
300,0.5,2,4953592,216184
300,0.5,3,4953592,231432
300,0.5,4,4953592,229216
300,0.5,5,4953592,243792
400,0.5,1,6604792,287504
400,0.5,2,6604792,296944
400,0.5,3,6604792,298728
400,0.5,4,6604792,287960
400,0.5,5,6604792,300048
500,0.5,1,8255992,384528
500,0.5,2,8255992,390736
500,0.5,3,8255992,386472
500,0.5,4,8255992,382880
500,0.5,5,8255992,376408
100,0.6,1,1651192,75080
100,0.6,2,1651192,71840
100,0.6,3,1651192,70560
100,0.6,4,1651192,85000
100,0.6,5,1651192,69112
200,0.6,1,3302392,155520
200,0.6,2,3302392,145800
200,0.6,3,3302392,147824
200,0.6,4,3302392,139048
200,0.6,5,3302392,144448
300,0.6,1,4953592,225080
300,0.6,2,4953592,229360
300,0.6,3,4953592,206984
300,0.6,4,4953592,215872
300,0.6,5,4953592,215552
400,0.6,1,6604792,296984
400,0.6,2,6604792,297360
400,0.6,3,6604792,304472
400,0.6,4,6604792,278424
400,0.6,5,6604792,287464
500,0.6,1,8255992,392784
500,0.6,2,8255992,376504
500,0.6,3,8255992,354456
500,0.6,4,8255992,358768
500,0.6,5,8255992,375992
100,0.7,1,1651192,67176
100,0.7,2,1651192,67512
100,0.7,3,1651192,75064
100,0.7,4,1651192,72632
100,0.7,5,1651192,72736
200,0.7,1,3302392,139696
200,0.7,2,3302392,135632
200,0.7,3,3302392,143432
200,0.7,4,3302392,155800
200,0.7,5,3302392,138672
300,0.7,1,4953592,222032
300,0.7,2,4953592,225224
300,0.7,3,4953592,229400
300,0.7,4,4953592,236600
300,0.7,5,4953592,208552
400,0.7,1,6604792,313280
400,0.7,2,6604792,308704
400,0.7,3,6604792,273552
400,0.7,4,6604792,298592
400,0.7,5,6604792,294664
500,0.7,1,8255992,357912
500,0.7,2,8255992,363944
500,0.7,3,8255992,386656
500,0.7,4,8255992,384368
500,0.7,5,8255992,382296
100,0.8,1,1651192,73664
100,0.8,2,1651192,75640
100,0.8,3,1651192,75608
100,0.8,4,1651192,71712
100,0.8,5,1651192,79640
200,0.8,1,3302392,144216
200,0.8,2,3302392,152136
200,0.8,3,3302392,141192
200,0.8,4,3302392,130008
200,0.8,5,3302392,152352
300,0.8,1,4953592,232848
300,0.8,2,4953592,221912
300,0.8,3,4953592,208920
300,0.8,4,4953592,220104
300,0.8,5,4953592,224808
400,0.8,1,6604792,282296
400,0.8,2,6604792,311712
400,0.8,3,6604792,289336
400,0.8,4,6604792,289480
400,0.8,5,6604792,316152
500,0.8,1,8255992,376184
500,0.8,2,8255992,363712
500,0.8,3,8255992,374240
500,0.8,4,8255992,387376
500,0.8,5,8255992,368368
100,0.9,1,1651192,74568
100,0.9,2,1651192,75704
100,0.9,3,1651192,77232
100,0.9,4,1651192,75384
100,0.9,5,1651192,71744
200,0.9,1,3302392,148352
200,0.9,2,3302392,146352
200,0.9,3,3302392,153904
200,0.9,4,3302392,147240
200,0.9,5,3302392,129992
300,0.9,1,4953592,227936
300,0.9,2,4953592,208424
300,0.9,3,4953592,221048
300,0.9,4,4953592,220872
300,0.9,5,4953592,227136
400,0.9,1,6604792,310536
400,0.9,2,6604792,307240
400,0.9,3,6604792,308328
