N,P,X,Cmap,Parents,Children
65,0.1,1,30312,46496,48048
65,0.1,2,19640,40032,41584
65,0.1,3,28152,53080,54632
65,0.1,4,29952,42560,44112
65,0.1,5,25184,41976,43528
66,0.1,1,32104,47736,49312
66,0.1,2,26472,50080,51656
66,0.1,3,27160,45472,47048
66,0.1,4,19704,45904,47480
66,0.1,5,24608,44096,45672
67,0.1,1,28840,50816,52416
67,0.1,2,21256,47024,48624
67,0.1,3,27744,42552,44152
67,0.1,4,29024,48192,49792
67,0.1,5,21720,47104,48704
68,0.1,1,19800,44008,45632
68,0.1,2,33040,55664,57288
68,0.1,3,28464,53352,54976
68,0.1,4,22808,45136,46760
68,0.1,5,25080,48864,50488
69,0.1,1,25304,43872,45520
69,0.1,2,31856,52760,54408
69,0.1,3,31976,53336,54984
69,0.1,4,27336,47744,49392
69,0.1,5,24360,48448,50096
70,0.1,1,20456,43064,44736
70,0.1,2,23952,44864,46536
70,0.1,3,27496,44424,46096
70,0.1,4,26088,42480,44152
70,0.1,5,24584,47976,49648
71,0.1,1,28144,49408,51104
71,0.1,2,31720,46368,48064
71,0.1,3,29648,48952,50648
71,0.1,4,26616,46376,48072
71,0.1,5,28840,45824,47520
72,0.1,1,17784,48408,50128
72,0.1,2,23752,47664,49384
72,0.1,3,28376,45104,46824
72,0.1,4,24184,42424,44144
72,0.1,5,23096,44464,46184
73,0.1,1,22408,51056,52800
73,0.1,2,29032,45904,47648
73,0.1,3,30968,53896,55640
73,0.1,4,25360,50800,52544
73,0.1,5,24784,57040,58784
74,0.1,1,29968,57792,59560
74,0.1,2,31984,57824,59592
74,0.1,3,30064,54576,56344
74,0.1,4,33832,65264,67032
74,0.1,5,25768,51352,53120
75,0.1,1,28704,54584,56376
75,0.1,2,31800,53224,55016
75,0.1,3,34824,53528,55320
75,0.1,4,34696,54168,55960
75,0.1,5,40320,51280,53072
76,0.1,1,34672,51608,53424
76,0.1,2,34320,61720,63536
76,0.1,3,27384,53536,55352
76,0.1,4,23672,55144,56960
76,0.1,5,31864,55312,57128
77,0.1,1,42104,67048,68888
77,0.1,2,28072,54632,56472
77,0.1,3,43192,65672,67512
77,0.1,4,35272,57528,59368
77,0.1,5,41264,54424,56264
78,0.1,1,35816,65072,66936
78,0.1,2,27232,48328,50192
78,0.1,3,21272,38552,40416
78,0.1,4,23464,45472,47336
78,0.1,5,37096,48184,50048
79,0.1,1,34520,57712,59600
79,0.1,2,33832,55760,57648
79,0.1,3,31376,53376,55264
79,0.1,4,29760,52640,54528
79,0.1,5,28136,48216,50104
80,0.1,1,30872,58288,60200
80,0.1,2,35240,61024,62936
80,0.1,3,26328,52648,54560
80,0.1,4,21144,42552,44464
80,0.1,5,32464,51664,53576
81,0.1,1,32728,60096,62032
81,0.1,2,30168,54488,56424
81,0.1,3,30336,54280,56216
81,0.1,4,35784,60328,62264
81,0.1,5,26960,57248,59184
82,0.1,1,32264,58216,60176
82,0.1,2,28872,57376,59336
82,0.1,3,27368,51152,53112
82,0.1,4,31880,56336,58296
82,0.1,5,32328,52888,54848
83,0.1,1,32008,62312,64296
83,0.1,2,27680,51464,53448
83,0.1,3,33976,56592,58576
83,0.1,4,36488,65400,67384
83,0.1,5,26608,60856,62840
84,0.1,1,28424,57656,59664
84,0.1,2,30064,55392,57400
84,0.1,3,34432,56056,58064
84,0.1,4,32840,54600,56608
84,0.1,5,34128,53016,55024
85,0.1,1,26680,56384,58416
85,0.1,2,33880,56136,58168
85,0.1,3,29800,48176,50208
85,0.1,4,31832,63208,65240
85,0.1,5,31248,64200,66232
86,0.1,1,38960,71032,73088
86,0.1,2,43344,74064,76120
86,0.1,3,31400,55776,57832
86,0.1,4,37576,52120,54176
86,0.1,5,28664,62112,64168
87,0.1,1,34088,66392,68472
87,0.1,2,39304,61112,63192
87,0.1,3,36440,54176,56256
87,0.1,4,35112,63888,65968
87,0.1,5,31704,59360,61440
88,0.1,1,33448,55880,57984
88,0.1,2,28240,56560,58664
88,0.1,3,31888,59256,61360
88,0.1,4,44368,72176,74280
88,0.1,5,25600,50112,52216
89,0.1,1,35352,62880,65008
89,0.1,2,33800,57104,59232
89,0.1,3,33336,61000,63128
89,0.1,4,41304,65328,67456
89,0.1,5,37048,57144,59272
90,0.1,1,44080,65320,67472
90,0.1,2,39760,66576,68728
90,0.1,3,26504,59952,62104
90,0.1,4,37424,62704,64856
90,0.1,5,33800,54872,57024
91,0.1,1,33624,62968,65144
91,0.1,2,39320,67424,69600
91,0.1,3,37576,72888,75064
91,0.1,4,44272,69544,71720
91,0.1,5,31336,62168,64344
92,0.1,1,51864,79480,81680
92,0.1,2,28640,56632,58832
92,0.1,3,36800,56424,58624
92,0.1,4,37544,63368,65568
92,0.1,5,33216,56712,58912
93,0.1,1,43608,67176,69400
93,0.1,2,39056,64200,66424
93,0.1,3,51768,70744,72968
93,0.1,4,32856,66464,68688
93,0.1,5,33176,61944,64168
94,0.1,1,41112,59104,61352
94,0.1,2,36928,59616,61864
94,0.1,3,23832,48704,50952
94,0.1,4,40720,70856,73104
94,0.1,5,39848,70328,72576
95,0.1,1,42744,62328,64600
95,0.1,2,35880,60152,62424
95,0.1,3,41800,61680,63952
95,0.1,4,40384,62128,64400
95,0.1,5,34168,58688,60960
96,0.1,1,33200,64224,66520
96,0.1,2,29856,66768,69064
96,0.1,3,39336,59392,61688
96,0.1,4,35280,69784,72080
96,0.1,5,33064,58384,60680
97,0.1,1,43696,69400,71720
97,0.1,2,39608,66704,69024
97,0.1,3,43200,68632,70952
97,0.1,4,33208,62208,64528
97,0.1,5,41904,66856,69176
98,0.1,1,41064,65976,68320
98,0.1,2,38872,76880,79224
98,0.1,3,36056,59840,62184
98,0.1,4,39896,65352,67696
98,0.1,5,30720,60952,63296
99,0.1,1,43416,73432,75800
99,0.1,2,42008,73208,75576
99,0.1,3,33536,63888,66256
99,0.1,4,32056,62976,65344
99,0.1,5,44776,67200,69568
100,0.1,1,38464,78048,80440
100,0.1,2,47696,72952,75344
100,0.1,3,33832,61344,63736
100,0.1,4,44176,72192,74584
100,0.1,5,32048,60176,62568
1,0.2,1,1992,16,16
1,0.2,2,1992,16,16
1,0.2,3,1992,16,16
1,0.2,4,1992,16,16
1,0.2,5,1992,16,16
2,0.2,1,2056,280,304
2,0.2,2,2080,528,552
2,0.2,3,2424,1192,1216
2,0.2,4,2080,496,520
2,0.2,5,2056,1064,1104
3,0.2,1,2120,488,536
3,0.2,2,2800,1384,1432
3,0.2,3,2144,1256,1304
3,0.2,4,2488,1464,1512
3,0.2,5,2328,976,1024
4,0.2,1,2208,1112,1200
4,0.2,2,3368,2288,2376
4,0.2,3,2864,3168,3240
4,0.2,4,4040,4488,4576
4,0.2,5,2536,2000,2072
5,0.2,1,3392,4800,4896
5,0.2,2,7224,6136,6232
5,0.2,3,2416,3896,4008
5,0.2,4,3800,3264,3360
5,0.2,5,4040,3208,3304
6,0.2,1,2664,4480,4600
6,0.2,2,3144,4616,4752
6,0.2,3,4648,4936,5056
6,0.2,4,5672,6264,6384
6,0.2,5,3392,4960,5080
7,0.2,1,8584,8872,9032
7,0.2,2,2544,5888,6032
7,0.2,3,3064,5104,5248
7,0.2,4,4008,4120,4264
7,0.2,5,4312,5552,5712
8,0.2,1,6664,7440,7624
8,0.2,2,3120,4472,4640
8,0.2,3,2856,4640,4824
8,0.2,4,3280,3944,4112
8,0.2,5,5088,7632,7816
9,0.2,1,3712,6296,6488
9,0.2,2,5264,9376,9584
9,0.2,3,5864,8472,8680
9,0.2,4,3464,5600,5808
9,0.2,5,3728,6104,6312
10,0.2,1,5952,8816,9048
10,0.2,2,7064,9128,9360
10,0.2,3,3552,7096,7328
10,0.2,4,7272,8928,9144
10,0.2,5,3904,8000,8232
11,0.2,1,3560,4696,4920
11,0.2,2,4728,7120,7344
11,0.2,3,5000,5592,5848
11,0.2,4,6848,7200,7456
11,0.2,5,5160,6472,6696
12,0.2,1,6672,8560,8824
12,0.2,2,6888,9680,9960
12,0.2,3,4640,9304,9584
12,0.2,4,7664,9560,9840
12,0.2,5,3928,4720,4984
13,0.2,1,3784,5872,6176
13,0.2,2,9640,12856,13160
13,0.2,3,6736,7528,7832
13,0.2,4,4296,7080,7368
13,0.2,5,3480,6128,6416
14,0.2,1,5616,10992,11320
14,0.2,2,6704,8656,8968
14,0.2,3,10968,13904,14232
14,0.2,4,6744,8288,8600
14,0.2,5,5176,8296,8624
15,0.2,1,5864,9392,9744
15,0.2,2,8808,15856,16208
15,0.2,3,6688,11632,11968
15,0.2,4,6696,12600,12952
15,0.2,5,9464,15760,16112
16,0.2,1,7624,13136,13512
16,0.2,2,4128,11872,12248
16,0.2,3,11464,13752,14128
16,0.2,4,6456,11048,11424
16,0.2,5,6440,9832,10208
17,0.2,1,9928,15720,16120
17,0.2,2,7512,10144,10544
17,0.2,3,5792,10064,10464
17,0.2,4,5288,12352,12752
17,0.2,5,7240,9056,9456
18,0.2,1,9880,19376,19800
18,0.2,2,7320,10304,10728
18,0.2,3,13864,19576,20000
18,0.2,4,12176,17600,18024
18,0.2,5,6256,12456,12864
19,0.2,1,7392,14776,15224
19,0.2,2,8048,11216,11648
19,0.2,3,8992,18064,18512
19,0.2,4,5736,11176,11624
19,0.2,5,5768,10224,10656
20,0.2,1,7600,16920,17392
20,0.2,2,6544,9304,9760
20,0.2,3,4224,8800,9256
20,0.2,4,7640,16824,17296
20,0.2,5,6376,12816,13288
21,0.2,1,8256,15464,15960
21,0.2,2,6176,18368,18864
21,0.2,3,10200,14240,14736
21,0.2,4,7432,13264,13760
21,0.2,5,10936,16320,16816
22,0.2,1,5616,11920,12440
22,0.2,2,13768,22216,22736
22,0.2,3,6944,14080,14600
22,0.2,4,9592,16992,17512
22,0.2,5,7576,15272,15792
23,0.2,1,9032,15128,15672
23,0.2,2,11304,13432,13976
23,0.2,3,5816,10952,11480
23,0.2,4,9144,15744,16288
23,0.2,5,11864,17424,17968
24,0.2,1,14288,23176,23744
24,0.2,2,9664,15800,16368
24,0.2,3,9568,13864,14432
24,0.2,4,11992,19664,20232
24,0.2,5,7400,15712,16280
25,0.2,1,8168,16520,17112
25,0.2,2,6024,15608,16200
25,0.2,3,8568,19896,20488
25,0.2,4,7072,15624,16216
25,0.2,5,8384,18008,18600
26,0.2,1,12264,20704,21320
26,0.2,2,14600,20824,21440
26,0.2,3,6488,18984,19600
26,0.2,4,13912,18840,19456
26,0.2,5,13128,18904,19520
27,0.2,1,11320,19808,20448
27,0.2,2,10168,16048,16688
27,0.2,3,15880,23000,23640
27,0.2,4,8640,16752,17392
27,0.2,5,7824,13656,14280
28,0.2,1,13736,18552,19216
28,0.2,2,9240,16648,17312
28,0.2,3,14768,22968,23632
28,0.2,4,9808,18408,19072
28,0.2,5,14328,18608,19256
29,0.2,1,12368,24592,25280
29,0.2,2,9824,18856,19544
29,0.2,3,16944,25640,26328
29,0.2,4,14528,25400,26088
29,0.2,5,12616,18952,19640
30,0.2,1,11648,23144,23856
30,0.2,2,10560,23512,24224
30,0.2,3,8440,15640,16352
30,0.2,4,11720,26472,27184
30,0.2,5,13456,23808,24520
31,0.2,1,11104,25264,26000
31,0.2,2,9296,21448,22184
31,0.2,3,9184,15040,15776
31,0.2,4,15088,25648,26384
31,0.2,5,10608,20512,21248
32,0.2,1,18320,28776,29536
32,0.2,2,14080,20520,21280
32,0.2,3,13296,17168,17928
32,0.2,4,12792,20944,21704
32,0.2,5,9792,22896,23656
33,0.2,1,11048,22944,23728
33,0.2,2,15040,22224,23008
33,0.2,3,12528,25544,26328
33,0.2,4,9320,20128,20912
33,0.2,5,10888,23320,24104
34,0.2,1,15384,29504,30312
34,0.2,2,19128,30328,31136
34,0.2,3,14240,24792,25600
34,0.2,4,12232,23072,23880
34,0.2,5,13144,22280,23088
35,0.2,1,20384,32528,33360
35,0.2,2,17904,29304,30136
35,0.2,3,10864,26240,27072
35,0.2,4,12872,23136,23968
35,0.2,5,14456,23040,23872
36,0.2,1,16256,30288,31144
36,0.2,2,13384,20904,21760
36,0.2,3,13304,29440,30296
36,0.2,4,14824,25296,26152
36,0.2,5,15560,23840,24696
37,0.2,1,10296,19688,20568
37,0.2,2,12256,27152,28032
37,0.2,3,15472,26768,27648
37,0.2,4,14728,24432,25312
37,0.2,5,14992,21840,22720
38,0.2,1,8968,21880,22784
38,0.2,2,11072,25600,26504
38,0.2,3,15320,29640,30544
38,0.2,4,19024,29840,30744
38,0.2,5,16680,25512,26416
39,0.2,1,13880,24296,25224
39,0.2,2,15288,29848,30776
39,0.2,3,22488,31816,32744
39,0.2,4,12928,23576,24504
39,0.2,5,18392,37408,38336
40,0.2,1,10192,26848,27800
40,0.2,2,11568,27232,28184
40,0.2,3,17696,31216,32168
40,0.2,4,14928,26616,27568
40,0.2,5,13984,24720,25672
41,0.2,1,18416,31824,32800
41,0.2,2,15824,27792,28752
41,0.2,3,18136,31000,31976
41,0.2,4,16008,30424,31400
41,0.2,5,15848,27136,28112
42,0.2,1,16640,31256,32256
42,0.2,2,15072,27776,28776
42,0.2,3,18248,26448,27448
42,0.2,4,18128,34000,35000
42,0.2,5,19968,33400,34400
43,0.2,1,14152,24352,25376
43,0.2,2,16512,28488,29512
43,0.2,3,21312,33448,34472
43,0.2,4,20168,30800,31824
43,0.2,5,19360,33984,35008
44,0.2,1,18928,38224,39272
44,0.2,2,20024,31608,32656
44,0.2,3,14760,27520,28568
44,0.2,4,13128,21880,22928
44,0.2,5,14448,29776,30824
45,0.2,1,16480,29312,30384
45,0.2,2,13376,32960,34032
45,0.2,3,17440,31528,32600
45,0.2,4,18648,34304,35376
45,0.2,5,16496,30808,31880
46,0.2,1,20176,39760,40856
46,0.2,2,20992,37736,38832
46,0.2,3,16392,27936,29032
46,0.2,4,18744,36448,37544
46,0.2,5,15016,29048,30144
47,0.2,1,15744,32648,33768
47,0.2,2,22056,34816,35936
47,0.2,3,21232,36600,37720
47,0.2,4,21000,36304,37424
47,0.2,5,14360,31880,33000
48,0.2,1,17872,32680,33824
48,0.2,2,21832,35312,36456
48,0.2,3,13560,28968,30112
48,0.2,4,21168,36800,37944
48,0.2,5,18272,36296,37440
49,0.2,1,29328,40080,41248
49,0.2,2,20176,33976,35144
49,0.2,3,20840,34216,35384
49,0.2,4,14672,31272,32440
49,0.2,5,16392,29104,30272
50,0.2,1,15760,31352,32544
50,0.2,2,17624,34832,36024
50,0.2,3,16712,28568,29760
50,0.2,4,21512,35408,36600
50,0.2,5,21856,36912,38104
51,0.2,1,20104,35104,36320
51,0.2,2,23152,34168,35384
51,0.2,3,20936,30848,32064
51,0.2,4,20328,35024,36240
51,0.2,5,16672,31024,32240
52,0.2,1,26736,36712,37952
52,0.2,2,20840,32424,33664
52,0.2,3,26736,38416,39656
52,0.2,4,15568,36296,37536
52,0.2,5,23976,38160,39400
53,0.2,1,19464,39608,40872
53,0.2,2,17032,37224,38488
53,0.2,3,20768,36232,37496
53,0.2,4,21952,37624,38888
53,0.2,5,26984,42920,44184
54,0.2,1,19232,37432,38720
54,0.2,2,26208,46824,48112
54,0.2,3,20480,34664,35952
54,0.2,4,29104,48928,50216
54,0.2,5,16528,32952,34240
55,0.2,1,26504,37152,38464
55,0.2,2,20152,34488,35800
55,0.2,3,28360,44144,45456
55,0.2,4,24352,39864,41176
55,0.2,5,18552,38032,39344
56,0.2,1,20280,38392,39728
56,0.2,2,25792,40632,41968
56,0.2,3,26720,40056,41392
56,0.2,4,24176,45760,47096
56,0.2,5,20448,36512,37848
57,0.2,1,28840,44032,45392
57,0.2,2,17760,37960,39320
57,0.2,3,30128,49600,50960
57,0.2,4,26920,40680,42040
57,0.2,5,25064,41672,43032
58,0.2,1,16840,37072,38456
58,0.2,2,15832,31944,33328
58,0.2,3,27768,48784,50168
58,0.2,4,16776,35680,37064
58,0.2,5,32152,40632,42016
59,0.2,1,21976,40208,41616
59,0.2,2,25744,40112,41520
59,0.2,3,15664,39384,40792
59,0.2,4,24384,44752,46160
59,0.2,5,23176,42032,43440
60,0.2,1,26472,53224,54656
60,0.2,2,23280,34888,36320
60,0.2,3,28464,44328,45760
60,0.2,4,21936,46800,48232
60,0.2,5,20568,39088,40520
61,0.2,1,21000,42672,44128
61,0.2,2,20168,40816,42272
61,0.2,3,27912,46024,47480
61,0.2,4,17448,44088,45544
61,0.2,5,25728,40048,41504
62,0.2,1,32128,45608,47088
62,0.2,2,28040,45360,46840
62,0.2,3,34808,42688,44168
62,0.2,4,28704,40752,42232
62,0.2,5,22192,42456,43936
63,0.2,1,21744,38808,40312
63,0.2,2,13944,42304,43808
63,0.2,3,21424,38872,40376
63,0.2,4,24176,46776,48280
63,0.2,5,18512,38040,39544
64,0.2,1,29008,47976,49504
64,0.2,2,21584,43896,45424
64,0.2,3,23168,42408,43936
64,0.2,4,28224,50784,52312
64,0.2,5,23376,43200,44728
65,0.2,1,23248,44176,45728
65,0.2,2,20248,44816,46368
65,0.2,3,31040,46488,48040
65,0.2,4,34536,50024,51576
65,0.2,5,19792,39024,40576
66,0.2,1,22624,39352,40928
66,0.2,2,33312,49224,50800
66,0.2,3,24496,47888,49464
66,0.2,4,22776,46616,48192
66,0.2,5,22552,48320,49896
67,0.2,1,26848,47096,48696
67,0.2,2,26200,51752,53352
67,0.2,3,28832,53024,54624
67,0.2,4,23328,44384,45984
67,0.2,5,34928,47768,49368
68,0.2,1,28160,51776,53400
68,0.2,2,23144,48328,49952
68,0.2,3,25968,49584,51208
68,0.2,4,40360,58400,60024
68,0.2,5,18880,36496,38120
69,0.2,1,25728,44184,45832
69,0.2,2,28384,48200,49848
69,0.2,3,31976,48544,50192
69,0.2,4,31832,48216,49864
69,0.2,5,29440,46832,48480
70,0.2,1,20832,52032,53704
70,0.2,2,24088,53472,55144
70,0.2,3,20744,50088,51760
70,0.2,4,32496,49096,50768
70,0.2,5,32264,46512,48184
71,0.2,1,25176,45808,47504
71,0.2,2,25928,40944,42640
71,0.2,3,25568,44472,46168
71,0.2,4,35296,55208,56904
71,0.2,5,28296,44632,46328
72,0.2,1,31520,59136,60856
72,0.2,2,34464,57976,59696
72,0.2,3,30608,52560,54280
72,0.2,4,27336,44312,46032
72,0.2,5,26776,51336,53056
73,0.2,1,35536,60968,62712
73,0.2,2,20360,50680,52424
73,0.2,3,28488,53136,54880
73,0.2,4,28232,48240,49984
73,0.2,5,30040,55856,57600
74,0.2,1,26304,47120,48888
74,0.2,2,21768,47432,49200
74,0.2,3,33344,62528,64296
74,0.2,4,28176,59728,61496
74,0.2,5,24640,50088,51856
75,0.2,1,23824,44472,46264
75,0.2,2,27448,49960,51752
75,0.2,3,26056,48632,50424
75,0.2,4,24728,46176,47968
75,0.2,5,23096,43656,45448
76,0.2,1,38880,63432,65248
76,0.2,2,27632,47288,49104
76,0.2,3,28792,56064,57880
76,0.2,4,39024,53408,55224
76,0.2,5,34408,53904,55720
77,0.2,1,31632,63464,65304
77,0.2,2,27584,56840,58680
77,0.2,3,33632,57680,59520
77,0.2,4,32464,54496,56336
77,0.2,5,31640,59272,61112
78,0.2,1,34072,52840,54704
78,0.2,2,28544,52264,54128
78,0.2,3,28656,52672,54536
78,0.2,4,37208,58312,60176
78,0.2,5,26560,50720,52584
79,0.2,1,29672,50728,52616
79,0.2,2,29832,56472,58360
79,0.2,3,24016,45680,47568
79,0.2,4,28752,57536,59424
79,0.2,5,38144,56752,58640
80,0.2,1,28576,57744,59656
80,0.2,2,33296,47232,49144
80,0.2,3,32608,49296,51208
80,0.2,4,29976,52072,53984
80,0.2,5,23280,42856,44768
81,0.2,1,38592,69080,71016
81,0.2,2,38584,59176,61112
81,0.2,3,24296,48032,49968
81,0.2,4,21728,54096,56032
81,0.2,5,32480,52168,54104
82,0.2,1,36424,61344,63304
82,0.2,2,34088,56984,58944
82,0.2,3,38792,57864,59824
82,0.2,4,36896,60400,62360
82,0.2,5,36096,51248,53208
83,0.2,1,38616,62240,64224
83,0.2,2,39688,67784,69768
83,0.2,3,28360,55256,57240
83,0.2,4,32952,55184,57168
83,0.2,5,33136,59624,61608
84,0.2,1,27392,45400,47408
84,0.2,2,26600,54792,56800
84,0.2,3,38920,64800,66808
84,0.2,4,46320,61120,63128
84,0.2,5,34128,53400,55408
85,0.2,1,30544,48728,50760
85,0.2,2,29536,55336,57368
85,0.2,3,30448,55632,57664
85,0.2,4,32344,63640,65672
85,0.2,5,31872,54592,56624
86,0.2,1,39472,59144,61200
86,0.2,2,31520,56976,59032
86,0.2,3,31048,52552,54608
86,0.2,4,43720,67432,69488
86,0.2,5,32008,58320,60376
87,0.2,1,37632,62984,65064
87,0.2,2,32336,56584,58664
87,0.2,3,31824,59280,61360
87,0.2,4,30928,54296,56376
87,0.2,5,42096,63336,65416
88,0.2,1,35392,59888,61992
88,0.2,2,35928,54248,56352
88,0.2,3,36720,62944,65048
88,0.2,4,30656,59880,61984
88,0.2,5,31832,62592,64696
89,0.2,1,25328,57360,59488
89,0.2,2,35712,66280,68408
89,0.2,3,39992,64992,67120
89,0.2,4,35984,59288,61416
89,0.2,5,28000,59056,61184
90,0.2,1,38976,60624,62776
90,0.2,2,27320,52192,54344
90,0.2,3,32016,60480,62632
90,0.2,4,36952,64248,66400
90,0.2,5,35784,56384,58536
91,0.2,1,39032,67160,69336
91,0.2,2,38472,61280,63456
91,0.2,3,32088,56192,58368
91,0.2,4,41608,64320,66496
91,0.2,5,43904,63608,65784
92,0.2,1,36208,63960,66160
92,0.2,2,37376,61256,63456
92,0.2,3,35552,62992,65192
92,0.2,4,36736,65880,68080
92,0.2,5,27896,57440,59640
93,0.2,1,32592,65112,67336
93,0.2,2,48336,75792,78016
93,0.2,3,38208,65672,67896
93,0.2,4,33656,64224,66448
93,0.2,5,44944,72304,74528
94,0.2,1,50352,69648,71896
94,0.2,2,32912,59864,62112
94,0.2,3,43952,68504,70752
94,0.2,4,38368,65696,67944
94,0.2,5,37896,65800,68048
95,0.2,1,47824,67336,69608
95,0.2,2,34232,67160,69432
95,0.2,3,39408,68528,70800
95,0.2,4,48384,69904,72176
95,0.2,5,45536,73456,75728
96,0.2,1,44248,72904,75200
96,0.2,2,45928,72064,74360
96,0.2,3,43368,76040,78336
96,0.2,4,36360,79776,82072
96,0.2,5,35368,59256,61552
97,0.2,1,37320,68632,70952
97,0.2,2,32104,65488,67808
97,0.2,3,32928,65072,67392
97,0.2,4,43240,67616,69936
97,0.2,5,41952,60800,63120
98,0.2,1,41616,69840,72184
98,0.2,2,41344,71232,73576
98,0.2,3,31632,64216,66560
98,0.2,4,46648,75952,78296
98,0.2,5,39344,70544,72888
99,0.2,1,40296,62752,65120
99,0.2,2,37776,65544,67912
99,0.2,3,39112,70448,72816
99,0.2,4,40664,67056,69424
99,0.2,5,38872,63992,66360
100,0.2,1,42464,72744,75136
100,0.2,2,42520,62728,65120
100,0.2,3,36304,70280,72672
100,0.2,4,35856,78872,81264
100,0.2,5,32120,64872,67264
1,0.3,1,1992,16,16
1,0.3,2,1992,16,16
1,0.3,3,1992,16,16
1,0.3,4,1992,16,16
1,0.3,5,1992,16,16
2,0.3,1,2056,800,824
2,0.3,2,2056,280,304
2,0.3,3,4504,2632,2656
2,0.3,4,2080,456,480
2,0.3,5,3160,2128,2152
3,0.3,1,2288,2024,2072
3,0.3,2,2312,2928,2992
3,0.3,3,2688,1792,1840
3,0.3,4,2296,1520,1568
3,0.3,5,2624,1824,1872
4,0.3,1,5968,4712,4784
4,0.3,2,3832,2328,2400
4,0.3,3,2968,2384,2456
4,0.3,4,2880,2216,2288
4,0.3,5,2208,2424,2496
5,0.3,1,4920,4664,4760
5,0.3,2,3432,5320,5416
5,0.3,3,2904,3040,3120
5,0.3,4,2456,3608,3704
5,0.3,5,3416,2672,2768
6,0.3,1,3536,2688,2808
6,0.3,2,4160,5032,5152
6,0.3,3,3016,2912,3032
6,0.3,4,4408,3952,4088
6,0.3,5,3752,4696,4832
7,0.3,1,4832,4952,5096
7,0.3,2,4344,6072,6232
7,0.3,3,3960,4352,4480
7,0.3,4,3776,5136,5264
7,0.3,5,2448,2312,2456
8,0.3,1,6432,6720,6888
8,0.3,2,2856,6720,6904
8,0.3,3,5272,8608,8792
8,0.3,4,3056,4656,4840
8,0.3,5,4600,4264,4432
9,0.3,1,6256,9328,9536
9,0.3,2,5240,5808,6016
9,0.3,3,3752,7288,7496
9,0.3,4,3624,4376,4568
9,0.3,5,5288,8368,8576
10,0.3,1,3560,4824,5056
10,0.3,2,4144,6848,7080
10,0.3,3,4528,8264,8496
10,0.3,4,4056,7320,7536
10,0.3,5,4440,6184,6400
11,0.3,1,4688,7600,7840
11,0.3,2,5920,8040,8264
11,0.3,3,5768,10288,10544
11,0.3,4,8112,10496,10752
11,0.3,5,6240,6944,7200
12,0.3,1,4432,6584,6864
12,0.3,2,7304,13032,13296
12,0.3,3,4416,6040,6304
12,0.3,4,4848,6600,6864
12,0.3,5,3216,4408,4656
13,0.3,1,6920,9976,10280
13,0.3,2,5616,8616,8920
13,0.3,3,7040,10128,10432
13,0.3,4,7592,10232,10536
13,0.3,5,6888,12872,13176
14,0.3,1,5816,8416,8728
14,0.3,2,5232,6568,6864
14,0.3,3,7640,10496,10808
14,0.3,4,4520,9320,9648
14,0.3,5,4784,9440,9768
15,0.3,1,6920,9392,9744
15,0.3,2,6720,9840,10176
15,0.3,3,4280,8488,8808
15,0.3,4,6728,12160,12512
15,0.3,5,5248,11120,11472
16,0.3,1,5088,8440,8800
16,0.3,2,7176,9296,9672
16,0.3,3,8152,10544,10920
16,0.3,4,5272,9200,9576
16,0.3,5,5936,12696,13056
17,0.3,1,6680,16248,16648
17,0.3,2,5096,7584,7968
17,0.3,3,10328,13248,13648
17,0.3,4,4464,9176,9560
17,0.3,5,5976,8296,8680
18,0.3,1,8344,12256,12680
18,0.3,2,4408,9856,10280
18,0.3,3,3720,11728,12152
18,0.3,4,11864,18256,18680
18,0.3,5,7112,11408,11832
19,0.3,1,7784,12136,12584
19,0.3,2,10792,12512,12960
19,0.3,3,11448,12816,13264
19,0.3,4,9792,15016,15464
19,0.3,5,10280,11912,12344
20,0.3,1,6352,11000,11472
20,0.3,2,8000,13992,14464
20,0.3,3,12176,18432,18904
20,0.3,4,6928,11272,11744
20,0.3,5,7704,14136,14608
21,0.3,1,7544,19880,20376
21,0.3,2,6928,11784,12280
21,0.3,3,5736,10264,10760
21,0.3,4,10152,16792,17288
21,0.3,5,7776,14808,15304
22,0.3,1,11768,14912,15416
22,0.3,2,7800,15368,15888
22,0.3,3,7400,16472,16992
22,0.3,4,12584,14720,15240
22,0.3,5,9168,14904,15424
23,0.3,1,8504,15384,15928
23,0.3,2,12312,15816,16360
23,0.3,3,12264,18984,19528
23,0.3,4,12144,21032,21576
23,0.3,5,8816,15904,16448
24,0.3,1,8712,17968,18536
24,0.3,2,10744,15896,16464
24,0.3,3,7512,19856,20424
24,0.3,4,14232,18008,18576
24,0.3,5,7080,16000,16568
25,0.3,1,10008,16280,16872
25,0.3,2,13080,19208,19800
25,0.3,3,11744,17056,17648
25,0.3,4,8832,14912,15504
25,0.3,5,6616,14296,14888
26,0.3,1,9272,18992,19608
26,0.3,2,13808,24016,24632
26,0.3,3,9816,20064,20680
26,0.3,4,8000,17488,18104
26,0.3,5,9192,16656,17272
27,0.3,1,9456,22248,22888
27,0.3,2,8712,17624,18264
27,0.3,3,8808,15968,16608
27,0.3,4,7408,16024,16664
27,0.3,5,11168,18872,19512
28,0.3,1,11512,25616,26280
28,0.3,2,14792,21888,22552
28,0.3,3,10120,18248,18912
28,0.3,4,8768,19688,20352
28,0.3,5,8904,16376,17040
29,0.3,1,11824,20976,21664
29,0.3,2,11808,18960,19648
29,0.3,3,9304,18616,19304
29,0.3,4,11288,21176,21864
