N,P,X,Cmap,ExecEnv
1,0.0,1,2056,88
1,0.0,2,2056,88
1,0.0,3,2056,88
1,0.0,4,2056,88
1,0.0,5,2056,88
2,0.0,1,2104,680
2,0.0,2,2080,464
2,0.0,3,4440,5656
2,0.0,4,2208,808
2,0.0,5,4000,2336
3,0.0,1,2472,2312
3,0.0,2,2608,2032
3,0.0,3,2600,3152
3,0.0,4,2128,1096
3,0.0,5,2128,2760
4,0.0,1,2568,3800
4,0.0,2,2672,2128
4,0.0,3,5360,4488
4,0.0,4,2296,1736
4,0.0,5,2672,2424
5,0.0,1,2360,3584
5,0.0,2,2152,3800
5,0.0,3,2320,4816
5,0.0,4,2384,3088
5,0.0,5,4328,3864
6,0.0,1,4992,6312
6,0.0,2,3456,3488
6,0.0,3,2176,1680
6,0.0,4,2984,2952
6,0.0,5,5064,6032
7,0.0,1,2896,4456
7,0.0,2,4224,6200
7,0.0,3,4328,7728
7,0.0,4,2464,4920
7,0.0,5,3880,5456
8,0.0,1,2824,5208
8,0.0,2,2576,6152
8,0.0,3,3688,6640
8,0.0,4,3488,3888
8,0.0,5,3696,7512
9,0.0,1,3984,6776
9,0.0,2,4376,7368
9,0.0,3,5336,7728
9,0.0,4,3584,6848
9,0.0,5,4472,6896
10,0.0,1,7024,8744
10,0.0,2,4040,8528
10,0.0,3,7672,10072
10,0.0,4,2640,5912
10,0.0,5,2992,5480
11,0.0,1,5416,8824
11,0.0,2,7720,10848
11,0.0,3,5456,7360
11,0.0,4,4544,7784
11,0.0,5,4080,6336
12,0.0,1,5968,9056
12,0.0,2,4096,6840
12,0.0,3,3448,9720
12,0.0,4,3648,7552
12,0.0,5,6360,15200
13,0.0,1,4848,9296
13,0.0,2,4184,12096
13,0.0,3,3984,10624
13,0.0,4,5368,9520
13,0.0,5,4208,8920
14,0.0,1,6480,12224
14,0.0,2,4824,7952
14,0.0,3,7904,12112
14,0.0,4,7384,14032
14,0.0,5,5544,8408
15,0.0,1,5824,10064
15,0.0,2,7992,11000
15,0.0,3,5720,8312
15,0.0,4,6376,10192
15,0.0,5,4104,15288
16,0.0,1,5464,9816
16,0.0,2,7816,15616
16,0.0,3,5208,10552
16,0.0,4,8728,12448
16,0.0,5,5776,11048
17,0.0,1,8512,17704
17,0.0,2,5232,13040
