N,P,X,Cmap,ExecEnv
68,0.0,3,68336,52752
68,0.0,4,70344,53552
68,0.0,5,55760,54472
69,0.0,1,61672,51448
69,0.0,2,34416,48536
69,0.0,3,75160,56432
69,0.0,4,62400,54704
69,0.0,5,43672,51800
70,0.0,1,41992,53240
70,0.0,2,39480,53080
70,0.0,3,54728,56144
70,0.0,4,48392,51360
70,0.0,5,62560,52472
71,0.0,1,71176,61896
71,0.0,2,32456,48128
71,0.0,3,67048,57376
71,0.0,4,72064,53872
71,0.0,5,71104,55032
72,0.0,1,52664,50544
72,0.0,2,60528,53688
72,0.0,3,50832,49768
72,0.0,4,62848,49152
72,0.0,5,56296,49672
73,0.0,1,50632,54192
73,0.0,2,64808,62168
73,0.0,3,45840,56224
73,0.0,4,62608,51936
73,0.0,5,81768,64936
74,0.0,1,47280,60240
74,0.0,2,57512,49720
74,0.0,3,68576,52040
74,0.0,4,84704,63264
74,0.0,5,58200,56032
75,0.0,1,70648,59888
75,0.0,2,52616,60192
75,0.0,3,49440,52632
75,0.0,4,88792,67744
75,0.0,5,71968,69408
76,0.0,1,54520,46504
76,0.0,2,43888,51608
76,0.0,3,77608,57736
76,0.0,4,58232,56920
76,0.0,5,54576,52152
77,0.0,1,52336,50984
77,0.0,2,65464,58240
77,0.0,3,75760,57000
77,0.0,4,84968,68688
77,0.0,5,50984,55616
78,0.0,1,59960,58208
78,0.0,2,98352,62304
78,0.0,3,68120,59584
78,0.0,4,70112,58160
78,0.0,5,66656,63712
79,0.0,1,81176,58288
79,0.0,2,60320,59792
79,0.0,3,64312,63128
79,0.0,4,51656,48832
79,0.0,5,64296,56360
80,0.0,1,56024,62520
80,0.0,2,82528,57320
80,0.0,3,62800,55752
80,0.0,4,91864,68024
80,0.0,5,74272,55832
81,0.0,1,77944,64112
81,0.0,2,95904,62856
81,0.0,3,65568,58848
81,0.0,4,99720,64168
81,0.0,5,63320,60624
82,0.0,1,66560,63880
82,0.0,2,63456,59856
82,0.0,3,51616,58888
82,0.0,4,59736,63200
82,0.0,5,55408,59160
83,0.0,1,56024,59328
83,0.0,2,88184,64048
83,0.0,3,96368,70856
83,0.0,4,70064,62808
83,0.0,5,44024,57248
84,0.0,1,84432,60104
84,0.0,2,58240,55272
84,0.0,3,72104,65928
84,0.0,4,59880,63024
84,0.0,5,82760,65728
85,0.0,1,80776,67928
85,0.0,2,74944,60688
85,0.0,3,78056,69816
85,0.0,4,104360,67728
85,0.0,5,56664,56960
86,0.0,1,75968,66472
86,0.0,2,77232,62128
86,0.0,3,65088,56728
86,0.0,4,99296,67584
86,0.0,5,66064,67464
87,0.0,1,64960,64520
87,0.0,2,75592,64816
87,0.0,3,61120,62568
87,0.0,4,66080,76848
87,0.0,5,63968,61432
88,0.0,1,88568,72296
88,0.0,2,59976,60504
88,0.0,3,111544,77312
88,0.0,4,61176,60520
88,0.0,5,53008,61616
89,0.0,1,51296,55624
89,0.0,2,75952,66936
89,0.0,3,67544,65440
89,0.0,4,88672,69840
89,0.0,5,71936,62768
90,0.0,1,88096,70440
90,0.0,2,70744,67592
90,0.0,3,58216,67168
90,0.0,4,76056,64472
90,0.0,5,62544,64792
91,0.0,1,83096,74512
91,0.0,2,79352,71784
91,0.0,3,89288,69760
91,0.0,4,65616,65592
91,0.0,5,96152,76960
92,0.0,1,66872,62456
92,0.0,2,72840,61408
92,0.0,3,57272,68528
92,0.0,4,89640,64256
92,0.0,5,73096,67864
93,0.0,1,76832,68624
93,0.0,2,128656,73504
93,0.0,3,70704,69632
93,0.0,4,78504,65896
93,0.0,5,71480,68264
94,0.0,1,74960,69968
94,0.0,2,65136,68992
94,0.0,3,72752,75512
94,0.0,4,114296,74720
94,0.0,5,61600,64576
95,0.0,1,71480,68848
95,0.0,2,72672,64048
95,0.0,3,71440,69640
95,0.0,4,90864,80168
95,0.0,5,76552,70176
96,0.0,1,71240,78736
96,0.0,2,95592,84456
96,0.0,3,72920,70904
96,0.0,4,88816,67552
96,0.0,5,101600,67944
97,0.0,1,80376,78080
97,0.0,2,88384,66336
97,0.0,3,72488,69688
97,0.0,4,170720,85920
97,0.0,5,60728,60368
98,0.0,1,63864,70320
98,0.0,2,65568,75976
98,0.0,3,71448,69536
98,0.0,4,95640,68504
98,0.0,5,58800,69368
99,0.0,1,91808,84128
99,0.0,2,74032,67384
99,0.0,3,52664,63936
99,0.0,4,102304,84624
99,0.0,5,89224,80840
100,0.0,1,75432,69368
100,0.0,2,53624,67240
100,0.0,3,83432,77184
100,0.0,4,82440,82200
100,0.0,5,83656,76440
1,0.1,1,2008,88
1,0.1,2,2008,88
1,0.1,3,2008,88
1,0.1,4,2008,88
1,0.1,5,2008,88
2,0.1,1,2392,848
2,0.1,2,2104,680
2,0.1,3,2104,464
2,0.1,4,2104,2152
2,0.1,5,5736,2480
3,0.1,1,3224,1600
3,0.1,2,2200,808
3,0.1,3,2696,2184
3,0.1,4,2848,1424
3,0.1,5,2488,2616
4,0.1,1,4376,4528
4,0.1,2,3320,3264
4,0.1,3,2296,4512
4,0.1,4,3320,4136
4,0.1,5,3048,3136
5,0.1,1,3040,2800
5,0.1,2,2680,3568
5,0.1,3,5560,4640
5,0.1,4,4936,5328
5,0.1,5,3040,2712
6,0.1,1,4552,5808
6,0.1,2,5696,8328
6,0.1,3,4632,4824
6,0.1,4,3000,3664
6,0.1,5,2776,5176
7,0.1,1,3752,4672
7,0.1,2,14736,7712
7,0.1,3,5608,6640
7,0.1,4,5648,6400
7,0.1,5,6048,5912
8,0.1,1,2688,5360
8,0.1,2,3664,4424
8,0.1,3,10648,5976
8,0.1,4,17208,6520
8,0.1,5,10792,7760
9,0.1,1,11680,6704
9,0.1,2,5936,4536
9,0.1,3,23048,7584
9,0.1,4,13936,7400
9,0.1,5,12280,11240
10,0.1,1,6528,5864
10,0.1,2,7592,9424
10,0.1,3,29584,7616
10,0.1,4,5944,10240
10,0.1,5,23256,10376
11,0.1,1,9840,11752
11,0.1,2,17680,11048
11,0.1,3,12200,9360
11,0.1,4,7216,8400
11,0.1,5,3240,7880
12,0.1,1,9272,7288
12,0.1,2,29432,10024
12,0.1,3,6968,8136
12,0.1,4,19504,13000
12,0.1,5,9976,8992
13,0.1,1,5704,9776
13,0.1,2,11976,9752
13,0.1,3,13840,10776
13,0.1,4,6944,6704
13,0.1,5,18632,10312
14,0.1,1,24528,13456
14,0.1,2,7976,7664
14,0.1,3,5840,9048
14,0.1,4,6904,9232
14,0.1,5,19552,10736
15,0.1,1,7096,11224
15,0.1,2,15976,9360
15,0.1,3,8424,9944
15,0.1,4,6000,7912
15,0.1,5,9816,11352
16,0.1,1,11560,9608
16,0.1,2,7608,9096
16,0.1,3,19616,13680
16,0.1,4,8536,11616
16,0.1,5,11160,11536
17,0.1,1,5208,11168
17,0.1,2,21872,13448
17,0.1,3,15128,14968
17,0.1,4,8688,11520
17,0.1,5,16424,15072
18,0.1,1,13816,16016
18,0.1,2,16544,15264
18,0.1,3,7168,12232
18,0.1,4,7696,15264
18,0.1,5,22984,17304
19,0.1,1,21648,20448
19,0.1,2,15464,19016
19,0.1,3,30576,17032
19,0.1,4,22240,16464
19,0.1,5,11376,14480
20,0.1,1,20544,14440
20,0.1,2,15928,18376
20,0.1,3,12000,14736
20,0.1,4,18112,16848
20,0.1,5,40624,16672
21,0.1,1,15520,14840
21,0.1,2,18680,13712
21,0.1,3,15536,16264
21,0.1,4,23184,17464
21,0.1,5,17128,16360
22,0.1,1,12232,12592
22,0.1,2,20768,19752
22,0.1,3,20440,16424
22,0.1,4,16392,19672
22,0.1,5,18376,17240
23,0.1,1,11248,13400
23,0.1,2,15776,16208
23,0.1,3,21312,16888
23,0.1,4,21232,14000
23,0.1,5,22904,22624
24,0.1,1,15096,20112
24,0.1,2,13816,16800
24,0.1,3,25576,21176
24,0.1,4,12400,13152
24,0.1,5,7856,15968
25,0.1,1,14232,17448
25,0.1,2,27984,20680
25,0.1,3,30112,21896
25,0.1,4,22176,19032
25,0.1,5,18168,22640
26,0.1,1,33312,23536
26,0.1,2,15112,17776
26,0.1,3,22744,17256
26,0.1,4,13912,17496
26,0.1,5,10416,17784
27,0.1,1,17696,21720
27,0.1,2,17816,17216
27,0.1,3,28800,21696
27,0.1,4,45096,24376
27,0.1,5,33552,24488
28,0.1,1,22184,18680
28,0.1,2,18984,17304
28,0.1,3,20728,20192
28,0.1,4,36224,22408
28,0.1,5,12168,17976
29,0.1,1,25632,20952
29,0.1,2,13704,19512
29,0.1,3,38848,21144
29,0.1,4,24784,19376
29,0.1,5,18432,22088
30,0.1,1,14528,20136
30,0.1,2,15448,22064
30,0.1,3,12416,17528
30,0.1,4,22584,21272
30,0.1,5,21560,23024
31,0.1,1,23248,21200
31,0.1,2,13016,19496
31,0.1,3,26144,21824
31,0.1,4,17696,21704
31,0.1,5,11048,18376
32,0.1,1,42264,28952
32,0.1,2,18896,24824
32,0.1,3,39048,27800
32,0.1,4,22272,22864
32,0.1,5,28696,25936
33,0.1,1,28504,23464
33,0.1,2,14672,19112
33,0.1,3,31264,25112
33,0.1,4,29000,24320
33,0.1,5,29216,20976
34,0.1,1,67072,29968
34,0.1,2,37216,31704
34,0.1,3,38040,28200
34,0.1,4,21968,21408
34,0.1,5,29328,25392
35,0.1,1,47264,31824
35,0.1,2,21880,23000
35,0.1,3,52664,30776
35,0.1,4,38728,31592
35,0.1,5,27552,25056
36,0.1,1,44824,31560
36,0.1,2,30640,32912
36,0.1,3,35200,26064
36,0.1,4,38944,30064
36,0.1,5,18304,25696
37,0.1,1,34224,31480
37,0.1,2,26544,24160
37,0.1,3,24368,26456
37,0.1,4,32840,33864
37,0.1,5,26888,21456
38,0.1,1,28448,25496
38,0.1,2,22096,27832
38,0.1,3,24536,30416
38,0.1,4,53488,29912
38,0.1,5,48096,33064
39,0.1,1,14952,30392
39,0.1,2,43592,30696
39,0.1,3,26224,26664
39,0.1,4,28472,27992
39,0.1,5,15328,28016
40,0.1,1,40440,31672
40,0.1,2,32752,34472
40,0.1,3,29608,32272
40,0.1,4,23912,28160
40,0.1,5,36928,36968
41,0.1,1,37008,28992
41,0.1,2,37120,30328
41,0.1,3,24352,28480
41,0.1,4,41488,40584
41,0.1,5,31144,29208
42,0.1,1,22280,24424
42,0.1,2,34688,32312
42,0.1,3,37536,32832
42,0.1,4,42944,29712
42,0.1,5,27512,29312
43,0.1,1,55552,34256
43,0.1,2,33312,31240
43,0.1,3,17016,31496
43,0.1,4,22368,27144
43,0.1,5,31768,30912
44,0.1,1,35288,33528
44,0.1,2,34840,34784
44,0.1,3,48816,39616
44,0.1,4,34520,28504
44,0.1,5,46896,38640
45,0.1,1,29336,26408
45,0.1,2,70376,40168
45,0.1,3,28016,33328
45,0.1,4,26008,33936
45,0.1,5,30848,29840
46,0.1,1,31672,33136
46,0.1,2,36256,33440
46,0.1,3,24496,30344
46,0.1,4,56336,38032
46,0.1,5,41888,36976
47,0.1,1,49000,43264
47,0.1,2,40288,41752
47,0.1,3,40680,36864
47,0.1,4,42000,37784
47,0.1,5,61800,34760
48,0.1,1,29248,34640
48,0.1,2,54272,32768
48,0.1,3,69872,38648
48,0.1,4,19080,32240
48,0.1,5,36608,33592
49,0.1,1,20896,31672
49,0.1,2,31688,36864
49,0.1,3,34608,33480
49,0.1,4,38920,35656
49,0.1,5,56864,40512
50,0.1,1,34200,37752
50,0.1,2,30448,37992
50,0.1,3,56760,45040
50,0.1,4,31960,35632
50,0.1,5,63040,37504
51,0.1,1,80888,37696
51,0.1,2,30504,32944
51,0.1,3,58160,38048
51,0.1,4,33520,38464
51,0.1,5,32824,44944
52,0.1,1,26536,32976
52,0.1,2,39616,38624
52,0.1,3,58656,41008
52,0.1,4,41632,39312
52,0.1,5,52800,42640
53,0.1,1,47936,46520
53,0.1,2,34856,39512
53,0.1,3,27792,39520
53,0.1,4,44048,39528
53,0.1,5,42416,39856
54,0.1,1,84056,49232
54,0.1,2,39080,34888
54,0.1,3,36160,41800
54,0.1,4,32904,47976
54,0.1,5,56424,44296
55,0.1,1,28336,35120
55,0.1,2,46784,49224
55,0.1,3,72120,47064
55,0.1,4,44248,39752
55,0.1,5,42016,40408
56,0.1,1,32904,36880
56,0.1,2,61944,45440
56,0.1,3,73704,49216
56,0.1,4,33304,38688
56,0.1,5,29696,39512
57,0.1,1,31624,39504
57,0.1,2,37480,44032
57,0.1,3,45528,40040
57,0.1,4,59712,46688
57,0.1,5,31728,45576
58,0.1,1,29528,38664
58,0.1,2,29176,36416
58,0.1,3,57888,50776
58,0.1,4,48744,45944
58,0.1,5,53992,37432
59,0.1,1,55944,49432
59,0.1,2,34288,39584
59,0.1,3,54240,45888
59,0.1,4,40752,40720
59,0.1,5,35408,37624
60,0.1,1,21456,38736
60,0.1,2,46864,42408
60,0.1,3,58816,50664
60,0.1,4,39416,42048
60,0.1,5,60968,50760
61,0.1,1,50712,41488
61,0.1,2,35904,41808
61,0.1,3,50888,41512
61,0.1,4,35312,40944
61,0.1,5,46944,44912
62,0.1,1,51504,50024
62,0.1,2,67120,52608
62,0.1,3,72648,51352
62,0.1,4,51968,48280
62,0.1,5,42288,47072
63,0.1,1,58376,44016
63,0.1,2,54856,44768
63,0.1,3,44120,54664
63,0.1,4,39392,50352
63,0.1,5,45688,46432
64,0.1,1,87792,54568
64,0.1,2,68816,47280
64,0.1,3,40632,43304
64,0.1,4,54448,45632
64,0.1,5,47376,46352
65,0.1,1,59392,50224
65,0.1,2,35224,43760
65,0.1,3,55272,56808
65,0.1,4,59632,46288
65,0.1,5,59856,45704
66,0.1,1,83976,51520
66,0.1,2,42560,53864
66,0.1,3,54448,49256
66,0.1,4,39576,49688
66,0.1,5,51600,47880
67,0.1,1,64600,54656
67,0.1,2,44232,50864
67,0.1,3,56952,46392
67,0.1,4,63536,52032
67,0.1,5,42440,50944
68,0.1,1,37304,47904
68,0.1,2,79096,59560
68,0.1,3,69720,57248
68,0.1,4,40872,49032
68,0.1,5,50440,52760
69,0.1,1,55256,47824
69,0.1,2,62568,56712
69,0.1,3,81200,57288
69,0.1,4,58424,51696
69,0.1,5,51896,52400
70,0.1,1,36032,47072
70,0.1,2,45536,48872
70,0.1,3,65432,48432
70,0.1,4,47744,46488
70,0.1,5,36328,51984
71,0.1,1,55848,53472
71,0.1,2,100704,50432
71,0.1,3,64864,53016
71,0.1,4,68312,50440
71,0.1,5,65584,49888
72,0.1,1,29104,52528
72,0.1,2,68760,51784
72,0.1,3,52336,49224
72,0.1,4,51840,46544
72,0.1,5,52904,48584
73,0.1,1,39528,55232
73,0.1,2,53464,50080
73,0.1,3,58096,58072
73,0.1,4,52176,54976
73,0.1,5,50192,61216
74,0.1,1,73024,62024
74,0.1,2,71352,62056
74,0.1,3,63248,58808
74,0.1,4,71072,69496
74,0.1,5,58248,55584
75,0.1,1,56128,58872
75,0.1,2,74104,57512
75,0.1,3,90840,57816
75,0.1,4,79008,58456
75,0.1,5,85864,55568
76,0.1,1,104096,55952
76,0.1,2,67736,66064
76,0.1,3,47200,57880
76,0.1,4,44224,59488
76,0.1,5,67864,59656
77,0.1,1,84024,71448
77,0.1,2,53656,59032
77,0.1,3,114208,70072
77,0.1,4,79536,61928
77,0.1,5,88928,58824
78,0.1,1,74576,69528
78,0.1,2,79336,52784
78,0.1,3,34208,43008
78,0.1,4,43432,49928
78,0.1,5,67736,52640
79,0.1,1,87432,62224
79,0.1,2,58416,60272
79,0.1,3,59376,57888
79,0.1,4,55560,57152
79,0.1,5,46632,52728
80,0.1,1,73304,62856
80,0.1,2,79904,65592
80,0.1,3,47256,57216
80,0.1,4,35576,47120
80,0.1,5,57888,56232
81,0.1,1,65720,64720
81,0.1,2,74400,59112
81,0.1,3,72776,58904
81,0.1,4,60776,64952
81,0.1,5,42976,61872
82,0.1,1,63112,62896
82,0.1,2,64816,62056
82,0.1,3,54480,55832
82,0.1,4,56704,61016
82,0.1,5,69216,57568
83,0.1,1,71544,67048
83,0.1,2,50136,56200
83,0.1,3,72688,61328
83,0.1,4,73312,70136
83,0.1,5,49480,65592
84,0.1,1,69208,62448
84,0.1,2,58976,60184
84,0.1,3,68320,60848
84,0.1,4,54936,59392
84,0.1,5,65296,57808
85,0.1,1,56864,61232
85,0.1,2,79424,60984
85,0.1,3,55640,53024
85,0.1,4,59272,68056
85,0.1,5,62376,69048
86,0.1,1,104080,75936
86,0.1,2,102656,78968
86,0.1,3,65224,60680
86,0.1,4,65848,57024
86,0.1,5,54576,67016
87,0.1,1,86104,71352
87,0.1,2,98480,66072
87,0.1,3,78304,59136
87,0.1,4,72400,68848
87,0.1,5,59104,64320
88,0.1,1,62888,60896
88,0.1,2,55504,61576
88,0.1,3,63448,64272
88,0.1,4,103064,77192
88,0.1,5,54392,55128
89,0.1,1,85752,67952
89,0.1,2,55760,62176
89,0.1,3,70336,66072
89,0.1,4,81944,70400
89,0.1,5,71504,62216
90,0.1,1,68576,70448
90,0.1,2,103592,71704
90,0.1,3,54560,65080
90,0.1,4,66736,67832
90,0.1,5,72968,60000
91,0.1,1,68408,68152
91,0.1,2,103864,72608
91,0.1,3,70992,78072
91,0.1,4,81152,74728
91,0.1,5,59432,67352
92,0.1,1,115272,84720
92,0.1,2,48520,61872
92,0.1,3,85768,61664
92,0.1,4,86096,68608
92,0.1,5,59864,61952
93,0.1,1,105264,72472
93,0.1,2,81480,69496
93,0.1,3,137384,76040
93,0.1,4,62504,71760
93,0.1,5,74592,67240
94,0.1,1,71632,64456
94,0.1,2,70576,64968
94,0.1,3,44208,54056
94,0.1,4,92568,76208
94,0.1,5,97984,75680
95,0.1,1,79104,67736
95,0.1,2,79072,65560
95,0.1,3,90304,67088
95,0.1,4,91800,67536
95,0.1,5,70288,64096
96,0.1,1,78112,69688
96,0.1,2,60504,72232
96,0.1,3,80104,64856
96,0.1,4,78496,75248
96,0.1,5,59496,63848
97,0.1,1,93840,74920
97,0.1,2,78944,72224
97,0.1,3,108944,74152
97,0.1,4,64768,67728
97,0.1,5,108024,72376
98,0.1,1,86968,71552
98,0.1,2,83584,82456
98,0.1,3,75296,65416
98,0.1,4,86216,70928
98,0.1,5,64896,66528
99,0.1,1,98680,79064
99,0.1,2,103248,78840
99,0.1,3,78992,69520
99,0.1,4,71696,68608
99,0.1,5,101584,72832
100,0.1,1,71296,83736
100,0.1,2,107192,78640
