N,P,X,Filesize,Cachesize
99,0.1,3,32768,34552
99,0.1,4,28672,23656
99,0.1,5,32768,112424
100,0.1,1,32768,48000
100,0.1,2,36864,68032
100,0.1,3,28672,26112
100,0.1,4,32768,86352
100,0.1,5,28672,26408
1,0.2,1,12288,16
1,0.2,2,12288,16
1,0.2,3,12288,16
1,0.2,4,12288,16
1,0.2,5,12288,16
2,0.2,1,12288,3640
2,0.2,2,12288,3880
2,0.2,3,12288,4720
2,0.2,4,12288,3864
2,0.2,5,12288,4328
3,0.2,1,12288,3856
3,0.2,2,12288,4912
3,0.2,3,12288,4520
3,0.2,4,12288,4984
3,0.2,5,12288,4280
4,0.2,1,12288,4464
4,0.2,2,12288,6224
4,0.2,3,12288,6704
4,0.2,4,12288,8208
4,0.2,5,12288,5512
5,0.2,1,12288,8272
5,0.2,2,12288,10432
5,0.2,3,12288,7152
5,0.2,4,12288,7160
5,0.2,5,12288,7536
6,0.2,1,12288,7928
6,0.2,2,12288,8240
6,0.2,3,12288,9160
6,0.2,4,12288,10392
6,0.2,5,12288,8768
7,0.2,1,12288,13992
7,0.2,2,12288,9144
7,0.2,3,12288,8792
7,0.2,4,12288,8304
7,0.2,5,12288,9168
8,0.2,1,12288,11304
8,0.2,2,12288,8088
8,0.2,3,12288,8152
8,0.2,4,12288,7680
8,0.2,5,12288,12136
9,0.2,1,12288,10104
9,0.2,2,12288,13656
9,0.2,3,12288,12688
9,0.2,4,12288,9400
9,0.2,5,12288,9976
10,0.2,1,12288,13728
10,0.2,2,12288,13832
10,0.2,3,12288,10856
10,0.2,4,12288,13664
10,0.2,5,12288,11760
11,0.2,1,12288,8280
11,0.2,2,12288,11496
11,0.2,3,12288,9632
11,0.2,4,12288,11152
11,0.2,5,12288,10872
12,0.2,1,12288,12240
12,0.2,2,12288,14496
12,0.2,3,12288,12024
12,0.2,4,12288,13872
12,0.2,5,12288,7728
13,0.2,1,12288,9176
13,0.2,2,12288,17344
13,0.2,3,12288,15760
13,0.2,4,12288,9512
13,0.2,5,12288,8600
14,0.2,1,12288,13592
14,0.2,2,12288,12120
14,0.2,3,12288,17288
14,0.2,4,12288,11888
14,0.2,5,12288,14616
15,0.2,1,12288,11872
15,0.2,2,12288,17520
15,0.2,3,12288,12952
15,0.2,4,12288,12256
15,0.2,5,12288,23104
16,0.2,1,12288,13880
16,0.2,2,12288,13104
16,0.2,3,12288,27912
16,0.2,4,12288,13320
16,0.2,5,12288,11272
17,0.2,1,12288,17376
17,0.2,2,12288,12016
17,0.2,3,12288,23816
17,0.2,4,12288,12816
17,0.2,5,12288,11816
18,0.2,1,12288,42216
18,0.2,2,12288,11616
18,0.2,3,20480,33712
18,0.2,4,20480,20928
18,0.2,5,12288,18280
19,0.2,1,12288,12824
19,0.2,2,12288,14752
19,0.2,3,12288,19992
19,0.2,4,12288,11072
19,0.2,5,12288,10352
20,0.2,1,12288,14344
20,0.2,2,12288,16800
20,0.2,3,12288,12760
20,0.2,4,12288,32592
20,0.2,5,12288,12464
21,0.2,1,12288,24632
21,0.2,2,12288,28448
21,0.2,3,12288,13824
21,0.2,4,12288,12880
21,0.2,5,12288,16984
22,0.2,1,12288,10176
22,0.2,2,20480,20992
22,0.2,3,12288,13088
22,0.2,4,12288,19224
22,0.2,5,12288,23544
23,0.2,1,12288,14408
23,0.2,2,12288,15960
23,0.2,3,12288,10112
23,0.2,4,12288,19712
23,0.2,5,20480,17632
24,0.2,1,20480,58040
24,0.2,2,12288,14504
24,0.2,3,20480,31792
24,0.2,4,20480,22816
24,0.2,5,12288,14128
25,0.2,1,12288,14624
25,0.2,2,12288,14192
25,0.2,3,12288,13256
25,0.2,4,12288,17408
25,0.2,5,12288,15704
26,0.2,1,20480,44368
26,0.2,2,20480,19216
26,0.2,3,12288,16104
26,0.2,4,20480,16160
26,0.2,5,20480,19368
27,0.2,1,20480,18256
27,0.2,2,12288,18088
27,0.2,3,20480,20104
27,0.2,4,12288,28648
27,0.2,5,12288,17952
28,0.2,1,20480,15960
28,0.2,2,12288,17192
28,0.2,3,20480,18832
28,0.2,4,20480,16920
28,0.2,5,20480,16984
29,0.2,1,20480,18504
29,0.2,2,12288,15576
29,0.2,3,20480,30688
29,0.2,4,20480,19240
29,0.2,5,20480,26472
30,0.2,1,20480,33600
30,0.2,2,20480,14816
30,0.2,3,12288,15280
30,0.2,4,20480,27696
30,0.2,5,20480,26336
31,0.2,1,20480,18392
31,0.2,2,12288,28776
31,0.2,3,12288,11416
31,0.2,4,20480,37904
31,0.2,5,20480,13120
32,0.2,1,20480,63320
32,0.2,2,20480,23688
32,0.2,3,20480,14680
32,0.2,4,20480,27664
32,0.2,5,12288,25656
33,0.2,1,20480,14752
33,0.2,2,20480,19048
33,0.2,3,20480,30192
33,0.2,4,12288,25344
33,0.2,5,20480,19176
34,0.2,1,20480,24424
34,0.2,2,20480,17664
34,0.2,3,20480,17184
34,0.2,4,20480,19168
34,0.2,5,20480,16432
35,0.2,1,20480,73312
35,0.2,2,20480,34712
35,0.2,3,20480,24832
35,0.2,4,20480,15376
35,0.2,5,20480,23672
36,0.2,1,20480,26584
36,0.2,2,20480,23720
36,0.2,3,20480,37888
36,0.2,4,20480,22144
36,0.2,5,20480,24904
37,0.2,1,20480,27976
37,0.2,2,20480,16072
37,0.2,3,20480,42144
37,0.2,4,20480,37376
37,0.2,5,20480,46464
38,0.2,1,12288,18376
38,0.2,2,20480,25448
38,0.2,3,20480,28512
38,0.2,4,20480,45640
38,0.2,5,20480,54832
39,0.2,1,20480,14320
39,0.2,2,20480,22768
39,0.2,3,20480,105384
39,0.2,4,20480,25784
39,0.2,5,20480,49208
40,0.2,1,20480,18008
40,0.2,2,20480,19864
40,0.2,3,20480,27504
40,0.2,4,20480,18368
40,0.2,5,20480,15504
41,0.2,1,20480,39976
41,0.2,2,20480,32816
41,0.2,3,20480,20200
41,0.2,4,20480,19848
41,0.2,5,20480,28208
42,0.2,1,20480,40144
42,0.2,2,20480,23816
42,0.2,3,20480,35000
42,0.2,4,20480,54312
42,0.2,5,20480,33200
43,0.2,1,20480,26896
43,0.2,2,20480,21320
43,0.2,3,24576,51608
43,0.2,4,24576,19152
43,0.2,5,20480,32584
44,0.2,1,20480,34400
44,0.2,2,20480,21352
44,0.2,3,20480,20216
44,0.2,4,20480,18144
44,0.2,5,20480,23048
45,0.2,1,20480,63160
45,0.2,2,20480,30864
45,0.2,3,20480,21520
45,0.2,4,24576,28656
45,0.2,5,20480,21712
46,0.2,1,20480,38504
46,0.2,2,24576,22352
46,0.2,3,20480,16888
46,0.2,4,20480,54712
46,0.2,5,20480,51272
47,0.2,1,20480,22000
47,0.2,2,24576,37024
47,0.2,3,24576,33872
47,0.2,4,24576,20128
47,0.2,5,20480,20432
48,0.2,1,20480,40224
48,0.2,2,24576,18488
48,0.2,3,20480,21640
48,0.2,4,20480,31184
48,0.2,5,20480,94032
49,0.2,1,24576,35208
49,0.2,2,24576,32144
49,0.2,3,24576,48096
49,0.2,4,20480,30144
49,0.2,5,20480,15688
50,0.2,1,20480,30064
50,0.2,2,20480,42664
50,0.2,3,20480,31088
50,0.2,4,24576,31616
50,0.2,5,24576,24960
51,0.2,1,20480,19536
51,0.2,2,24576,28528
51,0.2,3,24576,19024
51,0.2,4,24576,48360
51,0.2,5,20480,35608
52,0.2,1,24576,40816
52,0.2,2,24576,35936
52,0.2,3,24576,37160
52,0.2,4,20480,40304
52,0.2,5,24576,33232
53,0.2,1,24576,22344
53,0.2,2,20480,19600
53,0.2,3,24576,44328
53,0.2,4,24576,33488
53,0.2,5,24576,25352
54,0.2,1,20480,21368
54,0.2,2,28672,78376
54,0.2,3,20480,20776
54,0.2,4,24576,28104
54,0.2,5,20480,19048
55,0.2,1,24576,28408
55,0.2,2,20480,37952
55,0.2,3,28672,42656
55,0.2,4,24576,25240
55,0.2,5,20480,17056
56,0.2,1,24576,59568
56,0.2,2,24576,42840
56,0.2,3,24576,38600
56,0.2,4,24576,23728
56,0.2,5,20480,19656
57,0.2,1,28672,34464
57,0.2,2,20480,20904
57,0.2,3,24576,24448
57,0.2,4,24576,23920
57,0.2,5,24576,22240
58,0.2,1,20480,25128
58,0.2,2,20480,21928
58,0.2,3,24576,73664
58,0.2,4,20480,17528
58,0.2,5,28672,25376
59,0.2,1,24576,22608
59,0.2,2,24576,66200
59,0.2,3,20480,23784
59,0.2,4,24576,63832
59,0.2,5,24576,32120
60,0.2,1,24576,32256
60,0.2,2,24576,32920
60,0.2,3,24576,50144
60,0.2,4,24576,57096
60,0.2,5,24576,30384
61,0.2,1,24576,34560
61,0.2,2,24576,22144
61,0.2,3,24576,28288
61,0.2,4,24576,17240
61,0.2,5,24576,33256
62,0.2,1,28672,86016
62,0.2,2,24576,54568
62,0.2,3,28672,66560
62,0.2,4,28672,38408
62,0.2,5,24576,38168
63,0.2,1,24576,24488
63,0.2,2,20480,24144
63,0.2,3,24576,53984
63,0.2,4,24576,34896
63,0.2,5,24576,21520
64,0.2,1,28672,28768
64,0.2,2,24576,57512
64,0.2,3,24576,33416
64,0.2,4,24576,30160
64,0.2,5,24576,25280
65,0.2,1,24576,53000
65,0.2,2,24576,21008
65,0.2,3,28672,22496
65,0.2,4,28672,42240
65,0.2,5,24576,28416
66,0.2,1,24576,33728
66,0.2,2,24576,64304
66,0.2,3,28672,48272
66,0.2,4,24576,37920
66,0.2,5,24576,30272
67,0.2,1,24576,102184
67,0.2,2,28672,24424
67,0.2,3,24576,47424
67,0.2,4,24576,79112
67,0.2,5,28672,88064
68,0.2,1,28672,22768
68,0.2,2,24576,30432
68,0.2,3,24576,34152
68,0.2,4,28672,92064
68,0.2,5,24576,14248
69,0.2,1,24576,57672
69,0.2,2,28672,29456
69,0.2,3,28672,98840
69,0.2,4,28672,44960
69,0.2,5,28672,43064
70,0.2,1,24576,23016
70,0.2,2,24576,25424
70,0.2,3,24576,40312
70,0.2,4,28672,89816
70,0.2,5,28672,27608
71,0.2,1,24576,35768
71,0.2,2,24576,26352
71,0.2,3,24576,35064
71,0.2,4,28672,38904
71,0.2,5,28672,77544
72,0.2,1,28672,57248
72,0.2,2,28672,59312
72,0.2,3,24576,41568
72,0.2,4,28672,33168
72,0.2,5,24576,82472
73,0.2,1,32768,35176
73,0.2,2,24576,33696
73,0.2,3,28672,26744
73,0.2,4,28672,67712
73,0.2,5,24576,54656
74,0.2,1,24576,18984
74,0.2,2,24576,36376
74,0.2,3,28672,93240
74,0.2,4,28672,32608
74,0.2,5,24576,54864
75,0.2,1,24576,37856
75,0.2,2,28672,62648
75,0.2,3,28672,57720
75,0.2,4,24576,65896
75,0.2,5,24576,70632
76,0.2,1,32768,35816
76,0.2,2,28672,66448
76,0.2,3,24576,65384
76,0.2,4,32768,31832
76,0.2,5,28672,54304
77,0.2,1,28672,63328
77,0.2,2,28672,53824
77,0.2,3,28672,59376
77,0.2,4,28672,37528
77,0.2,5,28672,23568
78,0.2,1,28672,95576
78,0.2,2,28672,40888
78,0.2,3,28672,25184
78,0.2,4,28672,30640
78,0.2,5,24576,66224
79,0.2,1,28672,21400
79,0.2,2,28672,87480
79,0.2,3,24576,43312
79,0.2,4,28672,35056
79,0.2,5,32768,75672
80,0.2,1,28672,75680
80,0.2,2,28672,28680
80,0.2,3,28672,23024
80,0.2,4,28672,32944
80,0.2,5,24576,37464
81,0.2,1,32768,68096
81,0.2,2,32768,32216
81,0.2,3,24576,36232
81,0.2,4,24576,19408
81,0.2,5,32768,52328
82,0.2,1,32768,48232
82,0.2,2,28672,26464
82,0.2,3,28672,91768
82,0.2,4,32768,68296
82,0.2,5,28672,52688
83,0.2,1,28672,72296
83,0.2,2,32768,92512
83,0.2,3,28672,62448
83,0.2,4,28672,21040
83,0.2,5,28672,65152
84,0.2,1,24576,47568
84,0.2,2,28672,23120
84,0.2,3,28672,59184
84,0.2,4,36864,122904
84,0.2,5,28672,61080
85,0.2,1,28672,20672
85,0.2,2,28672,40256
85,0.2,3,28672,53904
85,0.2,4,28672,59128
85,0.2,5,28672,37096
86,0.2,1,32768,48888
86,0.2,2,28672,38416
86,0.2,3,28672,44808
86,0.2,4,32768,58488
86,0.2,5,28672,49296
87,0.2,1,32768,35024
87,0.2,2,28672,28200
87,0.2,3,28672,43192
87,0.2,4,28672,67368
87,0.2,5,32768,34992
88,0.2,1,32768,84472
88,0.2,2,32768,41928
88,0.2,3,28672,62168
88,0.2,4,28672,32888
88,0.2,5,32768,28816
89,0.2,1,28672,30624
89,0.2,2,32768,32304
89,0.2,3,32768,71000
89,0.2,4,32768,86568
89,0.2,5,28672,73328
90,0.2,1,32768,53648
90,0.2,2,28672,61888
90,0.2,3,28672,25512
90,0.2,4,28672,72344
90,0.2,5,32768,49888
91,0.2,1,32768,29424
91,0.2,2,28672,103200
91,0.2,3,28672,33704
91,0.2,4,32768,41528
91,0.2,5,32768,25528
92,0.2,1,28672,81608
92,0.2,2,28672,31448
92,0.2,3,32768,59384
92,0.2,4,32768,47432
92,0.2,5,28672,60304
93,0.2,1,28672,53584
93,0.2,2,36864,159008
93,0.2,3,36864,40008
93,0.2,4,28672,66520
93,0.2,5,32768,93752
94,0.2,1,36864,64800
94,0.2,2,28672,35904
94,0.2,3,32768,29288
94,0.2,4,32768,82264
94,0.2,5,28672,27504
95,0.2,1,32768,88248
95,0.2,2,28672,31864
95,0.2,3,32768,60664
95,0.2,4,32768,46832
95,0.2,5,32768,53152
96,0.2,1,32768,113880
96,0.2,2,32768,31784
96,0.2,3,32768,68184
96,0.2,4,28672,52208
96,0.2,5,28672,62600
97,0.2,1,32768,26456
97,0.2,2,28672,37520
97,0.2,3,32768,38104
97,0.2,4,40960,40072
97,0.2,5,28672,78072
98,0.2,1,32768,49536
98,0.2,2,32768,27976
98,0.2,3,28672,50288
98,0.2,4,40960,44632
98,0.2,5,32768,93040
99,0.2,1,36864,53384
99,0.2,2,28672,49080
99,0.2,3,36864,48320
99,0.2,4,32768,85784
99,0.2,5,32768,23248
100,0.2,1,36864,48280
100,0.2,2,32768,72856
100,0.2,3,32768,59200
100,0.2,4,32768,28536
100,0.2,5,28672,33952
1,0.3,1,12288,16
1,0.3,2,12288,16
1,0.3,3,12288,16
1,0.3,4,12288,16
1,0.3,5,12288,16
2,0.3,1,12288,4032
2,0.3,2,12288,3640
2,0.3,3,12288,6168
2,0.3,4,12288,3824
2,0.3,5,12288,5616
3,0.3,1,12288,5280
3,0.3,2,12288,6192
3,0.3,3,12288,5408
3,0.3,4,12288,4816
3,0.3,5,12288,5328
4,0.3,1,12288,8720
4,0.3,2,12288,6448
4,0.3,3,12288,5976
4,0.3,4,12288,5800
4,0.3,5,12288,5664
5,0.3,1,12288,8752
5,0.3,2,12288,9144
5,0.3,3,12288,6568
5,0.3,4,12288,6880
5,0.3,5,12288,6560
6,0.3,1,12288,6296
6,0.3,2,12288,9072
6,0.3,3,12288,6480
6,0.3,4,12288,7664
6,0.3,5,12288,8624
7,0.3,1,12288,9016
7,0.3,2,12288,10536
7,0.3,3,12288,8480
7,0.3,4,12288,9048
7,0.3,5,12288,5720
8,0.3,1,12288,11208
8,0.3,2,12288,10072
8,0.3,3,12288,12872
8,0.3,4,12288,8224
8,0.3,5,12288,8128
9,0.3,1,12288,14392
9,0.3,2,12288,10496
9,0.3,3,12288,11256
9,0.3,4,12288,8376
9,0.3,5,12288,12912
10,0.3,1,12288,8680
10,0.3,2,12288,11064
10,0.3,3,12288,12736
10,0.3,4,12288,11424
10,0.3,5,12288,10592
11,0.3,1,12288,11784
11,0.3,2,12288,11976
11,0.3,3,12288,14328
11,0.3,4,12288,15704
11,0.3,5,12288,11736
12,0.3,1,12288,10048
12,0.3,2,12288,15632
12,0.3,3,12288,9344
12,0.3,4,12288,10072
12,0.3,5,12288,7288
13,0.3,1,12288,13648
13,0.3,2,12288,11760
13,0.3,3,12288,12800
13,0.3,4,12288,14280
13,0.3,5,12288,15344
14,0.3,1,12288,10008
14,0.3,2,12288,9808
14,0.3,3,12288,13448
14,0.3,4,12288,11176
14,0.3,5,12288,11088
15,0.3,1,12288,11928
15,0.3,2,12288,13024
15,0.3,3,12288,10944
15,0.3,4,12288,21480
15,0.3,5,12288,14232
16,0.3,1,12288,12984
16,0.3,2,12288,19496
16,0.3,3,12288,11672
16,0.3,4,12288,9528
16,0.3,5,12288,23504
17,0.3,1,12288,17168
17,0.3,2,12288,9768
17,0.3,3,12288,17104
17,0.3,4,12288,9824
17,0.3,5,12288,9320
18,0.3,1,12288,24200
18,0.3,2,12288,11072
18,0.3,3,12288,9720
18,0.3,4,12288,17544
18,0.3,5,12288,11560
19,0.3,1,12288,13944
19,0.3,2,12288,14200
19,0.3,3,12288,20152
19,0.3,4,12288,28112
19,0.3,5,12288,13288
20,0.3,1,12288,12088
20,0.3,2,12288,23640
20,0.3,3,20480,37232
20,0.3,4,12288,9448
20,0.3,5,12288,12456
21,0.3,1,12288,16968
21,0.3,2,12288,14384
21,0.3,3,12288,11792
21,0.3,4,12288,28208
21,0.3,5,12288,12536
22,0.3,1,20480,28904
22,0.3,2,12288,13928
22,0.3,3,12288,15320
22,0.3,4,12288,18552
22,0.3,5,12288,17464
23,0.3,1,12288,15368
23,0.3,2,20480,26856
23,0.3,3,12288,20224
23,0.3,4,12288,49832
23,0.3,5,12288,17080
24,0.3,1,12288,28176
24,0.3,2,20480,22168
24,0.3,3,12288,13448
24,0.3,4,20480,26512
24,0.3,5,12288,14352
25,0.3,1,12288,26760
25,0.3,2,20480,52448
25,0.3,3,12288,25328
25,0.3,4,12288,26480
25,0.3,5,12288,17096
26,0.3,1,20480,29216
26,0.3,2,20480,26528
26,0.3,3,12288,23152
26,0.3,4,12288,17336
26,0.3,5,12288,16840
27,0.3,1,12288,28008
27,0.3,2,12288,17880
27,0.3,3,12288,28744
27,0.3,4,12288,14568
27,0.3,5,12288,27352
28,0.3,1,20480,26360
28,0.3,2,20480,37272
28,0.3,3,20480,26056
28,0.3,4,20480,32384
28,0.3,5,12288,21776
29,0.3,1,20480,33760
29,0.3,2,12288,20080
29,0.3,3,12288,13024
29,0.3,4,12288,15696
29,0.3,5,20480,25728
30,0.3,1,20480,20128
30,0.3,2,20480,28256
30,0.3,3,20480,17080
30,0.3,4,12288,17824
30,0.3,5,12288,14008
31,0.3,1,12288,12520
31,0.3,2,20480,20784
31,0.3,3,20480,46216
31,0.3,4,20480,23496
31,0.3,5,20480,25344
32,0.3,1,20480,29840
32,0.3,2,20480,37256
32,0.3,3,20480,13312
32,0.3,4,20480,17984
32,0.3,5,12288,18648
33,0.3,1,20480,33328
33,0.3,2,20480,32952
33,0.3,3,20480,28208
33,0.3,4,20480,31864
33,0.3,5,20480,26520
34,0.3,1,20480,23984
34,0.3,2,12288,17920
34,0.3,3,20480,24632
34,0.3,4,20480,33488
34,0.3,5,20480,15976
35,0.3,1,20480,42136
35,0.3,2,20480,51088
35,0.3,3,20480,16144
35,0.3,4,20480,12960
35,0.3,5,20480,36312
36,0.3,1,20480,23824
36,0.3,2,20480,30376
36,0.3,3,20480,63224
36,0.3,4,20480,20168
36,0.3,5,20480,17480
37,0.3,1,20480,29040
37,0.3,2,20480,23920
37,0.3,3,20480,16440
37,0.3,4,20480,26160
37,0.3,5,12288,18688
38,0.3,1,20480,32432
38,0.3,2,20480,43456
38,0.3,3,20480,22008
38,0.3,4,20480,44664
38,0.3,5,20480,49120
39,0.3,1,20480,41320
39,0.3,2,20480,34976
39,0.3,3,20480,21368
39,0.3,4,20480,23936
39,0.3,5,20480,17512
40,0.3,1,20480,27872
40,0.3,2,20480,36144
40,0.3,3,20480,41456
40,0.3,4,20480,14304
40,0.3,5,20480,43872
41,0.3,1,20480,20000
41,0.3,2,20480,17376
41,0.3,3,20480,27088
41,0.3,4,20480,21560
41,0.3,5,20480,29264
42,0.3,1,20480,37688
42,0.3,2,12288,22856
42,0.3,3,20480,19312
42,0.3,4,20480,22944
42,0.3,5,20480,24272
43,0.3,1,20480,19864
43,0.3,2,24576,32256
43,0.3,3,20480,33168
43,0.3,4,20480,14944
43,0.3,5,20480,68064
44,0.3,1,20480,36456
44,0.3,2,20480,33000
44,0.3,3,20480,27256
44,0.3,4,20480,30472
44,0.3,5,20480,40640
45,0.3,1,20480,31024
45,0.3,2,20480,21472
45,0.3,3,20480,51296
45,0.3,4,24576,20112
45,0.3,5,20480,53824
46,0.3,1,20480,23624
46,0.3,2,20480,26368
46,0.3,3,24576,58528
46,0.3,4,20480,52528
46,0.3,5,20480,35312
47,0.3,1,24576,63384
47,0.3,2,20480,44288
47,0.3,3,24576,36328
47,0.3,4,24576,21624
47,0.3,5,20480,31032
48,0.3,1,24576,56776
48,0.3,2,24576,38624
48,0.3,3,24576,34168
48,0.3,4,20480,28704
48,0.3,5,20480,18432
49,0.3,1,20480,26776
49,0.3,2,24576,44488
49,0.3,3,24576,71872
49,0.3,4,24576,17600
49,0.3,5,20480,36512
50,0.3,1,24576,22056
50,0.3,2,24576,83272
50,0.3,3,20480,40400
50,0.3,4,24576,66312
50,0.3,5,24576,37048
51,0.3,1,20480,25152
51,0.3,2,24576,23560
51,0.3,3,20480,40648
51,0.3,4,24576,34840
51,0.3,5,28672,23896
52,0.3,1,24576,54664
52,0.3,2,20480,20992
52,0.3,3,20480,21000
52,0.3,4,24576,44552
52,0.3,5,20480,29520
53,0.3,1,20480,39672
53,0.3,2,24576,27136
53,0.3,3,24576,39792
53,0.3,4,20480,38240
53,0.3,5,20480,29040
54,0.3,1,24576,42504
54,0.3,2,24576,37304
54,0.3,3,24576,29064
54,0.3,4,20480,66072
54,0.3,5,24576,35368
55,0.3,1,24576,67608
55,0.3,2,20480,18120
55,0.3,3,24576,52256
55,0.3,4,24576,73112
55,0.3,5,24576,55848
56,0.3,1,24576,30216
56,0.3,2,24576,42488
56,0.3,3,24576,13624
56,0.3,4,24576,27952
56,0.3,5,20480,32312
57,0.3,1,24576,73688
57,0.3,2,24576,81960
57,0.3,3,24576,42896
57,0.3,4,24576,35952
57,0.3,5,24576,59920
58,0.3,1,28672,62072
58,0.3,2,24576,30880
58,0.3,3,20480,43704
58,0.3,4,20480,21344
58,0.3,5,24576,54584
59,0.3,1,24576,39760
59,0.3,2,24576,24128
59,0.3,3,24576,58664
59,0.3,4,24576,14744
59,0.3,5,20480,61352
60,0.3,1,24576,95992
60,0.3,2,24576,60728
60,0.3,3,24576,36376
60,0.3,4,24576,30120
60,0.3,5,20480,45072
61,0.3,1,24576,109680
61,0.3,2,24576,33528
61,0.3,3,24576,17840
61,0.3,4,24576,87296
61,0.3,5,28672,60664
62,0.3,1,24576,46392
62,0.3,2,28672,23504
62,0.3,3,24576,56360
62,0.3,4,24576,45624
62,0.3,5,28672,112104
63,0.3,1,24576,33744
63,0.3,2,24576,43336
63,0.3,3,24576,45928
63,0.3,4,24576,27552
63,0.3,5,24576,38688
64,0.3,1,28672,35008
64,0.3,2,24576,105048
64,0.3,3,32768,104616
64,0.3,4,24576,26632
64,0.3,5,28672,52544
65,0.3,1,24576,70808
65,0.3,2,28672,71568
65,0.3,3,20480,50928
65,0.3,4,24576,61376
65,0.3,5,24576,27808
66,0.3,1,24576,60312
66,0.3,2,24576,51768
66,0.3,3,24576,32456
66,0.3,4,28672,64680
66,0.3,5,28672,46824
67,0.3,1,24576,65512
67,0.3,2,24576,30944
67,0.3,3,24576,32272
67,0.3,4,28672,126680
67,0.3,5,28672,35648
68,0.3,1,24576,57840
68,0.3,2,28672,94776
68,0.3,3,24576,41360
68,0.3,4,28672,42224
68,0.3,5,24576,74736
69,0.3,1,24576,24600
69,0.3,2,24576,35760
69,0.3,3,24576,24728
69,0.3,4,24576,34248
69,0.3,5,24576,57424
70,0.3,1,24576,64000
70,0.3,2,28672,99560
70,0.3,3,24576,26976
70,0.3,4,24576,76760
70,0.3,5,28672,19816
71,0.3,1,24576,25552
71,0.3,2,24576,25704
71,0.3,3,24576,51280
71,0.3,4,24576,72088
71,0.3,5,28672,104352
72,0.3,1,28672,41896
72,0.3,2,24576,56152
72,0.3,3,28672,39480
72,0.3,4,28672,39024
72,0.3,5,28672,32192
73,0.3,1,32768,101064
73,0.3,2,24576,20960
73,0.3,3,24576,32896
73,0.3,4,24576,60704
73,0.3,5,32768,43872
74,0.3,1,24576,25456
74,0.3,2,24576,46232
74,0.3,3,24576,36672
74,0.3,4,28672,84896
74,0.3,5,24576,55512
75,0.3,1,28672,69096
75,0.3,2,28672,24872
75,0.3,3,32768,59992
75,0.3,4,28672,69480
75,0.3,5,24576,75464
76,0.3,1,24576,27744
76,0.3,2,28672,50640
76,0.3,3,28672,42856
76,0.3,4,24576,23936
76,0.3,5,28672,85416
77,0.3,1,28672,28832
77,0.3,2,24576,38920
77,0.3,3,28672,56464
77,0.3,4,28672,94048
77,0.3,5,28672,39408
78,0.3,1,28672,75664
78,0.3,2,24576,77560
78,0.3,3,28672,67048
78,0.3,4,28672,148984
78,0.3,5,28672,47488
79,0.3,1,24576,37472
79,0.3,2,28672,61024
79,0.3,3,28672,40136
79,0.3,4,28672,40448
79,0.3,5,24576,37552
80,0.3,1,28672,40688
80,0.3,2,28672,41936
80,0.3,3,28672,78048
80,0.3,4,28672,29656
80,0.3,5,24576,44672
81,0.3,1,32768,32808
81,0.3,2,28672,33648
81,0.3,3,28672,44344
81,0.3,4,28672,54800
81,0.3,5,24576,41016
82,0.3,1,28672,65072
82,0.3,2,24576,80576
82,0.3,3,28672,73720
82,0.3,4,32768,147216
82,0.3,5,32768,76960
83,0.3,1,24576,52312
83,0.3,2,28672,41760
83,0.3,3,28672,65744
83,0.3,4,28672,78296
83,0.3,5,32768,99728
84,0.3,1,28672,23568
84,0.3,2,28672,37032
84,0.3,3,32768,43640
84,0.3,4,28672,48880
84,0.3,5,28672,37624
85,0.3,1,28672,106112
85,0.3,2,28672,60616
85,0.3,3,32768,120296
85,0.3,4,28672,107048
85,0.3,5,28672,47600
86,0.3,1,32768,112440
86,0.3,2,24576,26832
86,0.3,3,32768,95968
86,0.3,4,28672,76640
86,0.3,5,32768,108200
87,0.3,1,28672,34664
87,0.3,2,32768,83040
87,0.3,3,28672,28184
87,0.3,4,32768,84608
87,0.3,5,36864,62744
88,0.3,1,28672,61392
88,0.3,2,32768,53840
88,0.3,3,28672,35448
88,0.3,4,28672,50440
88,0.3,5,32768,44160
89,0.3,1,28672,58360
89,0.3,2,32768,137216
89,0.3,3,32768,109912
89,0.3,4,36864,105240
89,0.3,5,32768,54392
90,0.3,1,32768,46872
90,0.3,2,32768,38488
90,0.3,3,32768,42120
90,0.3,4,32768,137488
90,0.3,5,32768,95184
91,0.3,1,28672,51264
91,0.3,2,28672,61360
91,0.3,3,32768,57624
91,0.3,4,28672,22040
91,0.3,5,32768,65272
92,0.3,1,28672,49952
92,0.3,2,32768,50936
92,0.3,3,28672,104736
92,0.3,4,32768,38744
92,0.3,5,32768,72568
93,0.3,1,32768,111928
93,0.3,2,32768,71000
93,0.3,3,28672,38744
93,0.3,4,32768,55976
93,0.3,5,28672,52360
94,0.3,1,32768,54992
94,0.3,2,28672,55280
94,0.3,3,32768,43528
94,0.3,4,28672,31104
94,0.3,5,32768,56368
95,0.3,1,32768,53944
95,0.3,2,32768,44808
95,0.3,3,32768,49256
95,0.3,4,32768,40824
95,0.3,5,28672,53800
96,0.3,1,28672,97784
96,0.3,2,28672,50848
96,0.3,3,32768,51424
96,0.3,4,28672,30968
96,0.3,5,32768,45760
97,0.3,1,28672,35264
97,0.3,2,32768,71800
97,0.3,3,32768,30568
97,0.3,4,32768,105432
97,0.3,5,28672,65464
98,0.3,1,32768,78176
98,0.3,2,32768,101768
98,0.3,3,32768,41056
98,0.3,4,32768,75608
98,0.3,5,36864,72768
99,0.3,1,32768,33680
