N,P,X,History
54,0.2,4,62232
54,0.2,5,40808
55,0.2,1,50776
55,0.2,2,44752
55,0.2,3,58992
55,0.2,4,52872
55,0.2,5,49608
56,0.2,1,49784
56,0.2,2,56360
56,0.2,3,53992
56,0.2,4,59032
56,0.2,5,46544
57,0.2,1,59200
57,0.2,2,47392
57,0.2,3,66440
57,0.2,4,55112
57,0.2,5,56784
58,0.2,1,46864
58,0.2,2,41448
58,0.2,3,62272
58,0.2,4,44096
58,0.2,5,58376
59,0.2,1,52312
59,0.2,2,55640
59,0.2,3,46104
59,0.2,4,57464
59,0.2,5,54384
60,0.2,1,67696
60,0.2,2,45512
60,0.2,3,59160
60,0.2,4,58872
60,0.2,5,51184
61,0.2,1,54488
61,0.2,2,50600
61,0.2,3,59992
61,0.2,4,53640
61,0.2,5,53216
62,0.2,1,63584
62,0.2,2,61112
62,0.2,3,62944
62,0.2,4,55880
62,0.2,5,54040
63,0.2,1,48816
63,0.2,2,49440
63,0.2,3,50552
63,0.2,4,60728
63,0.2,5,47432
64,0.2,1,62016
64,0.2,2,54568
64,0.2,3,55144
64,0.2,4,67872
64,0.2,5,57480
65,0.2,1,57160
65,0.2,2,53664
65,0.2,3,64728
65,0.2,4,70904
65,0.2,5,49048
66,0.2,1,50088
66,0.2,2,67328
66,0.2,3,60912
66,0.2,4,59016
66,0.2,5,61320
67,0.2,1,60872
67,0.2,2,65048
67,0.2,3,68184
67,0.2,4,57520
67,0.2,5,67736
68,0.2,1,66768
68,0.2,2,61072
68,0.2,3,64248
68,0.2,4,80248
68,0.2,5,48464
69,0.2,1,58256
69,0.2,2,64296
69,0.2,3,64712
69,0.2,4,64320
69,0.2,5,63712
70,0.2,1,64360
70,0.2,2,66808
70,0.2,3,61128
70,0.2,4,67104
70,0.2,5,64544
71,0.2,1,59128
71,0.2,2,56384
71,0.2,3,59792
71,0.2,4,73392
71,0.2,5,61456
72,0.2,1,77568
72,0.2,2,76496
72,0.2,3,70536
72,0.2,4,58744
72,0.2,5,66232
73,0.2,1,81456
73,0.2,2,60472
73,0.2,3,68696
73,0.2,4,63040
73,0.2,5,75656
74,0.2,1,60896
74,0.2,2,59840
74,0.2,3,79088
74,0.2,4,73208
74,0.2,5,62984
75,0.2,1,57912
75,0.2,2,64728
75,0.2,3,62512
75,0.2,4,60864
75,0.2,5,56720
76,0.2,1,85040
76,0.2,2,60528
76,0.2,3,71128
76,0.2,4,76536
76,0.2,5,74592
77,0.2,1,80896
77,0.2,2,71472
77,0.2,3,75960
77,0.2,4,71400
77,0.2,5,76360
78,0.2,1,73904
78,0.2,2,69584
78,0.2,3,69264
78,0.2,4,79792
78,0.2,5,66856
79,0.2,1,66992
79,0.2,2,73392
79,0.2,3,58472
79,0.2,4,73712
79,0.2,5,78208
80,0.2,1,72544
80,0.2,2,67208
80,0.2,3,70168
80,0.2,4,70120
80,0.2,5,56744
81,0.2,1,90752
81,0.2,2,80416
81,0.2,3,62008
81,0.2,4,67528
81,0.2,5,67976
82,0.2,1,83160
82,0.2,2,75936
82,0.2,3,83680
82,0.2,4,79760
82,0.2,5,74136
83,0.2,1,85256
83,0.2,2,89760
83,0.2,3,69392
83,0.2,4,77600
83,0.2,5,76024
84,0.2,1,60816
84,0.2,2,69768
84,0.2,3,86696
84,0.2,4,87432
84,0.2,5,72576
85,0.2,1,65624
85,0.2,2,71856
85,0.2,3,70688
85,0.2,4,82200
85,0.2,5,73584
86,0.2,1,78672
86,0.2,2,76312
86,0.2,3,68064
86,0.2,4,94968
86,0.2,5,74976
87,0.2,1,85448
87,0.2,2,72424
87,0.2,3,77456
87,0.2,4,72144
87,0.2,5,87944
88,0.2,1,78864
88,0.2,2,74552
88,0.2,3,82072
88,0.2,4,76672
88,0.2,5,80136
89,0.2,1,71144
89,0.2,2,85904
89,0.2,3,85960
89,0.2,4,81064
89,0.2,5,73600
90,0.2,1,83288
90,0.2,2,67200
90,0.2,3,77896
90,0.2,4,86168
90,0.2,5,75152
91,0.2,1,89320
91,0.2,2,82464
91,0.2,3,73000
91,0.2,4,88048
91,0.2,5,91256
92,0.2,1,84440
92,0.2,2,84688
92,0.2,3,82200
92,0.2,4,85056
92,0.2,5,73152
93,0.2,1,80136
93,0.2,2,104264
93,0.2,3,85232
93,0.2,4,84584
93,0.2,5,96720
94,0.2,1,100928
94,0.2,2,79096
94,0.2,3,96752
94,0.2,4,88296
94,0.2,5,88584
95,0.2,1,95496
95,0.2,2,85192
95,0.2,3,89512
95,0.2,4,98456
95,0.2,5,101040
96,0.2,1,95696
96,0.2,2,101120
96,0.2,3,99752
96,0.2,4,101440
96,0.2,5,80096
97,0.2,1,90584
97,0.2,2,84328
97,0.2,3,82720
97,0.2,4,91504
97,0.2,5,84920
98,0.2,1,94288
98,0.2,2,95368
98,0.2,3,81784
98,0.2,4,101392
98,0.2,5,92088
99,0.2,1,84768
99,0.2,2,87040
99,0.2,3,92744
99,0.2,4,90264
99,0.2,5,87808
100,0.2,1,97144
100,0.2,2,88440
100,0.2,3,91592
100,0.2,4,99368
100,0.2,5,85240
1,0.3,1,2040
1,0.3,2,2040
1,0.3,3,2040
1,0.3,4,2040
1,0.3,5,2040
2,0.3,1,2744
2,0.3,2,2352
2,0.3,3,4880
2,0.3,4,2536
2,0.3,5,4328
3,0.3,1,3992
3,0.3,2,4920
3,0.3,3,4136
3,0.3,4,3528
3,0.3,5,4040
4,0.3,1,7464
4,0.3,2,5160
4,0.3,3,4704
4,0.3,4,4512
4,0.3,5,4392
5,0.3,1,7528
5,0.3,2,7856
5,0.3,3,5312
5,0.3,4,5592
5,0.3,5,5288
6,0.3,1,5008
6,0.3,2,7832
6,0.3,3,5208
6,0.3,4,6392
6,0.3,5,7384
7,0.3,1,7824
7,0.3,2,9280
7,0.3,3,7240
7,0.3,4,7792
7,0.3,5,4432
8,0.3,1,9920
8,0.3,2,8832
8,0.3,3,11632
8,0.3,4,6984
8,0.3,5,6856
9,0.3,1,13152
9,0.3,2,9304
9,0.3,3,10048
9,0.3,4,7104
9,0.3,5,11704
10,0.3,1,7504
10,0.3,2,9840
10,0.3,3,11528
10,0.3,4,10232
10,0.3,5,9352
11,0.3,1,10904
11,0.3,2,11312
11,0.3,3,13200
11,0.3,4,14648
11,0.3,5,10632
12,0.3,1,9448
12,0.3,2,16856
12,0.3,3,9048
12,0.3,4,9392
12,0.3,5,6728
13,0.3,1,13280
13,0.3,2,12144
13,0.3,3,13872
13,0.3,4,14344
13,0.3,5,17200
14,0.3,1,12200
14,0.3,2,10208
14,0.3,3,14256
14,0.3,4,12488
14,0.3,5,12624
15,0.3,1,13440
15,0.3,2,13552
15,0.3,3,11392
15,0.3,4,15976
15,0.3,5,14648
16,0.3,1,11632
16,0.3,2,13264
16,0.3,3,14768
16,0.3,4,12160
16,0.3,5,16488
17,0.3,1,20648
17,0.3,2,10984
17,0.3,3,19152
17,0.3,4,12136
17,0.3,5,12296
18,0.3,1,16776
18,0.3,2,12456
18,0.3,3,14232
18,0.3,4,23536
18,0.3,5,15504
19,0.3,1,17416
19,0.3,2,17008
19,0.3,3,18616
19,0.3,4,19904
19,0.3,5,16720
20,0.3,1,15128
20,0.3,2,18048
20,0.3,3,24488
20,0.3,4,15208
20,0.3,5,18648
21,0.3,1,23584
21,0.3,2,15584
21,0.3,3,13728
21,0.3,4,21016
21,0.3,5,18720
22,0.3,1,20552
22,0.3,2,19800
22,0.3,3,20624
22,0.3,4,20488
22,0.3,5,19616
23,0.3,1,19624
23,0.3,2,22488
23,0.3,3,25728
23,0.3,4,26896
23,0.3,5,21200
24,0.3,1,22736
24,0.3,2,20728
24,0.3,3,23960
24,0.3,4,26112
24,0.3,5,19616
25,0.3,1,21008
25,0.3,2,25560
25,0.3,3,23784
25,0.3,4,19744
25,0.3,5,18384
26,0.3,1,24000
26,0.3,2,31424
26,0.3,3,26408
26,0.3,4,21704
26,0.3,5,22392
27,0.3,1,27752
27,0.3,2,22616
27,0.3,3,20816
27,0.3,4,20400
27,0.3,5,24160
28,0.3,1,31696
28,0.3,2,29128
28,0.3,3,24616
28,0.3,4,25352
28,0.3,5,21912
29,0.3,1,26656
29,0.3,2,25056
29,0.3,3,23944
29,0.3,4,26832
29,0.3,5,29000
30,0.3,1,34016
30,0.3,2,27704
30,0.3,3,31512
30,0.3,4,26496
30,0.3,5,23224
31,0.3,1,23344
31,0.3,2,33056
31,0.3,3,33704
31,0.3,4,29984
31,0.3,5,28752
32,0.3,1,32112
32,0.3,2,27792
32,0.3,3,24792
32,0.3,4,26744
32,0.3,5,24272
33,0.3,1,27768
33,0.3,2,28992
33,0.3,3,38288
33,0.3,4,31832
33,0.3,5,28200
34,0.3,1,29120
34,0.3,2,24144
34,0.3,3,31256
34,0.3,4,33272
34,0.3,5,29000
35,0.3,1,33216
35,0.3,2,33520
35,0.3,3,35152
35,0.3,4,30368
35,0.3,5,29328
36,0.3,1,34872
36,0.3,2,35864
36,0.3,3,30128
36,0.3,4,33032
36,0.3,5,26872
37,0.3,1,37152
37,0.3,2,31152
37,0.3,3,32624
37,0.3,4,30856
37,0.3,5,23904
38,0.3,1,38336
38,0.3,2,32776
38,0.3,3,33752
38,0.3,4,29912
38,0.3,5,30768
39,0.3,1,32696
39,0.3,2,35192
39,0.3,3,26464
39,0.3,4,35360
39,0.3,5,28272
40,0.3,1,36344
40,0.3,2,43784
40,0.3,3,30184
40,0.3,4,31512
40,0.3,5,40200
41,0.3,1,38632
41,0.3,2,33384
41,0.3,3,37256
41,0.3,4,42672
41,0.3,5,39984
42,0.3,1,40512
42,0.3,2,25792
42,0.3,3,33776
42,0.3,4,40128
42,0.3,5,33792
43,0.3,1,33760
43,0.3,2,42496
43,0.3,3,36728
43,0.3,4,32624
43,0.3,5,34808
44,0.3,1,43440
44,0.3,2,33384
44,0.3,3,27512
44,0.3,4,37664
44,0.3,5,33744
45,0.3,1,43464
45,0.3,2,37520
45,0.3,3,44496
45,0.3,4,40000
45,0.3,5,40592
46,0.3,1,35104
46,0.3,2,40424
46,0.3,3,39688
46,0.3,4,48728
46,0.3,5,36568
47,0.3,1,47736
47,0.3,2,43336
47,0.3,3,50168
47,0.3,4,47432
47,0.3,5,40616
48,0.3,1,57464
48,0.3,2,50072
48,0.3,3,49208
48,0.3,4,38128
48,0.3,5,42400
49,0.3,1,38248
49,0.3,2,41936
49,0.3,3,42424
49,0.3,4,48272
49,0.3,5,40992
50,0.3,1,50056
50,0.3,2,56888
50,0.3,3,45392
50,0.3,4,51672
50,0.3,5,52112
51,0.3,1,46720
51,0.3,2,45472
51,0.3,3,44296
51,0.3,4,48552
51,0.3,5,54176
52,0.3,1,46632
52,0.3,2,42456
52,0.3,3,51928
52,0.3,4,49552
52,0.3,5,41424
53,0.3,1,40840
53,0.3,2,57088
53,0.3,3,49496
53,0.3,4,45584
53,0.3,5,40664
54,0.3,1,49480
54,0.3,2,44728
54,0.3,3,45792
54,0.3,4,44648
54,0.3,5,46280
55,0.3,1,55000
55,0.3,2,46944
55,0.3,3,54200
55,0.3,4,60048
55,0.3,5,44488
56,0.3,1,49912
56,0.3,2,52992
56,0.3,3,45856
56,0.3,4,56248
56,0.3,5,39672
57,0.3,1,56360
57,0.3,2,59928
57,0.3,3,64712
57,0.3,4,55336
57,0.3,5,55992
58,0.3,1,55400
58,0.3,2,55200
58,0.3,3,48688
58,0.3,4,40920
58,0.3,5,50696
59,0.3,1,53432
59,0.3,2,57960
59,0.3,3,53760
59,0.3,4,51744
59,0.3,5,46240
60,0.3,1,48808
60,0.3,2,55888
60,0.3,3,54272
60,0.3,4,48208
60,0.3,5,48336
61,0.3,1,49136
61,0.3,2,46392
61,0.3,3,47408
61,0.3,4,61216
61,0.3,5,62456
62,0.3,1,55744
62,0.3,2,56240
62,0.3,3,57184
62,0.3,4,59280
62,0.3,5,69608
63,0.3,1,54968
63,0.3,2,52176
63,0.3,3,60392
63,0.3,4,55960
63,0.3,5,55536
64,0.3,1,62712
64,0.3,2,61336
64,0.3,3,69712
64,0.3,4,58000
64,0.3,5,65792
65,0.3,1,66504
65,0.3,2,63120
65,0.3,3,53496
65,0.3,4,65640
65,0.3,5,50368
66,0.3,1,51160
66,0.3,2,60520
66,0.3,3,57376
66,0.3,4,60800
66,0.3,5,66552
67,0.3,1,68520
67,0.3,2,54680
67,0.3,3,54720
67,0.3,4,67464
67,0.3,5,61840
68,0.3,1,62976
68,0.3,2,59152
68,0.3,3,56936
68,0.3,4,65992
68,0.3,5,68856
69,0.3,1,61408
69,0.3,2,67040
69,0.3,3,58072
69,0.3,4,58632
69,0.3,5,59096
70,0.3,1,56048
70,0.3,2,61264
70,0.3,3,56320
70,0.3,4,61960
70,0.3,5,55672
71,0.3,1,56608
71,0.3,2,59392
71,0.3,3,57224
71,0.3,4,64800
71,0.3,5,71688
72,0.3,1,65672
72,0.3,2,60384
72,0.3,3,71920
72,0.3,4,69576
72,0.3,5,65824
73,0.3,1,84208
73,0.3,2,60976
73,0.3,3,57520
73,0.3,4,55656
73,0.3,5,70568
74,0.3,1,62880
74,0.3,2,56040
74,0.3,3,61936
74,0.3,4,72616
74,0.3,5,64640
75,0.3,1,76800
75,0.3,2,63056
75,0.3,3,71976
75,0.3,4,73144
75,0.3,5,57480
76,0.3,1,73072
76,0.3,2,71856
76,0.3,3,71480
76,0.3,4,53912
76,0.3,5,67376
77,0.3,1,73280
77,0.3,2,53720
77,0.3,3,73344
77,0.3,4,71760
77,0.3,5,77224
78,0.3,1,85368
78,0.3,2,73184
78,0.3,3,75992
78,0.3,4,71936
78,0.3,5,71760
79,0.3,1,60064
79,0.3,2,64560
79,0.3,3,73552
79,0.3,4,74128
79,0.3,5,70720
80,0.3,1,73112
80,0.3,2,70576
80,0.3,3,71120
80,0.3,4,67864
80,0.3,5,68560
81,0.3,1,88728
81,0.3,2,65400
81,0.3,3,72432
81,0.3,4,78512
81,0.3,5,59160
82,0.3,1,64672
82,0.3,2,66408
82,0.3,3,87888
82,0.3,4,82208
82,0.3,5,76616
83,0.3,1,63728
83,0.3,2,82448
83,0.3,3,76576
83,0.3,4,70848
83,0.3,5,84064
84,0.3,1,65944
84,0.3,2,80856
84,0.3,3,74960
84,0.3,4,76192
84,0.3,5,70696
85,0.3,1,83944
85,0.3,2,67464
85,0.3,3,86896
85,0.3,4,88464
85,0.3,5,76968
86,0.3,1,90992
86,0.3,2,64928
86,0.3,3,73376
86,0.3,4,74920
86,0.3,5,90720
87,0.3,1,80592
87,0.3,2,77800
87,0.3,3,82872
87,0.3,4,82416
87,0.3,5,99880
88,0.3,1,75536
88,0.3,2,89824
88,0.3,3,81192
88,0.3,4,78192
88,0.3,5,87784
89,0.3,1,72416
89,0.3,2,94072
89,0.3,3,82888
89,0.3,4,87584
89,0.3,5,78928
90,0.3,1,82864
90,0.3,2,90872
90,0.3,3,82240
90,0.3,4,89872
90,0.3,5,83720
91,0.3,1,74640
91,0.3,2,78792
91,0.3,3,96680
91,0.3,4,66376
91,0.3,5,92096
92,0.3,1,65920
92,0.3,2,85880
92,0.3,3,83512
92,0.3,4,80768
92,0.3,5,89576
93,0.3,1,83432
93,0.3,2,92720
93,0.3,3,94168
93,0.3,4,89248
93,0.3,5,77600
94,0.3,1,87472
94,0.3,2,79680
94,0.3,3,87096
94,0.3,4,74192
94,0.3,5,87416
95,0.3,1,82288
95,0.3,2,84320
95,0.3,3,92592
95,0.3,4,103416
95,0.3,5,84856
96,0.3,1,91800
96,0.3,2,84608
96,0.3,3,83784
96,0.3,4,93512
96,0.3,5,87376
97,0.3,1,83224
97,0.3,2,101888
97,0.3,3,90488
97,0.3,4,84152
97,0.3,5,85560
98,0.3,1,79760
98,0.3,2,88496
98,0.3,3,77896
98,0.3,4,95128
98,0.3,5,93808
99,0.3,1,86792
99,0.3,2,83272
99,0.3,3,94872
99,0.3,4,89856
99,0.3,5,82904
100,0.3,1,100568
100,0.3,2,94488
100,0.3,3,89880
100,0.3,4,95712
100,0.3,5,100600
1,0.4,1,2040
1,0.4,2,2040
1,0.4,3,2040
1,0.4,4,2040
1,0.4,5,2040
2,0.4,1,2392
2,0.4,2,3568
2,0.4,3,2576
2,0.4,4,2312
2,0.4,5,3800
3,0.4,1,3736
3,0.4,2,6112
3,0.4,3,2624
3,0.4,4,4744
3,0.4,5,3024
4,0.4,1,4808
4,0.4,2,6040
4,0.4,3,4672
4,0.4,4,5552
4,0.4,5,3224
5,0.4,1,7536
5,0.4,2,5544
5,0.4,3,6408
5,0.4,4,5464
5,0.4,5,5704
6,0.4,1,5592
6,0.4,2,7032
6,0.4,3,4480
6,0.4,4,5032
6,0.4,5,6128
7,0.4,1,5704
7,0.4,2,8712
7,0.4,3,7576
7,0.4,4,5848
7,0.4,5,5344
8,0.4,1,8144
8,0.4,2,9136
8,0.4,3,7688
8,0.4,4,8712
8,0.4,5,7776
9,0.4,1,9016
9,0.4,2,8408
9,0.4,3,9696
9,0.4,4,8976
9,0.4,5,10456
10,0.4,1,6640
10,0.4,2,15952
10,0.4,3,11336
10,0.4,4,11824
10,0.4,5,10376
11,0.4,1,11448
11,0.4,2,8760
11,0.4,3,12200
11,0.4,4,10936
11,0.4,5,11112
12,0.4,1,12648
12,0.4,2,12664
12,0.4,3,12712
12,0.4,4,11472
12,0.4,5,11256
13,0.4,1,16216
13,0.4,2,14544
13,0.4,3,18448
13,0.4,4,12040
13,0.4,5,18296
14,0.4,1,16608
14,0.4,2,13424
14,0.4,3,15016
14,0.4,4,10920
14,0.4,5,12464
15,0.4,1,11120
15,0.4,2,13040
15,0.4,3,11136
15,0.4,4,12592
15,0.4,5,15416
16,0.4,1,13768
16,0.4,2,17824
16,0.4,3,15752
16,0.4,4,18328
16,0.4,5,13920
17,0.4,1,13872
17,0.4,2,14784
17,0.4,3,13072
17,0.4,4,16560
17,0.4,5,16704
18,0.4,1,18976
18,0.4,2,14648
18,0.4,3,18712
18,0.4,4,18664
18,0.4,5,16064
19,0.4,1,16920
19,0.4,2,20528
19,0.4,3,13128
19,0.4,4,18544
19,0.4,5,16624
20,0.4,1,16352
20,0.4,2,22344
20,0.4,3,22560
20,0.4,4,19208
20,0.4,5,14392
21,0.4,1,26576
21,0.4,2,23136
21,0.4,3,17000
21,0.4,4,22008
21,0.4,5,14288
22,0.4,1,14424
22,0.4,2,21232
22,0.4,3,24384
22,0.4,4,26360
22,0.4,5,23904
23,0.4,1,26072
23,0.4,2,22368
23,0.4,3,20664
23,0.4,4,23360
23,0.4,5,21728
24,0.4,1,29664
24,0.4,2,25776
24,0.4,3,26232
24,0.4,4,22232
24,0.4,5,22784
25,0.4,1,31872
25,0.4,2,23872
25,0.4,3,22536
25,0.4,4,21552
25,0.4,5,28024
26,0.4,1,28120
26,0.4,2,22056
26,0.4,3,24560
26,0.4,4,29744
26,0.4,5,19680
27,0.4,1,29120
27,0.4,2,22976
27,0.4,3,26344
27,0.4,4,24072
27,0.4,5,25496
28,0.4,1,26128
28,0.4,2,32920
28,0.4,3,21448
28,0.4,4,25600
28,0.4,5,23064
29,0.4,1,28264
29,0.4,2,28280
29,0.4,3,22872
29,0.4,4,34656
29,0.4,5,33424
30,0.4,1,34848
30,0.4,2,28560
30,0.4,3,31008
30,0.4,4,24832
30,0.4,5,29920
31,0.4,1,27352
31,0.4,2,29760
31,0.4,3,29320
31,0.4,4,33456
31,0.4,5,28560
32,0.4,1,29176
32,0.4,2,30472
32,0.4,3,35288
32,0.4,4,28968
32,0.4,5,29608
33,0.4,1,33600
33,0.4,2,31840
33,0.4,3,35408
33,0.4,4,29080
33,0.4,5,28976
34,0.4,1,33104
34,0.4,2,32456
34,0.4,3,33712
34,0.4,4,25440
34,0.4,5,32640
35,0.4,1,40168
35,0.4,2,28608
35,0.4,3,32520
35,0.4,4,27840
35,0.4,5,37776
36,0.4,1,33448
36,0.4,2,35528
36,0.4,3,33800
36,0.4,4,34648
36,0.4,5,27224
37,0.4,1,37440
37,0.4,2,32632
37,0.4,3,36832
37,0.4,4,32744
37,0.4,5,24376
38,0.4,1,39496
38,0.4,2,39456
38,0.4,3,32856
38,0.4,4,30688
38,0.4,5,33736
39,0.4,1,34080
39,0.4,2,28296
39,0.4,3,31456
39,0.4,4,33128
39,0.4,5,35656
40,0.4,1,39304
40,0.4,2,36384
40,0.4,3,34864
40,0.4,4,41520
40,0.4,5,47288
41,0.4,1,34616
41,0.4,2,54840
41,0.4,3,46968
41,0.4,4,37240
41,0.4,5,33576
42,0.4,1,36728
42,0.4,2,34624
42,0.4,3,36600
42,0.4,4,39048
42,0.4,5,40728
43,0.4,1,37872
43,0.4,2,37704
43,0.4,3,37520
43,0.4,4,37464
43,0.4,5,37328
44,0.4,1,33280
44,0.4,2,38488
44,0.4,3,33976
44,0.4,4,43816
44,0.4,5,36496
45,0.4,1,38504
45,0.4,2,37096
45,0.4,3,45352
45,0.4,4,35824
45,0.4,5,41440
46,0.4,1,35624
46,0.4,2,41104
46,0.4,3,47368
46,0.4,4,50056
46,0.4,5,44336
47,0.4,1,45448
47,0.4,2,49512
47,0.4,3,33848
47,0.4,4,34248
47,0.4,5,41472
48,0.4,1,40936
48,0.4,2,45256
48,0.4,3,47840
48,0.4,4,47664
48,0.4,5,41248
49,0.4,1,41584
49,0.4,2,56232
49,0.4,3,44536
49,0.4,4,48600
49,0.4,5,40752
50,0.4,1,44568
50,0.4,2,48688
50,0.4,3,44504
50,0.4,4,44216
50,0.4,5,40864
51,0.4,1,45016
51,0.4,2,37928
51,0.4,3,50824
51,0.4,4,46592
51,0.4,5,45880
52,0.4,1,49512
52,0.4,2,39192
52,0.4,3,40032
52,0.4,4,54616
52,0.4,5,40368
53,0.4,1,38328
53,0.4,2,46784
53,0.4,3,52112
53,0.4,4,57896
53,0.4,5,55416
54,0.4,1,48056
54,0.4,2,54504
54,0.4,3,45904
54,0.4,4,45000
54,0.4,5,46488
55,0.4,1,53696
55,0.4,2,51296
55,0.4,3,49912
55,0.4,4,59432
55,0.4,5,44664
56,0.4,1,47784
56,0.4,2,54384
56,0.4,3,42648
56,0.4,4,48344
56,0.4,5,46736
57,0.4,1,59800
57,0.4,2,50504
57,0.4,3,58504
57,0.4,4,46784
57,0.4,5,48720
58,0.4,1,54912
58,0.4,2,53272
58,0.4,3,61680
58,0.4,4,49832
58,0.4,5,53648
59,0.4,1,51432
59,0.4,2,62512
59,0.4,3,52960
59,0.4,4,57392
59,0.4,5,53520
60,0.4,1,58424
60,0.4,2,61952
60,0.4,3,52184
60,0.4,4,50984
60,0.4,5,63024
61,0.4,1,55096
61,0.4,2,63128
61,0.4,3,44928
61,0.4,4,60736
61,0.4,5,53848
62,0.4,1,50824
62,0.4,2,67656
62,0.4,3,43032
62,0.4,4,56504
62,0.4,5,54704
63,0.4,1,47968
63,0.4,2,50728
63,0.4,3,49440
63,0.4,4,54184
63,0.4,5,49592
64,0.4,1,52528
64,0.4,2,56144
64,0.4,3,60392
64,0.4,4,60288
64,0.4,5,61248
65,0.4,1,69640
65,0.4,2,58688
65,0.4,3,58520
65,0.4,4,64408
65,0.4,5,55976
66,0.4,1,57504
66,0.4,2,77920
66,0.4,3,55408
66,0.4,4,58296
66,0.4,5,66072
67,0.4,1,52448
67,0.4,2,62104
67,0.4,3,64688
67,0.4,4,61504
67,0.4,5,71016
68,0.4,1,56968
68,0.4,2,58360
68,0.4,3,57352
68,0.4,4,53008
68,0.4,5,61384
69,0.4,1,62400
69,0.4,2,64664
69,0.4,3,56600
69,0.4,4,56560
69,0.4,5,54728
70,0.4,1,67608
70,0.4,2,69912
70,0.4,3,64200
70,0.4,4,61832
70,0.4,5,64472
71,0.4,1,56576
71,0.4,2,71856
71,0.4,3,76704
71,0.4,4,69376
71,0.4,5,62600
72,0.4,1,57416
72,0.4,2,70320
72,0.4,3,58960
72,0.4,4,66584
72,0.4,5,58384
73,0.4,1,67000
73,0.4,2,57504
73,0.4,3,62816
73,0.4,4,66824
73,0.4,5,73896
74,0.4,1,67136
74,0.4,2,68288
74,0.4,3,63512
74,0.4,4,68248
74,0.4,5,76696
75,0.4,1,65008
75,0.4,2,77144
75,0.4,3,73672
75,0.4,4,59744
75,0.4,5,66408
76,0.4,1,56360
76,0.4,2,71280
76,0.4,3,65152
76,0.4,4,64448
76,0.4,5,68624
77,0.4,1,65848
77,0.4,2,60400
77,0.4,3,67080
77,0.4,4,62920
77,0.4,5,73112
78,0.4,1,63648
78,0.4,2,66624
78,0.4,3,64128
78,0.4,4,58944
78,0.4,5,70864
79,0.4,1,72888
79,0.4,2,69160
79,0.4,3,83408
79,0.4,4,67544
79,0.4,5,68976
80,0.4,1,81024
80,0.4,2,64064
80,0.4,3,76848
80,0.4,4,62448
80,0.4,5,77984
81,0.4,1,63216
81,0.4,2,83248
81,0.4,3,68000
81,0.4,4,75472
81,0.4,5,73784
82,0.4,1,72144
82,0.4,2,63984
82,0.4,3,82168
82,0.4,4,86248
82,0.4,5,61328
83,0.4,1,69184
83,0.4,2,82536
83,0.4,3,84112
83,0.4,4,73360
83,0.4,5,77224
84,0.4,1,76832
84,0.4,2,77488
84,0.4,3,69672
84,0.4,4,65088
84,0.4,5,85032
85,0.4,1,79848
85,0.4,2,78288
85,0.4,3,82312
85,0.4,4,72536
85,0.4,5,68944
86,0.4,1,84464
86,0.4,2,92376
86,0.4,3,94928
86,0.4,4,85584
86,0.4,5,80080
87,0.4,1,80264
87,0.4,2,73488
87,0.4,3,86760
87,0.4,4,82872
87,0.4,5,76120
88,0.4,1,87040
88,0.4,2,85136
88,0.4,3,88728
88,0.4,4,80896
88,0.4,5,94576
89,0.4,1,79112
89,0.4,2,92992
89,0.4,3,92416
89,0.4,4,82688
89,0.4,5,77072
90,0.4,1,90392
90,0.4,2,78936
90,0.4,3,93360
90,0.4,4,73808
90,0.4,5,76360
91,0.4,1,94208
91,0.4,2,76896
91,0.4,3,86152
91,0.4,4,83528
91,0.4,5,77648
92,0.4,1,95528
92,0.4,2,79848
92,0.4,3,85336
92,0.4,4,89688
92,0.4,5,81944
93,0.4,1,99392
93,0.4,2,83928
93,0.4,3,89848
93,0.4,4,91864
93,0.4,5,80192
94,0.4,1,95848
94,0.4,2,78192
94,0.4,3,79328
94,0.4,4,83272
94,0.4,5,76976
95,0.4,1,85480
95,0.4,2,98048
95,0.4,3,75984
95,0.4,4,79400
95,0.4,5,83112
96,0.4,1,76672
96,0.4,2,86904
96,0.4,3,82944
96,0.4,4,94984
96,0.4,5,87872
97,0.4,1,92312
97,0.4,2,97032
97,0.4,3,93496
97,0.4,4,77752
97,0.4,5,108696
98,0.4,1,88112
98,0.4,2,90776
98,0.4,3,84176
98,0.4,4,91920
98,0.4,5,93048
99,0.4,1,81176
99,0.4,2,87936
99,0.4,3,102040
99,0.4,4,97544
99,0.4,5,81808
100,0.4,1,91448
100,0.4,2,94416
100,0.4,3,82200
100,0.4,4,100016
100,0.4,5,106568
1,0.5,1,2040
1,0.5,2,2040
1,0.5,3,2040
1,0.5,4,2040
1,0.5,5,2040
2,0.5,1,2352
2,0.5,2,3008
2,0.5,3,2392
2,0.5,4,2376
2,0.5,5,3200
3,0.5,1,5768
3,0.5,2,6080
3,0.5,3,4512
3,0.5,4,4504
3,0.5,5,4552
4,0.5,1,4984
4,0.5,2,5288
4,0.5,3,4240
4,0.5,4,5944
4,0.5,5,4920
5,0.5,1,5720
5,0.5,2,3848
5,0.5,3,7296
5,0.5,4,7872
5,0.5,5,5560
6,0.5,1,5184
6,0.5,2,5576
6,0.5,3,7136
6,0.5,4,5720
6,0.5,5,8672
7,0.5,1,8104
7,0.5,2,10152
7,0.5,3,7400
7,0.5,4,6144
7,0.5,5,7496
8,0.5,1,8280
8,0.5,2,7400
8,0.5,3,7384
8,0.5,4,10984
8,0.5,5,9408
