N,P,X,Filesize
8,0.5,3,12288
8,0.5,4,12288
8,0.5,5,12288
9,0.5,1,12288
9,0.5,2,12288
9,0.5,3,12288
9,0.5,4,12288
9,0.5,5,12288
10,0.5,1,12288
10,0.5,2,12288
10,0.5,3,12288
10,0.5,4,12288
10,0.5,5,12288
11,0.5,1,12288
11,0.5,2,12288
11,0.5,3,12288
11,0.5,4,12288
11,0.5,5,12288
12,0.5,1,12288
12,0.5,2,12288
12,0.5,3,12288
12,0.5,4,12288
12,0.5,5,12288
13,0.5,1,12288
13,0.5,2,12288
13,0.5,3,12288
13,0.5,4,12288
13,0.5,5,12288
14,0.5,1,12288
14,0.5,2,12288
14,0.5,3,12288
14,0.5,4,12288
14,0.5,5,12288
15,0.5,1,12288
15,0.5,2,12288
15,0.5,3,12288
15,0.5,4,12288
15,0.5,5,12288
16,0.5,1,12288
16,0.5,2,12288
16,0.5,3,12288
16,0.5,4,12288
16,0.5,5,12288
17,0.5,1,12288
17,0.5,2,12288
17,0.5,3,12288
17,0.5,4,12288
17,0.5,5,12288
18,0.5,1,12288
18,0.5,2,12288
18,0.5,3,12288
18,0.5,4,12288
18,0.5,5,12288
19,0.5,1,12288
19,0.5,2,12288
19,0.5,3,12288
19,0.5,4,12288
19,0.5,5,12288
20,0.5,1,12288
20,0.5,2,12288
20,0.5,3,12288
20,0.5,4,12288
20,0.5,5,12288
21,0.5,1,12288
21,0.5,2,12288
21,0.5,3,12288
21,0.5,4,20480
21,0.5,5,12288
22,0.5,1,12288
22,0.5,2,12288
22,0.5,3,12288
22,0.5,4,20480
22,0.5,5,12288
23,0.5,1,12288
23,0.5,2,12288
23,0.5,3,20480
23,0.5,4,20480
23,0.5,5,12288
24,0.5,1,12288
24,0.5,2,12288
24,0.5,3,20480
24,0.5,4,20480
24,0.5,5,20480
25,0.5,1,12288
25,0.5,2,20480
25,0.5,3,12288
25,0.5,4,20480
25,0.5,5,20480
26,0.5,1,20480
26,0.5,2,20480
26,0.5,3,20480
26,0.5,4,20480
26,0.5,5,20480
27,0.5,1,20480
27,0.5,2,20480
27,0.5,3,20480
27,0.5,4,20480
27,0.5,5,12288
28,0.5,1,20480
28,0.5,2,20480
28,0.5,3,20480
28,0.5,4,12288
28,0.5,5,20480
29,0.5,1,20480
29,0.5,2,20480
29,0.5,3,20480
29,0.5,4,20480
29,0.5,5,20480
30,0.5,1,20480
30,0.5,2,20480
30,0.5,3,20480
30,0.5,4,20480
30,0.5,5,20480
31,0.5,1,20480
31,0.5,2,20480
31,0.5,3,20480
31,0.5,4,24576
31,0.5,5,20480
32,0.5,1,20480
32,0.5,2,20480
32,0.5,3,20480
32,0.5,4,20480
32,0.5,5,20480
33,0.5,1,20480
33,0.5,2,20480
33,0.5,3,20480
33,0.5,4,20480
33,0.5,5,20480
34,0.5,1,20480
34,0.5,2,20480
34,0.5,3,20480
34,0.5,4,20480
34,0.5,5,20480
35,0.5,1,20480
35,0.5,2,20480
35,0.5,3,20480
35,0.5,4,20480
35,0.5,5,20480
36,0.5,1,20480
36,0.5,2,20480
36,0.5,3,20480
36,0.5,4,20480
36,0.5,5,20480
37,0.5,1,20480
37,0.5,2,20480
37,0.5,3,20480
37,0.5,4,20480
37,0.5,5,20480
38,0.5,1,20480
38,0.5,2,20480
38,0.5,3,20480
38,0.5,4,20480
38,0.5,5,20480
39,0.5,1,20480
39,0.5,2,24576
39,0.5,3,20480
39,0.5,4,20480
39,0.5,5,20480
40,0.5,1,20480
40,0.5,2,20480
40,0.5,3,20480
40,0.5,4,20480
40,0.5,5,20480
41,0.5,1,20480
41,0.5,2,20480
41,0.5,3,20480
41,0.5,4,24576
41,0.5,5,20480
42,0.5,1,20480
42,0.5,2,20480
42,0.5,3,20480
42,0.5,4,20480
42,0.5,5,20480
43,0.5,1,20480
43,0.5,2,20480
43,0.5,3,20480
43,0.5,4,20480
43,0.5,5,20480
44,0.5,1,20480
44,0.5,2,20480
44,0.5,3,20480
44,0.5,4,24576
44,0.5,5,20480
45,0.5,1,24576
45,0.5,2,24576
45,0.5,3,20480
45,0.5,4,20480
45,0.5,5,20480
46,0.5,1,20480
46,0.5,2,20480
46,0.5,3,24576
46,0.5,4,24576
46,0.5,5,24576
47,0.5,1,24576
47,0.5,2,20480
47,0.5,3,24576
47,0.5,4,24576
47,0.5,5,24576
48,0.5,1,24576
48,0.5,2,24576
48,0.5,3,24576
48,0.5,4,24576
48,0.5,5,24576
49,0.5,1,24576
49,0.5,2,24576
49,0.5,3,24576
49,0.5,4,24576
49,0.5,5,24576
50,0.5,1,24576
50,0.5,2,24576
50,0.5,3,24576
50,0.5,4,24576
50,0.5,5,24576
51,0.5,1,24576
51,0.5,2,24576
51,0.5,3,24576
51,0.5,4,24576
51,0.5,5,24576
52,0.5,1,24576
52,0.5,2,24576
52,0.5,3,24576
52,0.5,4,24576
52,0.5,5,24576
53,0.5,1,28672
53,0.5,2,24576
53,0.5,3,24576
53,0.5,4,24576
53,0.5,5,24576
54,0.5,1,24576
54,0.5,2,24576
54,0.5,3,24576
54,0.5,4,24576
54,0.5,5,24576
55,0.5,1,24576
55,0.5,2,24576
55,0.5,3,24576
55,0.5,4,24576
55,0.5,5,24576
56,0.5,1,24576
56,0.5,2,24576
56,0.5,3,24576
56,0.5,4,24576
56,0.5,5,24576
57,0.5,1,28672
57,0.5,2,24576
57,0.5,3,24576
57,0.5,4,24576
57,0.5,5,24576
58,0.5,1,24576
58,0.5,2,24576
58,0.5,3,24576
58,0.5,4,24576
58,0.5,5,24576
59,0.5,1,24576
59,0.5,2,24576
59,0.5,3,24576
59,0.5,4,24576
59,0.5,5,24576
60,0.5,1,24576
60,0.5,2,28672
60,0.5,3,24576
60,0.5,4,24576
60,0.5,5,24576
61,0.5,1,24576
61,0.5,2,24576
61,0.5,3,24576
61,0.5,4,24576
61,0.5,5,24576
62,0.5,1,24576
62,0.5,2,24576
62,0.5,3,24576
62,0.5,4,24576
62,0.5,5,24576
63,0.5,1,24576
63,0.5,2,28672
63,0.5,3,28672
63,0.5,4,24576
63,0.5,5,24576
64,0.5,1,24576
64,0.5,2,24576
64,0.5,3,24576
64,0.5,4,28672
64,0.5,5,28672
65,0.5,1,24576
65,0.5,2,24576
65,0.5,3,24576
65,0.5,4,24576
65,0.5,5,24576
66,0.5,1,24576
66,0.5,2,28672
66,0.5,3,24576
66,0.5,4,28672
66,0.5,5,24576
67,0.5,1,24576
67,0.5,2,28672
67,0.5,3,24576
67,0.5,4,24576
67,0.5,5,24576
68,0.5,1,24576
68,0.5,2,28672
68,0.5,3,24576
68,0.5,4,24576
68,0.5,5,28672
69,0.5,1,24576
69,0.5,2,24576
69,0.5,3,24576
69,0.5,4,24576
69,0.5,5,28672
70,0.5,1,28672
70,0.5,2,28672
70,0.5,3,28672
70,0.5,4,28672
70,0.5,5,28672
71,0.5,1,28672
71,0.5,2,28672
71,0.5,3,28672
71,0.5,4,28672
71,0.5,5,24576
72,0.5,1,28672
72,0.5,2,28672
72,0.5,3,28672
72,0.5,4,24576
72,0.5,5,28672
73,0.5,1,28672
73,0.5,2,28672
73,0.5,3,28672
73,0.5,4,28672
73,0.5,5,28672
74,0.5,1,28672
74,0.5,2,28672
74,0.5,3,24576
74,0.5,4,28672
74,0.5,5,28672
75,0.5,1,28672
75,0.5,2,28672
75,0.5,3,28672
75,0.5,4,28672
75,0.5,5,28672
76,0.5,1,28672
76,0.5,2,28672
76,0.5,3,28672
76,0.5,4,28672
76,0.5,5,28672
77,0.5,1,28672
77,0.5,2,28672
77,0.5,3,28672
77,0.5,4,28672
77,0.5,5,28672
78,0.5,1,28672
78,0.5,2,28672
78,0.5,3,28672
78,0.5,4,28672
78,0.5,5,28672
79,0.5,1,28672
79,0.5,2,28672
79,0.5,3,28672
79,0.5,4,28672
79,0.5,5,28672
80,0.5,1,28672
80,0.5,2,28672
80,0.5,3,28672
80,0.5,4,28672
80,0.5,5,28672
81,0.5,1,28672
81,0.5,2,28672
81,0.5,3,28672
81,0.5,4,28672
81,0.5,5,28672
82,0.5,1,28672
82,0.5,2,28672
82,0.5,3,28672
82,0.5,4,28672
82,0.5,5,28672
83,0.5,1,28672
83,0.5,2,32768
83,0.5,3,28672
83,0.5,4,28672
83,0.5,5,28672
84,0.5,1,28672
84,0.5,2,28672
84,0.5,3,28672
84,0.5,4,28672
84,0.5,5,28672
85,0.5,1,28672
85,0.5,2,28672
85,0.5,3,28672
85,0.5,4,28672
85,0.5,5,28672
86,0.5,1,28672
86,0.5,2,32768
86,0.5,3,28672
86,0.5,4,28672
86,0.5,5,32768
87,0.5,1,28672
87,0.5,2,32768
87,0.5,3,28672
87,0.5,4,32768
87,0.5,5,28672
88,0.5,1,28672
88,0.5,2,28672
88,0.5,3,32768
88,0.5,4,28672
88,0.5,5,32768
89,0.5,1,28672
89,0.5,2,28672
89,0.5,3,28672
89,0.5,4,28672
89,0.5,5,32768
90,0.5,1,28672
90,0.5,2,28672
90,0.5,3,28672
90,0.5,4,28672
90,0.5,5,32768
91,0.5,1,28672
91,0.5,2,28672
91,0.5,3,32768
91,0.5,4,32768
91,0.5,5,28672
92,0.5,1,32768
92,0.5,2,28672
92,0.5,3,28672
92,0.5,4,28672
92,0.5,5,28672
93,0.5,1,32768
93,0.5,2,32768
93,0.5,3,32768
93,0.5,4,32768
93,0.5,5,32768
94,0.5,1,32768
94,0.5,2,32768
94,0.5,3,32768
94,0.5,4,32768
94,0.5,5,32768
95,0.5,1,32768
95,0.5,2,28672
95,0.5,3,32768
95,0.5,4,32768
95,0.5,5,32768
96,0.5,1,32768
96,0.5,2,32768
96,0.5,3,32768
96,0.5,4,28672
96,0.5,5,32768
97,0.5,1,32768
97,0.5,2,32768
97,0.5,3,32768
97,0.5,4,32768
97,0.5,5,28672
98,0.5,1,32768
98,0.5,2,28672
98,0.5,3,32768
98,0.5,4,32768
98,0.5,5,28672
99,0.5,1,32768
99,0.5,2,32768
99,0.5,3,32768
99,0.5,4,32768
99,0.5,5,32768
100,0.5,1,32768
100,0.5,2,28672
100,0.5,3,32768
100,0.5,4,32768
100,0.5,5,32768
1,0.6,1,12288
1,0.6,2,12288
1,0.6,3,12288
1,0.6,4,12288
1,0.6,5,12288
2,0.6,1,12288
2,0.6,2,12288
2,0.6,3,12288
2,0.6,4,12288
2,0.6,5,12288
3,0.6,1,12288
3,0.6,2,12288
3,0.6,3,12288
3,0.6,4,12288
3,0.6,5,12288
4,0.6,1,12288
4,0.6,2,12288
4,0.6,3,12288
4,0.6,4,12288
4,0.6,5,12288
5,0.6,1,12288
5,0.6,2,12288
5,0.6,3,12288
5,0.6,4,12288
5,0.6,5,12288
6,0.6,1,12288
6,0.6,2,12288
6,0.6,3,12288
6,0.6,4,12288
6,0.6,5,12288
7,0.6,1,12288
7,0.6,2,12288
7,0.6,3,12288
7,0.6,4,12288
7,0.6,5,12288
8,0.6,1,12288
8,0.6,2,12288
8,0.6,3,12288
8,0.6,4,12288
8,0.6,5,12288
9,0.6,1,12288
9,0.6,2,12288
9,0.6,3,12288
9,0.6,4,12288
9,0.6,5,12288
10,0.6,1,12288
10,0.6,2,12288
10,0.6,3,12288
10,0.6,4,12288
10,0.6,5,12288
11,0.6,1,12288
11,0.6,2,12288
11,0.6,3,12288
11,0.6,4,12288
11,0.6,5,12288
12,0.6,1,12288
12,0.6,2,12288
12,0.6,3,12288
12,0.6,4,12288
12,0.6,5,12288
13,0.6,1,12288
13,0.6,2,12288
13,0.6,3,12288
13,0.6,4,12288
13,0.6,5,12288
14,0.6,1,12288
14,0.6,2,12288
14,0.6,3,12288
14,0.6,4,12288
14,0.6,5,12288
15,0.6,1,12288
15,0.6,2,12288
15,0.6,3,12288
15,0.6,4,12288
15,0.6,5,12288
16,0.6,1,12288
16,0.6,2,12288
16,0.6,3,12288
16,0.6,4,12288
16,0.6,5,12288
17,0.6,1,12288
17,0.6,2,12288
17,0.6,3,12288
17,0.6,4,12288
17,0.6,5,12288
18,0.6,1,12288
18,0.6,2,12288
18,0.6,3,12288
18,0.6,4,12288
18,0.6,5,12288
19,0.6,1,12288
19,0.6,2,12288
19,0.6,3,12288
19,0.6,4,12288
19,0.6,5,12288
20,0.6,1,12288
20,0.6,2,12288
20,0.6,3,12288
20,0.6,4,12288
20,0.6,5,12288
21,0.6,1,12288
21,0.6,2,12288
21,0.6,3,12288
21,0.6,4,12288
21,0.6,5,12288
22,0.6,1,20480
22,0.6,2,20480
22,0.6,3,12288
22,0.6,4,12288
22,0.6,5,12288
23,0.6,1,20480
23,0.6,2,12288
23,0.6,3,12288
23,0.6,4,12288
23,0.6,5,12288
24,0.6,1,20480
24,0.6,2,20480
24,0.6,3,12288
24,0.6,4,12288
24,0.6,5,20480
25,0.6,1,12288
25,0.6,2,20480
25,0.6,3,12288
25,0.6,4,12288
25,0.6,5,12288
26,0.6,1,20480
26,0.6,2,20480
26,0.6,3,20480
26,0.6,4,20480
26,0.6,5,20480
27,0.6,1,20480
27,0.6,2,20480
27,0.6,3,20480
27,0.6,4,20480
27,0.6,5,20480
28,0.6,1,20480
28,0.6,2,20480
28,0.6,3,20480
28,0.6,4,20480
28,0.6,5,20480
29,0.6,1,20480
29,0.6,2,20480
29,0.6,3,20480
29,0.6,4,20480
29,0.6,5,20480
30,0.6,1,20480
30,0.6,2,20480
30,0.6,3,20480
30,0.6,4,20480
30,0.6,5,20480
31,0.6,1,20480
31,0.6,2,20480
31,0.6,3,20480
31,0.6,4,20480
31,0.6,5,20480
32,0.6,1,20480
32,0.6,2,20480
32,0.6,3,20480
32,0.6,4,20480
32,0.6,5,20480
33,0.6,1,20480
33,0.6,2,20480
33,0.6,3,20480
33,0.6,4,20480
33,0.6,5,20480
34,0.6,1,20480
34,0.6,2,20480
34,0.6,3,20480
34,0.6,4,20480
34,0.6,5,20480
35,0.6,1,20480
35,0.6,2,20480
35,0.6,3,20480
35,0.6,4,20480
35,0.6,5,20480
36,0.6,1,20480
36,0.6,2,20480
36,0.6,3,20480
36,0.6,4,20480
36,0.6,5,20480
37,0.6,1,20480
37,0.6,2,20480
37,0.6,3,20480
37,0.6,4,20480
37,0.6,5,20480
38,0.6,1,20480
38,0.6,2,20480
38,0.6,3,20480
38,0.6,4,20480
38,0.6,5,20480
39,0.6,1,20480
39,0.6,2,20480
39,0.6,3,20480
39,0.6,4,20480
39,0.6,5,20480
40,0.6,1,20480
40,0.6,2,20480
40,0.6,3,20480
40,0.6,4,20480
40,0.6,5,20480
41,0.6,1,20480
41,0.6,2,20480
41,0.6,3,24576
41,0.6,4,20480
41,0.6,5,20480
42,0.6,1,20480
42,0.6,2,24576
42,0.6,3,20480
42,0.6,4,20480
42,0.6,5,24576
43,0.6,1,20480
43,0.6,2,20480
43,0.6,3,20480
43,0.6,4,20480
43,0.6,5,20480
44,0.6,1,20480
44,0.6,2,20480
44,0.6,3,20480
44,0.6,4,20480
44,0.6,5,20480
45,0.6,1,20480
45,0.6,2,24576
45,0.6,3,24576
45,0.6,4,20480
45,0.6,5,20480
46,0.6,1,20480
46,0.6,2,24576
46,0.6,3,20480
46,0.6,4,24576
46,0.6,5,24576
47,0.6,1,24576
47,0.6,2,24576
47,0.6,3,24576
47,0.6,4,24576
47,0.6,5,20480
48,0.6,1,20480
48,0.6,2,24576
48,0.6,3,24576
48,0.6,4,24576
48,0.6,5,20480
49,0.6,1,24576
49,0.6,2,24576
49,0.6,3,24576
49,0.6,4,20480
49,0.6,5,24576
50,0.6,1,24576
50,0.6,2,20480
50,0.6,3,24576
50,0.6,4,24576
50,0.6,5,24576
51,0.6,1,24576
51,0.6,2,24576
51,0.6,3,24576
51,0.6,4,24576
51,0.6,5,24576
52,0.6,1,24576
52,0.6,2,24576
52,0.6,3,24576
52,0.6,4,24576
52,0.6,5,24576
53,0.6,1,24576
53,0.6,2,24576
53,0.6,3,24576
53,0.6,4,24576
53,0.6,5,24576
54,0.6,1,24576
54,0.6,2,24576
54,0.6,3,24576
54,0.6,4,24576
54,0.6,5,24576
55,0.6,1,24576
55,0.6,2,24576
55,0.6,3,24576
55,0.6,4,24576
55,0.6,5,24576
56,0.6,1,24576
56,0.6,2,24576
56,0.6,3,24576
56,0.6,4,24576
56,0.6,5,24576
57,0.6,1,24576
57,0.6,2,24576
57,0.6,3,24576
57,0.6,4,24576
57,0.6,5,24576
58,0.6,1,24576
58,0.6,2,24576
58,0.6,3,24576
58,0.6,4,24576
58,0.6,5,24576
59,0.6,1,24576
59,0.6,2,24576
59,0.6,3,24576
59,0.6,4,24576
59,0.6,5,24576
60,0.6,1,24576
60,0.6,2,24576
60,0.6,3,24576
60,0.6,4,24576
60,0.6,5,28672
61,0.6,1,24576
61,0.6,2,24576
61,0.6,3,28672
61,0.6,4,24576
61,0.6,5,24576
62,0.6,1,24576
62,0.6,2,24576
62,0.6,3,24576
62,0.6,4,24576
62,0.6,5,28672
63,0.6,1,24576
63,0.6,2,24576
63,0.6,3,24576
63,0.6,4,24576
63,0.6,5,24576
64,0.6,1,24576
64,0.6,2,24576
64,0.6,3,24576
64,0.6,4,28672
64,0.6,5,28672
65,0.6,1,24576
65,0.6,2,28672
65,0.6,3,24576
65,0.6,4,24576
65,0.6,5,24576
66,0.6,1,24576
66,0.6,2,28672
66,0.6,3,28672
66,0.6,4,28672
66,0.6,5,24576
67,0.6,1,24576
67,0.6,2,28672
67,0.6,3,24576
67,0.6,4,28672
67,0.6,5,28672
68,0.6,1,28672
68,0.6,2,28672
68,0.6,3,28672
68,0.6,4,24576
68,0.6,5,24576
69,0.6,1,24576
69,0.6,2,28672
69,0.6,3,24576
69,0.6,4,24576
69,0.6,5,28672
70,0.6,1,28672
70,0.6,2,24576
70,0.6,3,28672
70,0.6,4,28672
70,0.6,5,24576
71,0.6,1,28672
71,0.6,2,28672
71,0.6,3,24576
71,0.6,4,28672
71,0.6,5,28672
72,0.6,1,28672
72,0.6,2,28672
72,0.6,3,24576
72,0.6,4,28672
72,0.6,5,28672
73,0.6,1,28672
73,0.6,2,24576
73,0.6,3,28672
73,0.6,4,28672
73,0.6,5,28672
74,0.6,1,28672
74,0.6,2,24576
74,0.6,3,28672
74,0.6,4,28672
74,0.6,5,28672
75,0.6,1,28672
75,0.6,2,28672
75,0.6,3,24576
75,0.6,4,28672
75,0.6,5,28672
76,0.6,1,28672
76,0.6,2,28672
76,0.6,3,28672
76,0.6,4,28672
76,0.6,5,28672
77,0.6,1,28672
77,0.6,2,28672
77,0.6,3,32768
77,0.6,4,28672
77,0.6,5,28672
78,0.6,1,28672
78,0.6,2,28672
78,0.6,3,28672
78,0.6,4,28672
78,0.6,5,28672
79,0.6,1,28672
79,0.6,2,28672
79,0.6,3,28672
79,0.6,4,28672
79,0.6,5,28672
80,0.6,1,28672
80,0.6,2,28672
80,0.6,3,28672
80,0.6,4,28672
80,0.6,5,28672
81,0.6,1,28672
81,0.6,2,28672
81,0.6,3,28672
81,0.6,4,32768
81,0.6,5,28672
82,0.6,1,28672
82,0.6,2,28672
82,0.6,3,28672
82,0.6,4,28672
82,0.6,5,28672
83,0.6,1,28672
83,0.6,2,28672
83,0.6,3,28672
83,0.6,4,28672
83,0.6,5,32768
84,0.6,1,28672
84,0.6,2,28672
84,0.6,3,28672
84,0.6,4,28672
84,0.6,5,28672
85,0.6,1,28672
85,0.6,2,28672
85,0.6,3,32768
85,0.6,4,28672
85,0.6,5,28672
86,0.6,1,28672
86,0.6,2,28672
86,0.6,3,28672
86,0.6,4,32768
86,0.6,5,28672
87,0.6,1,32768
87,0.6,2,28672
87,0.6,3,32768
87,0.6,4,28672
87,0.6,5,28672
88,0.6,1,32768
88,0.6,2,28672
88,0.6,3,28672
88,0.6,4,28672
88,0.6,5,28672
89,0.6,1,32768
89,0.6,2,28672
89,0.6,3,28672
89,0.6,4,28672
89,0.6,5,32768
90,0.6,1,28672
90,0.6,2,28672
90,0.6,3,32768
90,0.6,4,32768
90,0.6,5,28672
91,0.6,1,32768
91,0.6,2,32768
91,0.6,3,32768
91,0.6,4,28672
91,0.6,5,28672
92,0.6,1,32768
92,0.6,2,28672
92,0.6,3,32768
92,0.6,4,32768
92,0.6,5,28672
93,0.6,1,32768
93,0.6,2,28672
93,0.6,3,32768
93,0.6,4,28672
93,0.6,5,28672
94,0.6,1,28672
94,0.6,2,32768
94,0.6,3,32768
94,0.6,4,32768
94,0.6,5,32768
95,0.6,1,28672
95,0.6,2,28672
95,0.6,3,32768
95,0.6,4,32768
95,0.6,5,32768
96,0.6,1,32768
96,0.6,2,32768
96,0.6,3,32768
96,0.6,4,28672
96,0.6,5,32768
97,0.6,1,32768
97,0.6,2,32768
97,0.6,3,32768
97,0.6,4,32768
97,0.6,5,32768
98,0.6,1,28672
98,0.6,2,32768
98,0.6,3,32768
98,0.6,4,32768
98,0.6,5,28672
99,0.6,1,32768
99,0.6,2,32768
99,0.6,3,32768
99,0.6,4,32768
99,0.6,5,32768
100,0.6,1,32768
100,0.6,2,32768
100,0.6,3,32768
100,0.6,4,28672
100,0.6,5,36864
1,0.7,1,12288
1,0.7,2,12288
1,0.7,3,12288
1,0.7,4,12288
1,0.7,5,12288
2,0.7,1,12288
2,0.7,2,12288
2,0.7,3,12288
2,0.7,4,12288
2,0.7,5,12288
3,0.7,1,12288
3,0.7,2,12288
3,0.7,3,12288
3,0.7,4,12288
3,0.7,5,12288
4,0.7,1,12288
4,0.7,2,12288
4,0.7,3,12288
4,0.7,4,12288
4,0.7,5,12288
5,0.7,1,12288
5,0.7,2,12288
5,0.7,3,12288
5,0.7,4,12288
5,0.7,5,12288
6,0.7,1,12288
6,0.7,2,12288
6,0.7,3,12288
6,0.7,4,12288
6,0.7,5,12288
7,0.7,1,12288
7,0.7,2,12288
7,0.7,3,12288
7,0.7,4,12288
7,0.7,5,12288
8,0.7,1,12288
8,0.7,2,12288
8,0.7,3,12288
8,0.7,4,12288
8,0.7,5,12288
9,0.7,1,12288
9,0.7,2,12288
9,0.7,3,12288
9,0.7,4,12288
9,0.7,5,12288
10,0.7,1,12288
10,0.7,2,12288
10,0.7,3,12288
10,0.7,4,12288
10,0.7,5,12288
11,0.7,1,12288
11,0.7,2,12288
11,0.7,3,12288
11,0.7,4,12288
11,0.7,5,12288
12,0.7,1,12288
12,0.7,2,12288
12,0.7,3,12288
12,0.7,4,12288
12,0.7,5,12288
13,0.7,1,12288
13,0.7,2,12288
13,0.7,3,12288
13,0.7,4,12288
13,0.7,5,12288
14,0.7,1,12288
14,0.7,2,12288
14,0.7,3,12288
14,0.7,4,12288
14,0.7,5,12288
15,0.7,1,12288
15,0.7,2,12288
15,0.7,3,12288
15,0.7,4,12288
15,0.7,5,12288
16,0.7,1,12288
16,0.7,2,12288
16,0.7,3,12288
16,0.7,4,12288
16,0.7,5,12288
17,0.7,1,12288
17,0.7,2,12288
17,0.7,3,12288
17,0.7,4,12288
17,0.7,5,12288
18,0.7,1,12288
18,0.7,2,12288
18,0.7,3,12288
18,0.7,4,12288
18,0.7,5,12288
19,0.7,1,12288
19,0.7,2,12288
19,0.7,3,12288
19,0.7,4,12288
19,0.7,5,12288
20,0.7,1,12288
20,0.7,2,12288
20,0.7,3,12288
20,0.7,4,12288
20,0.7,5,12288
21,0.7,1,12288
21,0.7,2,12288
21,0.7,3,12288
21,0.7,4,12288
21,0.7,5,12288
22,0.7,1,12288
22,0.7,2,20480
22,0.7,3,12288
22,0.7,4,12288
22,0.7,5,12288
23,0.7,1,12288
23,0.7,2,12288
23,0.7,3,20480
23,0.7,4,20480
23,0.7,5,12288
24,0.7,1,20480
24,0.7,2,12288
24,0.7,3,20480
24,0.7,4,20480
24,0.7,5,12288
25,0.7,1,20480
25,0.7,2,20480
25,0.7,3,20480
25,0.7,4,20480
25,0.7,5,12288
26,0.7,1,20480
26,0.7,2,20480
26,0.7,3,12288
26,0.7,4,20480
26,0.7,5,20480
27,0.7,1,20480
27,0.7,2,20480
27,0.7,3,20480
27,0.7,4,12288
27,0.7,5,20480
28,0.7,1,20480
28,0.7,2,20480
28,0.7,3,20480
28,0.7,4,20480
28,0.7,5,20480
29,0.7,1,20480
29,0.7,2,20480
29,0.7,3,20480
29,0.7,4,20480
29,0.7,5,20480
30,0.7,1,20480
30,0.7,2,12288
30,0.7,3,20480
30,0.7,4,20480
30,0.7,5,20480
31,0.7,1,20480
31,0.7,2,20480
31,0.7,3,20480
31,0.7,4,20480
31,0.7,5,20480
32,0.7,1,20480
32,0.7,2,20480
32,0.7,3,20480
32,0.7,4,20480
32,0.7,5,20480
33,0.7,1,20480
33,0.7,2,20480
33,0.7,3,20480
33,0.7,4,20480
33,0.7,5,20480
34,0.7,1,20480
34,0.7,2,20480
34,0.7,3,20480
34,0.7,4,20480
34,0.7,5,20480
35,0.7,1,20480
35,0.7,2,20480
35,0.7,3,20480
35,0.7,4,20480
35,0.7,5,20480
36,0.7,1,20480
36,0.7,2,20480
36,0.7,3,20480
36,0.7,4,20480
36,0.7,5,20480
37,0.7,1,20480
37,0.7,2,20480
37,0.7,3,20480
37,0.7,4,20480
37,0.7,5,20480
38,0.7,1,20480
38,0.7,2,20480
38,0.7,3,20480
38,0.7,4,20480
38,0.7,5,20480
39,0.7,1,20480
39,0.7,2,20480
39,0.7,3,20480
39,0.7,4,20480
39,0.7,5,20480
40,0.7,1,20480
40,0.7,2,20480
40,0.7,3,20480
40,0.7,4,20480
40,0.7,5,20480
41,0.7,1,20480
41,0.7,2,20480
41,0.7,3,20480
41,0.7,4,20480
41,0.7,5,20480
42,0.7,1,20480
42,0.7,2,20480
42,0.7,3,20480
42,0.7,4,20480
42,0.7,5,20480
43,0.7,1,20480
43,0.7,2,24576
43,0.7,3,20480
43,0.7,4,20480
43,0.7,5,24576
44,0.7,1,20480
44,0.7,2,20480
44,0.7,3,20480
44,0.7,4,20480
44,0.7,5,20480
45,0.7,1,20480
45,0.7,2,20480
45,0.7,3,20480
45,0.7,4,24576
45,0.7,5,20480
46,0.7,1,20480
46,0.7,2,24576
46,0.7,3,24576
46,0.7,4,24576
46,0.7,5,20480
47,0.7,1,24576
47,0.7,2,24576
47,0.7,3,24576
47,0.7,4,24576
47,0.7,5,20480
48,0.7,1,24576
48,0.7,2,24576
48,0.7,3,24576
48,0.7,4,20480
48,0.7,5,24576
49,0.7,1,24576
49,0.7,2,24576
49,0.7,3,24576
49,0.7,4,24576
49,0.7,5,24576
50,0.7,1,24576
50,0.7,2,20480
50,0.7,3,20480
50,0.7,4,20480
50,0.7,5,24576
51,0.7,1,24576
51,0.7,2,24576
51,0.7,3,24576
51,0.7,4,24576
51,0.7,5,24576
52,0.7,1,24576
52,0.7,2,24576
52,0.7,3,24576
52,0.7,4,20480
52,0.7,5,24576
53,0.7,1,24576
53,0.7,2,24576
53,0.7,3,24576
53,0.7,4,24576
53,0.7,5,24576
54,0.7,1,24576
54,0.7,2,24576
54,0.7,3,24576
54,0.7,4,24576
54,0.7,5,24576
55,0.7,1,24576
55,0.7,2,24576
55,0.7,3,24576
55,0.7,4,24576
55,0.7,5,24576
56,0.7,1,24576
56,0.7,2,24576
56,0.7,3,24576
56,0.7,4,24576
56,0.7,5,24576
57,0.7,1,24576
57,0.7,2,24576
57,0.7,3,24576
57,0.7,4,24576
57,0.7,5,24576
58,0.7,1,24576
58,0.7,2,24576
58,0.7,3,24576
58,0.7,4,24576
58,0.7,5,24576
59,0.7,1,24576
59,0.7,2,24576
59,0.7,3,24576
59,0.7,4,24576
59,0.7,5,24576
60,0.7,1,24576
60,0.7,2,24576
60,0.7,3,24576
60,0.7,4,24576
60,0.7,5,24576
61,0.7,1,24576
61,0.7,2,24576
61,0.7,3,24576
61,0.7,4,24576
61,0.7,5,24576
62,0.7,1,24576
62,0.7,2,24576
62,0.7,3,24576
