N,P,X,Filesize
54,0.2,2,24576
54,0.2,3,24576
54,0.2,4,28672
54,0.2,5,24576
55,0.2,1,24576
55,0.2,2,24576
55,0.2,3,24576
55,0.2,4,24576
55,0.2,5,24576
56,0.2,1,24576
56,0.2,2,24576
56,0.2,3,24576
56,0.2,4,24576
56,0.2,5,24576
57,0.2,1,24576
57,0.2,2,28672
57,0.2,3,24576
57,0.2,4,24576
57,0.2,5,28672
58,0.2,1,24576
58,0.2,2,24576
58,0.2,3,24576
58,0.2,4,24576
58,0.2,5,28672
59,0.2,1,24576
59,0.2,2,24576
59,0.2,3,24576
59,0.2,4,24576
59,0.2,5,24576
60,0.2,1,28672
60,0.2,2,24576
60,0.2,3,24576
60,0.2,4,24576
60,0.2,5,24576
61,0.2,1,28672
61,0.2,2,24576
61,0.2,3,28672
61,0.2,4,28672
61,0.2,5,24576
62,0.2,1,24576
62,0.2,2,24576
62,0.2,3,28672
62,0.2,4,24576
62,0.2,5,28672
63,0.2,1,24576
63,0.2,2,24576
63,0.2,3,24576
63,0.2,4,24576
63,0.2,5,28672
64,0.2,1,28672
64,0.2,2,28672
64,0.2,3,28672
64,0.2,4,28672
64,0.2,5,24576
65,0.2,1,24576
65,0.2,2,24576
65,0.2,3,28672
65,0.2,4,24576
65,0.2,5,28672
66,0.2,1,24576
66,0.2,2,28672
66,0.2,3,24576
66,0.2,4,28672
66,0.2,5,28672
67,0.2,1,28672
67,0.2,2,28672
67,0.2,3,28672
67,0.2,4,28672
67,0.2,5,28672
68,0.2,1,24576
68,0.2,2,28672
68,0.2,3,28672
68,0.2,4,24576
68,0.2,5,28672
69,0.2,1,28672
69,0.2,2,28672
69,0.2,3,28672
69,0.2,4,28672
69,0.2,5,28672
70,0.2,1,28672
70,0.2,2,28672
70,0.2,3,28672
70,0.2,4,24576
70,0.2,5,28672
71,0.2,1,28672
71,0.2,2,28672
71,0.2,3,28672
71,0.2,4,28672
71,0.2,5,28672
72,0.2,1,28672
72,0.2,2,28672
72,0.2,3,28672
72,0.2,4,28672
72,0.2,5,28672
73,0.2,1,28672
73,0.2,2,28672
73,0.2,3,28672
73,0.2,4,24576
73,0.2,5,28672
74,0.2,1,28672
74,0.2,2,24576
74,0.2,3,32768
74,0.2,4,28672
74,0.2,5,32768
75,0.2,1,28672
75,0.2,2,28672
75,0.2,3,28672
75,0.2,4,24576
75,0.2,5,28672
76,0.2,1,32768
76,0.2,2,32768
76,0.2,3,28672
76,0.2,4,32768
76,0.2,5,28672
77,0.2,1,28672
77,0.2,2,28672
77,0.2,3,28672
77,0.2,4,28672
77,0.2,5,32768
78,0.2,1,28672
78,0.2,2,28672
78,0.2,3,28672
78,0.2,4,32768
78,0.2,5,32768
79,0.2,1,28672
79,0.2,2,28672
79,0.2,3,28672
79,0.2,4,32768
79,0.2,5,32768
80,0.2,1,28672
80,0.2,2,28672
80,0.2,3,28672
80,0.2,4,28672
80,0.2,5,28672
81,0.2,1,32768
81,0.2,2,32768
81,0.2,3,28672
81,0.2,4,28672
81,0.2,5,28672
82,0.2,1,32768
82,0.2,2,32768
82,0.2,3,28672
82,0.2,4,28672
82,0.2,5,32768
83,0.2,1,28672
83,0.2,2,28672
83,0.2,3,28672
83,0.2,4,28672
83,0.2,5,28672
84,0.2,1,32768
84,0.2,2,32768
84,0.2,3,28672
84,0.2,4,32768
84,0.2,5,28672
85,0.2,1,32768
85,0.2,2,32768
85,0.2,3,28672
85,0.2,4,32768
85,0.2,5,28672
86,0.2,1,32768
86,0.2,2,32768
86,0.2,3,32768
86,0.2,4,32768
86,0.2,5,32768
87,0.2,1,28672
87,0.2,2,32768
87,0.2,3,36864
87,0.2,4,32768
87,0.2,5,28672
88,0.2,1,32768
88,0.2,2,32768
88,0.2,3,28672
88,0.2,4,36864
88,0.2,5,32768
89,0.2,1,32768
89,0.2,2,32768
89,0.2,3,32768
89,0.2,4,32768
89,0.2,5,28672
90,0.2,1,36864
90,0.2,2,32768
90,0.2,3,32768
90,0.2,4,32768
90,0.2,5,32768
91,0.2,1,32768
91,0.2,2,32768
91,0.2,3,32768
91,0.2,4,32768
91,0.2,5,32768
92,0.2,1,32768
92,0.2,2,32768
92,0.2,3,32768
92,0.2,4,32768
92,0.2,5,32768
93,0.2,1,36864
93,0.2,2,32768
93,0.2,3,32768
93,0.2,4,32768
93,0.2,5,28672
94,0.2,1,32768
94,0.2,2,32768
94,0.2,3,32768
94,0.2,4,40960
94,0.2,5,32768
95,0.2,1,32768
95,0.2,2,32768
95,0.2,3,36864
95,0.2,4,32768
95,0.2,5,28672
96,0.2,1,32768
96,0.2,2,32768
96,0.2,3,32768
96,0.2,4,32768
96,0.2,5,32768
97,0.2,1,32768
97,0.2,2,36864
97,0.2,3,32768
97,0.2,4,32768
97,0.2,5,32768
98,0.2,1,32768
98,0.2,2,36864
98,0.2,3,32768
98,0.2,4,36864
98,0.2,5,32768
99,0.2,1,32768
99,0.2,2,32768
99,0.2,3,36864
99,0.2,4,32768
99,0.2,5,40960
100,0.2,1,36864
100,0.2,2,32768
100,0.2,3,36864
100,0.2,4,36864
100,0.2,5,32768
1,0.3,1,12288
1,0.3,2,12288
1,0.3,3,12288
1,0.3,4,12288
1,0.3,5,12288
2,0.3,1,12288
2,0.3,2,12288
2,0.3,3,12288
2,0.3,4,12288
2,0.3,5,12288
3,0.3,1,12288
3,0.3,2,12288
3,0.3,3,12288
3,0.3,4,12288
3,0.3,5,12288
4,0.3,1,12288
4,0.3,2,12288
4,0.3,3,12288
4,0.3,4,12288
4,0.3,5,12288
5,0.3,1,12288
5,0.3,2,12288
5,0.3,3,12288
5,0.3,4,12288
5,0.3,5,12288
6,0.3,1,12288
6,0.3,2,12288
6,0.3,3,12288
6,0.3,4,12288
6,0.3,5,12288
7,0.3,1,12288
7,0.3,2,12288
7,0.3,3,12288
7,0.3,4,12288
7,0.3,5,12288
8,0.3,1,12288
8,0.3,2,12288
8,0.3,3,12288
8,0.3,4,12288
8,0.3,5,12288
9,0.3,1,12288
9,0.3,2,12288
9,0.3,3,12288
9,0.3,4,12288
9,0.3,5,12288
10,0.3,1,12288
10,0.3,2,12288
10,0.3,3,12288
10,0.3,4,12288
10,0.3,5,12288
11,0.3,1,12288
11,0.3,2,12288
11,0.3,3,12288
11,0.3,4,12288
11,0.3,5,12288
12,0.3,1,12288
12,0.3,2,12288
12,0.3,3,12288
12,0.3,4,12288
12,0.3,5,12288
13,0.3,1,12288
13,0.3,2,12288
13,0.3,3,12288
13,0.3,4,12288
13,0.3,5,12288
14,0.3,1,12288
14,0.3,2,12288
14,0.3,3,12288
14,0.3,4,12288
14,0.3,5,12288
15,0.3,1,12288
15,0.3,2,12288
15,0.3,3,12288
15,0.3,4,12288
15,0.3,5,12288
16,0.3,1,12288
16,0.3,2,12288
16,0.3,3,12288
16,0.3,4,12288
16,0.3,5,12288
17,0.3,1,12288
17,0.3,2,12288
17,0.3,3,12288
17,0.3,4,12288
17,0.3,5,12288
18,0.3,1,20480
18,0.3,2,12288
18,0.3,3,12288
18,0.3,4,12288
18,0.3,5,12288
19,0.3,1,12288
19,0.3,2,12288
19,0.3,3,12288
19,0.3,4,12288
19,0.3,5,12288
20,0.3,1,12288
20,0.3,2,12288
20,0.3,3,12288
20,0.3,4,12288
20,0.3,5,12288
21,0.3,1,20480
21,0.3,2,12288
21,0.3,3,12288
21,0.3,4,20480
21,0.3,5,12288
22,0.3,1,12288
22,0.3,2,20480
22,0.3,3,12288
22,0.3,4,12288
22,0.3,5,12288
23,0.3,1,20480
23,0.3,2,20480
23,0.3,3,20480
23,0.3,4,20480
23,0.3,5,20480
24,0.3,1,12288
24,0.3,2,12288
24,0.3,3,12288
24,0.3,4,12288
24,0.3,5,12288
25,0.3,1,12288
25,0.3,2,20480
25,0.3,3,20480
25,0.3,4,12288
25,0.3,5,20480
26,0.3,1,12288
26,0.3,2,20480
26,0.3,3,20480
26,0.3,4,20480
26,0.3,5,20480
27,0.3,1,20480
27,0.3,2,20480
27,0.3,3,20480
27,0.3,4,20480
27,0.3,5,20480
28,0.3,1,20480
28,0.3,2,20480
28,0.3,3,20480
28,0.3,4,20480
28,0.3,5,20480
29,0.3,1,20480
29,0.3,2,20480
29,0.3,3,20480
29,0.3,4,20480
29,0.3,5,20480
30,0.3,1,20480
30,0.3,2,20480
30,0.3,3,20480
30,0.3,4,20480
30,0.3,5,20480
31,0.3,1,20480
31,0.3,2,20480
31,0.3,3,20480
31,0.3,4,20480
31,0.3,5,20480
32,0.3,1,20480
32,0.3,2,20480
32,0.3,3,20480
32,0.3,4,20480
32,0.3,5,20480
33,0.3,1,20480
33,0.3,2,20480
33,0.3,3,20480
33,0.3,4,20480
33,0.3,5,20480
34,0.3,1,20480
34,0.3,2,20480
34,0.3,3,20480
34,0.3,4,20480
34,0.3,5,20480
35,0.3,1,20480
35,0.3,2,20480
35,0.3,3,20480
35,0.3,4,20480
35,0.3,5,20480
36,0.3,1,20480
36,0.3,2,20480
36,0.3,3,20480
36,0.3,4,20480
36,0.3,5,20480
37,0.3,1,20480
37,0.3,2,20480
37,0.3,3,20480
37,0.3,4,20480
37,0.3,5,20480
38,0.3,1,20480
38,0.3,2,20480
38,0.3,3,20480
38,0.3,4,20480
38,0.3,5,20480
39,0.3,1,20480
39,0.3,2,20480
39,0.3,3,20480
39,0.3,4,20480
39,0.3,5,20480
40,0.3,1,20480
40,0.3,2,20480
40,0.3,3,20480
40,0.3,4,20480
40,0.3,5,20480
41,0.3,1,20480
41,0.3,2,20480
41,0.3,3,20480
41,0.3,4,20480
41,0.3,5,24576
42,0.3,1,20480
42,0.3,2,24576
42,0.3,3,20480
42,0.3,4,20480
42,0.3,5,20480
43,0.3,1,20480
43,0.3,2,20480
43,0.3,3,24576
43,0.3,4,20480
43,0.3,5,24576
44,0.3,1,20480
44,0.3,2,20480
44,0.3,3,24576
44,0.3,4,20480
44,0.3,5,24576
45,0.3,1,20480
45,0.3,2,20480
45,0.3,3,24576
45,0.3,4,24576
45,0.3,5,20480
46,0.3,1,20480
46,0.3,2,24576
46,0.3,3,24576
46,0.3,4,24576
46,0.3,5,24576
47,0.3,1,24576
47,0.3,2,24576
47,0.3,3,24576
47,0.3,4,24576
47,0.3,5,20480
48,0.3,1,24576
48,0.3,2,24576
48,0.3,3,24576
48,0.3,4,24576
48,0.3,5,20480
49,0.3,1,24576
49,0.3,2,24576
49,0.3,3,24576
49,0.3,4,24576
49,0.3,5,24576
50,0.3,1,24576
50,0.3,2,24576
50,0.3,3,24576
50,0.3,4,24576
50,0.3,5,24576
51,0.3,1,24576
51,0.3,2,24576
51,0.3,3,24576
51,0.3,4,24576
51,0.3,5,24576
52,0.3,1,24576
52,0.3,2,24576
52,0.3,3,24576
52,0.3,4,24576
52,0.3,5,24576
53,0.3,1,24576
53,0.3,2,24576
53,0.3,3,24576
53,0.3,4,24576
53,0.3,5,24576
54,0.3,1,24576
54,0.3,2,24576
54,0.3,3,24576
54,0.3,4,24576
54,0.3,5,24576
55,0.3,1,24576
55,0.3,2,24576
55,0.3,3,24576
55,0.3,4,24576
55,0.3,5,24576
56,0.3,1,24576
56,0.3,2,24576
56,0.3,3,24576
56,0.3,4,24576
56,0.3,5,24576
57,0.3,1,24576
57,0.3,2,24576
57,0.3,3,24576
57,0.3,4,24576
57,0.3,5,24576
58,0.3,1,24576
58,0.3,2,24576
58,0.3,3,24576
58,0.3,4,24576
58,0.3,5,24576
59,0.3,1,24576
59,0.3,2,24576
59,0.3,3,24576
59,0.3,4,24576
59,0.3,5,24576
60,0.3,1,24576
60,0.3,2,24576
60,0.3,3,24576
60,0.3,4,24576
60,0.3,5,24576
61,0.3,1,24576
61,0.3,2,28672
61,0.3,3,28672
61,0.3,4,28672
61,0.3,5,28672
62,0.3,1,24576
62,0.3,2,28672
62,0.3,3,28672
62,0.3,4,28672
62,0.3,5,28672
63,0.3,1,28672
63,0.3,2,24576
63,0.3,3,24576
63,0.3,4,28672
63,0.3,5,24576
64,0.3,1,24576
64,0.3,2,28672
64,0.3,3,24576
64,0.3,4,24576
64,0.3,5,24576
65,0.3,1,28672
65,0.3,2,24576
65,0.3,3,28672
65,0.3,4,28672
65,0.3,5,28672
66,0.3,1,28672
66,0.3,2,28672
66,0.3,3,24576
66,0.3,4,24576
66,0.3,5,24576
67,0.3,1,28672
67,0.3,2,28672
67,0.3,3,28672
67,0.3,4,28672
67,0.3,5,28672
68,0.3,1,24576
68,0.3,2,24576
68,0.3,3,24576
68,0.3,4,28672
68,0.3,5,28672
69,0.3,1,24576
69,0.3,2,28672
69,0.3,3,28672
69,0.3,4,28672
69,0.3,5,24576
70,0.3,1,28672
70,0.3,2,24576
70,0.3,3,28672
70,0.3,4,24576
70,0.3,5,28672
71,0.3,1,28672
71,0.3,2,28672
71,0.3,3,28672
71,0.3,4,28672
71,0.3,5,24576
72,0.3,1,28672
72,0.3,2,28672
72,0.3,3,28672
72,0.3,4,28672
72,0.3,5,28672
73,0.3,1,28672
73,0.3,2,28672
73,0.3,3,28672
73,0.3,4,24576
73,0.3,5,28672
74,0.3,1,28672
74,0.3,2,28672
74,0.3,3,28672
74,0.3,4,28672
74,0.3,5,28672
75,0.3,1,28672
75,0.3,2,24576
75,0.3,3,28672
75,0.3,4,28672
75,0.3,5,28672
76,0.3,1,28672
76,0.3,2,32768
76,0.3,3,28672
76,0.3,4,28672
76,0.3,5,28672
77,0.3,1,32768
77,0.3,2,28672
77,0.3,3,28672
77,0.3,4,28672
77,0.3,5,28672
78,0.3,1,28672
78,0.3,2,28672
78,0.3,3,28672
78,0.3,4,32768
78,0.3,5,28672
79,0.3,1,28672
79,0.3,2,28672
79,0.3,3,28672
79,0.3,4,28672
79,0.3,5,32768
80,0.3,1,28672
80,0.3,2,28672
80,0.3,3,28672
80,0.3,4,28672
80,0.3,5,28672
81,0.3,1,28672
81,0.3,2,28672
81,0.3,3,32768
81,0.3,4,32768
81,0.3,5,28672
82,0.3,1,28672
82,0.3,2,32768
82,0.3,3,28672
82,0.3,4,28672
82,0.3,5,28672
83,0.3,1,32768
83,0.3,2,28672
83,0.3,3,28672
83,0.3,4,28672
83,0.3,5,32768
84,0.3,1,28672
84,0.3,2,28672
84,0.3,3,32768
84,0.3,4,28672
84,0.3,5,32768
85,0.3,1,28672
85,0.3,2,28672
85,0.3,3,28672
85,0.3,4,28672
85,0.3,5,32768
86,0.3,1,32768
86,0.3,2,28672
86,0.3,3,28672
86,0.3,4,32768
86,0.3,5,28672
87,0.3,1,32768
87,0.3,2,32768
87,0.3,3,28672
87,0.3,4,32768
87,0.3,5,32768
88,0.3,1,32768
88,0.3,2,32768
88,0.3,3,28672
88,0.3,4,28672
88,0.3,5,32768
89,0.3,1,28672
89,0.3,2,32768
89,0.3,3,28672
89,0.3,4,32768
89,0.3,5,32768
90,0.3,1,32768
90,0.3,2,32768
90,0.3,3,32768
90,0.3,4,32768
90,0.3,5,32768
91,0.3,1,28672
91,0.3,2,28672
91,0.3,3,32768
91,0.3,4,32768
91,0.3,5,32768
92,0.3,1,32768
92,0.3,2,32768
92,0.3,3,32768
92,0.3,4,32768
92,0.3,5,32768
93,0.3,1,32768
93,0.3,2,32768
93,0.3,3,32768
93,0.3,4,32768
93,0.3,5,32768
94,0.3,1,28672
94,0.3,2,32768
94,0.3,3,32768
94,0.3,4,36864
94,0.3,5,32768
95,0.3,1,32768
95,0.3,2,32768
95,0.3,3,32768
95,0.3,4,32768
95,0.3,5,32768
96,0.3,1,32768
96,0.3,2,32768
96,0.3,3,36864
96,0.3,4,32768
96,0.3,5,36864
97,0.3,1,32768
97,0.3,2,32768
97,0.3,3,32768
97,0.3,4,32768
97,0.3,5,36864
98,0.3,1,32768
98,0.3,2,32768
98,0.3,3,32768
98,0.3,4,28672
98,0.3,5,32768
99,0.3,1,32768
99,0.3,2,32768
99,0.3,3,36864
99,0.3,4,32768
99,0.3,5,32768
100,0.3,1,36864
100,0.3,2,32768
100,0.3,3,36864
100,0.3,4,36864
100,0.3,5,32768
1,0.4,1,12288
1,0.4,2,12288
1,0.4,3,12288
1,0.4,4,12288
1,0.4,5,12288
2,0.4,1,12288
2,0.4,2,12288
2,0.4,3,12288
2,0.4,4,12288
2,0.4,5,12288
3,0.4,1,12288
3,0.4,2,12288
3,0.4,3,12288
3,0.4,4,12288
3,0.4,5,12288
4,0.4,1,12288
4,0.4,2,12288
4,0.4,3,12288
4,0.4,4,12288
4,0.4,5,12288
5,0.4,1,12288
5,0.4,2,12288
5,0.4,3,12288
5,0.4,4,12288
5,0.4,5,12288
6,0.4,1,12288
6,0.4,2,12288
6,0.4,3,12288
6,0.4,4,12288
6,0.4,5,12288
7,0.4,1,12288
7,0.4,2,12288
7,0.4,3,12288
7,0.4,4,12288
7,0.4,5,12288
8,0.4,1,12288
8,0.4,2,12288
8,0.4,3,12288
8,0.4,4,12288
8,0.4,5,12288
9,0.4,1,12288
9,0.4,2,12288
9,0.4,3,12288
9,0.4,4,12288
9,0.4,5,12288
10,0.4,1,12288
10,0.4,2,12288
10,0.4,3,12288
10,0.4,4,12288
10,0.4,5,12288
11,0.4,1,12288
11,0.4,2,12288
11,0.4,3,12288
11,0.4,4,12288
11,0.4,5,12288
12,0.4,1,12288
12,0.4,2,12288
12,0.4,3,12288
12,0.4,4,12288
12,0.4,5,12288
13,0.4,1,12288
13,0.4,2,12288
13,0.4,3,12288
13,0.4,4,12288
13,0.4,5,12288
14,0.4,1,12288
14,0.4,2,12288
14,0.4,3,12288
14,0.4,4,12288
14,0.4,5,12288
15,0.4,1,12288
15,0.4,2,12288
15,0.4,3,12288
15,0.4,4,12288
15,0.4,5,12288
16,0.4,1,12288
16,0.4,2,12288
16,0.4,3,12288
16,0.4,4,12288
16,0.4,5,12288
17,0.4,1,12288
17,0.4,2,12288
17,0.4,3,12288
17,0.4,4,12288
17,0.4,5,12288
18,0.4,1,12288
18,0.4,2,12288
18,0.4,3,12288
18,0.4,4,20480
18,0.4,5,12288
19,0.4,1,12288
19,0.4,2,12288
19,0.4,3,12288
19,0.4,4,12288
19,0.4,5,12288
20,0.4,1,12288
20,0.4,2,12288
20,0.4,3,12288
20,0.4,4,12288
20,0.4,5,12288
21,0.4,1,12288
21,0.4,2,12288
21,0.4,3,20480
21,0.4,4,12288
21,0.4,5,12288
22,0.4,1,12288
22,0.4,2,12288
22,0.4,3,12288
22,0.4,4,12288
22,0.4,5,20480
23,0.4,1,20480
23,0.4,2,12288
23,0.4,3,12288
23,0.4,4,20480
23,0.4,5,12288
24,0.4,1,12288
24,0.4,2,20480
24,0.4,3,12288
24,0.4,4,12288
24,0.4,5,20480
25,0.4,1,12288
25,0.4,2,20480
25,0.4,3,20480
25,0.4,4,12288
25,0.4,5,20480
26,0.4,1,20480
26,0.4,2,20480
26,0.4,3,12288
26,0.4,4,20480
26,0.4,5,12288
27,0.4,1,20480
27,0.4,2,20480
27,0.4,3,20480
27,0.4,4,20480
27,0.4,5,20480
28,0.4,1,20480
28,0.4,2,20480
28,0.4,3,20480
28,0.4,4,20480
28,0.4,5,20480
29,0.4,1,20480
29,0.4,2,20480
29,0.4,3,20480
29,0.4,4,20480
29,0.4,5,12288
30,0.4,1,20480
30,0.4,2,20480
30,0.4,3,20480
30,0.4,4,20480
30,0.4,5,20480
31,0.4,1,20480
31,0.4,2,20480
31,0.4,3,20480
31,0.4,4,20480
31,0.4,5,20480
32,0.4,1,20480
32,0.4,2,20480
32,0.4,3,20480
32,0.4,4,20480
32,0.4,5,20480
33,0.4,1,20480
33,0.4,2,20480
33,0.4,3,20480
33,0.4,4,20480
33,0.4,5,20480
34,0.4,1,20480
34,0.4,2,20480
34,0.4,3,20480
34,0.4,4,20480
34,0.4,5,20480
35,0.4,1,20480
35,0.4,2,20480
35,0.4,3,20480
35,0.4,4,20480
35,0.4,5,20480
36,0.4,1,20480
36,0.4,2,20480
36,0.4,3,20480
36,0.4,4,20480
36,0.4,5,20480
37,0.4,1,20480
37,0.4,2,20480
37,0.4,3,20480
37,0.4,4,20480
37,0.4,5,20480
38,0.4,1,20480
38,0.4,2,20480
38,0.4,3,20480
38,0.4,4,20480
38,0.4,5,24576
39,0.4,1,20480
39,0.4,2,20480
39,0.4,3,20480
39,0.4,4,24576
39,0.4,5,20480
40,0.4,1,20480
40,0.4,2,20480
40,0.4,3,20480
40,0.4,4,20480
40,0.4,5,20480
41,0.4,1,20480
41,0.4,2,24576
41,0.4,3,20480
41,0.4,4,20480
41,0.4,5,24576
42,0.4,1,20480
42,0.4,2,24576
42,0.4,3,20480
42,0.4,4,20480
42,0.4,5,20480
43,0.4,1,24576
43,0.4,2,24576
43,0.4,3,24576
43,0.4,4,20480
43,0.4,5,24576
44,0.4,1,20480
44,0.4,2,20480
44,0.4,3,20480
44,0.4,4,20480
44,0.4,5,20480
45,0.4,1,24576
45,0.4,2,20480
45,0.4,3,20480
45,0.4,4,20480
45,0.4,5,24576
46,0.4,1,24576
46,0.4,2,20480
46,0.4,3,24576
46,0.4,4,20480
46,0.4,5,24576
47,0.4,1,20480
47,0.4,2,24576
47,0.4,3,20480
47,0.4,4,20480
47,0.4,5,24576
48,0.4,1,24576
48,0.4,2,24576
48,0.4,3,24576
48,0.4,4,24576
48,0.4,5,24576
49,0.4,1,24576
49,0.4,2,20480
49,0.4,3,24576
49,0.4,4,24576
49,0.4,5,24576
50,0.4,1,24576
50,0.4,2,24576
50,0.4,3,24576
50,0.4,4,24576
50,0.4,5,20480
51,0.4,1,24576
51,0.4,2,24576
51,0.4,3,24576
51,0.4,4,24576
51,0.4,5,24576
52,0.4,1,24576
52,0.4,2,24576
52,0.4,3,24576
52,0.4,4,24576
52,0.4,5,24576
53,0.4,1,24576
53,0.4,2,24576
53,0.4,3,24576
53,0.4,4,24576
53,0.4,5,20480
54,0.4,1,24576
54,0.4,2,24576
54,0.4,3,24576
54,0.4,4,24576
54,0.4,5,24576
55,0.4,1,24576
55,0.4,2,24576
55,0.4,3,24576
55,0.4,4,24576
55,0.4,5,24576
56,0.4,1,28672
56,0.4,2,24576
56,0.4,3,24576
56,0.4,4,24576
56,0.4,5,28672
57,0.4,1,24576
57,0.4,2,24576
57,0.4,3,24576
57,0.4,4,24576
57,0.4,5,24576
58,0.4,1,28672
58,0.4,2,24576
58,0.4,3,24576
58,0.4,4,24576
58,0.4,5,24576
59,0.4,1,24576
59,0.4,2,24576
59,0.4,3,24576
59,0.4,4,24576
59,0.4,5,24576
60,0.4,1,24576
60,0.4,2,28672
60,0.4,3,28672
60,0.4,4,24576
60,0.4,5,24576
61,0.4,1,24576
61,0.4,2,24576
61,0.4,3,24576
61,0.4,4,24576
61,0.4,5,28672
62,0.4,1,24576
62,0.4,2,28672
62,0.4,3,24576
62,0.4,4,24576
62,0.4,5,24576
63,0.4,1,24576
63,0.4,2,28672
63,0.4,3,24576
63,0.4,4,24576
63,0.4,5,28672
64,0.4,1,24576
64,0.4,2,24576
64,0.4,3,28672
64,0.4,4,24576
64,0.4,5,24576
65,0.4,1,24576
65,0.4,2,24576
65,0.4,3,24576
65,0.4,4,24576
65,0.4,5,28672
66,0.4,1,28672
66,0.4,2,24576
66,0.4,3,24576
66,0.4,4,24576
66,0.4,5,28672
67,0.4,1,28672
67,0.4,2,28672
67,0.4,3,24576
67,0.4,4,24576
67,0.4,5,24576
68,0.4,1,24576
68,0.4,2,28672
68,0.4,3,24576
68,0.4,4,24576
68,0.4,5,28672
69,0.4,1,28672
69,0.4,2,28672
69,0.4,3,28672
69,0.4,4,24576
69,0.4,5,28672
70,0.4,1,24576
70,0.4,2,24576
70,0.4,3,28672
70,0.4,4,24576
70,0.4,5,28672
71,0.4,1,28672
71,0.4,2,24576
71,0.4,3,28672
71,0.4,4,28672
71,0.4,5,24576
72,0.4,1,28672
72,0.4,2,32768
72,0.4,3,28672
72,0.4,4,24576
72,0.4,5,28672
73,0.4,1,28672
73,0.4,2,28672
73,0.4,3,28672
73,0.4,4,28672
73,0.4,5,28672
74,0.4,1,28672
74,0.4,2,28672
74,0.4,3,24576
74,0.4,4,28672
74,0.4,5,28672
75,0.4,1,28672
75,0.4,2,28672
75,0.4,3,28672
75,0.4,4,28672
75,0.4,5,28672
76,0.4,1,28672
76,0.4,2,32768
76,0.4,3,28672
76,0.4,4,24576
76,0.4,5,28672
77,0.4,1,28672
77,0.4,2,24576
77,0.4,3,28672
77,0.4,4,28672
77,0.4,5,28672
78,0.4,1,28672
78,0.4,2,28672
78,0.4,3,28672
78,0.4,4,28672
78,0.4,5,28672
79,0.4,1,28672
79,0.4,2,28672
79,0.4,3,28672
79,0.4,4,32768
79,0.4,5,28672
80,0.4,1,28672
80,0.4,2,28672
80,0.4,3,32768
80,0.4,4,28672
80,0.4,5,28672
81,0.4,1,28672
81,0.4,2,28672
81,0.4,3,28672
81,0.4,4,28672
81,0.4,5,28672
82,0.4,1,28672
82,0.4,2,28672
82,0.4,3,28672
82,0.4,4,28672
82,0.4,5,28672
83,0.4,1,28672
83,0.4,2,28672
83,0.4,3,32768
83,0.4,4,28672
83,0.4,5,32768
84,0.4,1,28672
84,0.4,2,32768
84,0.4,3,28672
84,0.4,4,28672
84,0.4,5,28672
85,0.4,1,32768
85,0.4,2,28672
85,0.4,3,28672
85,0.4,4,32768
85,0.4,5,28672
86,0.4,1,28672
86,0.4,2,28672
86,0.4,3,28672
86,0.4,4,28672
86,0.4,5,32768
87,0.4,1,32768
87,0.4,2,28672
87,0.4,3,28672
87,0.4,4,32768
87,0.4,5,32768
88,0.4,1,28672
88,0.4,2,32768
88,0.4,3,28672
88,0.4,4,32768
88,0.4,5,32768
89,0.4,1,28672
89,0.4,2,28672
89,0.4,3,28672
89,0.4,4,32768
89,0.4,5,32768
90,0.4,1,28672
90,0.4,2,28672
90,0.4,3,32768
90,0.4,4,28672
90,0.4,5,32768
91,0.4,1,32768
91,0.4,2,32768
91,0.4,3,28672
91,0.4,4,32768
91,0.4,5,32768
92,0.4,1,32768
92,0.4,2,32768
92,0.4,3,28672
92,0.4,4,32768
92,0.4,5,28672
93,0.4,1,32768
93,0.4,2,32768
93,0.4,3,28672
93,0.4,4,32768
93,0.4,5,32768
94,0.4,1,32768
94,0.4,2,32768
94,0.4,3,32768
94,0.4,4,32768
94,0.4,5,32768
95,0.4,1,28672
95,0.4,2,32768
95,0.4,3,32768
95,0.4,4,32768
95,0.4,5,32768
96,0.4,1,32768
96,0.4,2,32768
96,0.4,3,32768
96,0.4,4,32768
96,0.4,5,28672
97,0.4,1,32768
97,0.4,2,32768
97,0.4,3,32768
97,0.4,4,32768
97,0.4,5,32768
98,0.4,1,32768
98,0.4,2,32768
98,0.4,3,32768
98,0.4,4,32768
98,0.4,5,28672
99,0.4,1,32768
99,0.4,2,32768
99,0.4,3,32768
99,0.4,4,32768
99,0.4,5,32768
100,0.4,1,32768
100,0.4,2,32768
100,0.4,3,32768
100,0.4,4,32768
100,0.4,5,32768
1,0.5,1,12288
1,0.5,2,12288
1,0.5,3,12288
1,0.5,4,12288
1,0.5,5,12288
2,0.5,1,12288
2,0.5,2,12288
2,0.5,3,12288
2,0.5,4,12288
2,0.5,5,12288
3,0.5,1,12288
3,0.5,2,12288
3,0.5,3,12288
3,0.5,4,12288
3,0.5,5,12288
4,0.5,1,12288
4,0.5,2,12288
4,0.5,3,12288
4,0.5,4,12288
4,0.5,5,12288
5,0.5,1,12288
5,0.5,2,12288
5,0.5,3,12288
5,0.5,4,12288
5,0.5,5,12288
6,0.5,1,12288
6,0.5,2,12288
6,0.5,3,12288
6,0.5,4,12288
6,0.5,5,12288
7,0.5,1,12288
7,0.5,2,12288
7,0.5,3,12288
7,0.5,4,12288
7,0.5,5,12288
8,0.5,1,12288
8,0.5,2,12288
