N,P,X,Cmap,Parents,Children
65,0.1,2,19224,41448,43000
65,0.1,3,30560,50616,52168
65,0.1,4,24848,53848,55400
65,0.1,5,31064,47936,49488
66,0.1,1,30232,47096,48672
66,0.1,2,23296,40600,42176
66,0.1,3,29240,46352,47928
66,0.1,4,23344,39640,41216
66,0.1,5,26120,41288,42864
67,0.1,1,28360,52184,53808
67,0.1,2,20184,49968,51568
67,0.1,3,21592,44032,45632
67,0.1,4,32280,50704,52304
67,0.1,5,25432,41288,42888
68,0.1,1,22664,44344,45992
68,0.1,2,26480,42000,43624
68,0.1,3,28264,51192,52816
68,0.1,4,30056,51664,53288
68,0.1,5,22696,43504,45128
69,0.1,1,27648,51696,53344
69,0.1,2,27632,44848,46496
69,0.1,3,36008,54872,56520
69,0.1,4,26640,51128,52776
69,0.1,5,25208,42608,44256
70,0.1,1,31616,55368,57040
70,0.1,2,32512,45808,47504
70,0.1,3,30328,52560,54232
70,0.1,4,23016,51536,53208
70,0.1,5,30240,54632,56304
71,0.1,1,23896,47528,49224
71,0.1,2,27504,50640,52336
71,0.1,3,18144,46528,48224
71,0.1,4,27656,52552,54248
71,0.1,5,27288,56880,58576
72,0.1,1,25368,45264,46984
72,0.1,2,29768,48192,49912
72,0.1,3,26816,50432,52152
72,0.1,4,26088,56088,57808
72,0.1,5,30064,54608,56328
73,0.1,1,38352,59560,61304
73,0.1,2,26992,41856,43600
73,0.1,3,30368,54736,56480
73,0.1,4,31168,43496,45240
73,0.1,5,35064,56648,58392
74,0.1,1,19744,45936,47704
74,0.1,2,24768,44064,45832
74,0.1,3,24512,46488,48256
74,0.1,4,26056,43392,45160
74,0.1,5,27232,46456,48248
75,0.1,1,31472,58928,60720
75,0.1,2,30312,57232,59024
75,0.1,3,27688,45264,47056
75,0.1,4,25264,43872,45664
75,0.1,5,27136,49264,51056
76,0.1,1,32648,52704,54520
76,0.1,2,37288,59744,61560
76,0.1,3,33112,56464,58280
76,0.1,4,29088,45408,47224
76,0.1,5,39360,51888,53704
77,0.1,1,28368,44616,46456
77,0.1,2,32256,48128,49968
77,0.1,3,33296,52824,54664
77,0.1,4,31064,54728,56568
77,0.1,5,23416,51224,53064
78,0.1,1,23584,45760,47624
78,0.1,2,25808,50688,52552
78,0.1,3,31144,64656,66520
78,0.1,4,29152,54200,56064
78,0.1,5,27144,60384,62248
79,0.1,1,29056,55816,57704
79,0.1,2,37816,52392,54280
79,0.1,3,32496,55288,57176
79,0.1,4,25704,46936,48824
79,0.1,5,36512,57200,59088
80,0.1,1,30768,55672,57584
80,0.1,2,29240,60888,62800
80,0.1,3,31984,56544,58456
80,0.1,4,35464,55992,57904
80,0.1,5,40104,61136,63048
81,0.1,1,27088,56800,58736
81,0.1,2,40832,56752,58688
81,0.1,3,31928,60360,62296
81,0.1,4,41584,59680,61616
81,0.1,5,31712,49992,51976
82,0.1,1,41688,64288,66248
82,0.1,2,39936,60040,62000
82,0.1,3,35408,57336,59296
82,0.1,4,25536,47968,49928
82,0.1,5,33296,50680,52640
83,0.1,1,35264,51096,53104
83,0.1,2,33048,62992,64976
83,0.1,3,31168,52808,54792
83,0.1,4,34856,55312,57296
83,0.1,5,34432,57560,59544
84,0.1,1,38296,54336,56344
84,0.1,2,45480,56504,58512
84,0.1,3,35248,59536,61544
84,0.1,4,29816,56152,58160
84,0.1,5,38088,62000,64008
85,0.1,1,28488,48024,50056
85,0.1,2,24832,55984,58016
85,0.1,3,36672,57304,59336
85,0.1,4,25496,58920,60952
85,0.1,5,31208,51568,53600
86,0.1,1,41888,68688,70744
86,0.1,2,40232,54576,56632
86,0.1,3,41048,65168,67224
86,0.1,4,43512,64776,66832
86,0.1,5,44016,64448,66504
87,0.1,1,36216,63792,65872
87,0.1,2,41272,66592,68672
87,0.1,3,44792,64080,66160
87,0.1,4,33184,59496,61576
87,0.1,5,32792,54168,56248
88,0.1,1,33368,53504,55608
88,0.1,2,33000,63136,65240
88,0.1,3,29640,57848,59952
88,0.1,4,30472,58360,60464
88,0.1,5,37024,66512,68616
89,0.1,1,40064,63240,65368
89,0.1,2,48488,69280,71408
89,0.1,3,35944,69160,71288
89,0.1,4,42696,67184,69312
89,0.1,5,31968,55848,57976
90,0.1,1,30720,68104,70256
90,0.1,2,43312,67392,69544
90,0.1,3,47384,73336,75488
90,0.1,4,30224,57592,59744
90,0.1,5,41656,63224,65376
91,0.1,1,50448,76816,78992
91,0.1,2,37056,63544,65720
91,0.1,3,28208,57680,59856
91,0.1,4,36112,61384,63560
91,0.1,5,44288,67520,69696
92,0.1,1,37496,69032,71232
92,0.1,2,44768,59296,61496
92,0.1,3,34080,64384,66608
92,0.1,4,45864,63040,65240
92,0.1,5,28512,59440,61640
93,0.1,1,35576,61416,63640
93,0.1,2,39176,67544,69768
93,0.1,3,29272,60536,62760
93,0.1,4,31128,67344,69568
93,0.1,5,35528,65592,67816
94,0.1,1,39392,68312,70560
94,0.1,2,39056,61320,63568
94,0.1,3,38416,65568,67816
94,0.1,4,37928,63248,65496
94,0.1,5,48560,74592,76840
95,0.1,1,30088,54248,56520
95,0.1,2,48624,76680,78952
95,0.1,3,40440,68688,70960
95,0.1,4,38984,65680,67952
95,0.1,5,36024,62336,64608
96,0.1,1,45368,73096,75392
96,0.1,2,39000,68144,70440
96,0.1,3,28688,63384,65680
96,0.1,4,26400,59696,61992
96,0.1,5,43896,65608,67904
97,0.1,1,33648,69120,71464
97,0.1,2,45552,69760,72080
97,0.1,3,39416,67512,69832
97,0.1,4,35248,58160,60480
97,0.1,5,38976,70616,72936
98,0.1,1,39408,67728,70072
98,0.1,2,37544,52792,55136
98,0.1,3,43632,76184,78528
98,0.1,4,41024,71736,74080
98,0.1,5,36928,60056,62400
99,0.1,1,44456,70456,72824
99,0.1,2,34808,69192,71560
99,0.1,3,37824,65168,67536
99,0.1,4,44368,66976,69344
99,0.1,5,36160,71360,73728
100,0.1,1,50184,68000,70392
100,0.1,2,41872,66984,69376
100,0.1,3,25800,57680,60072
100,0.1,4,35440,71256,73648
100,0.1,5,38648,68824,71216
1,0.2,1,2304,16,16
1,0.2,2,2304,16,16
1,0.2,3,2304,16,16
1,0.2,4,2304,16,16
1,0.2,5,2304,16,16
2,0.2,1,2888,1136,1160
2,0.2,2,2368,280,304
2,0.2,3,2392,456,480
2,0.2,4,2904,808,832
2,0.2,5,2496,624,648
3,0.2,1,2784,3112,3160
3,0.2,2,2432,1280,1328
3,0.2,3,2480,1552,1616
3,0.2,4,2432,1512,1560
3,0.2,5,2456,1904,1952
4,0.2,1,2520,3552,3624
4,0.2,2,2624,1144,1232
4,0.2,3,2848,3160,3232
4,0.2,4,2800,3232,3320
4,0.2,5,2520,1176,1248
5,0.2,1,3136,3848,3944
5,0.2,2,3456,4480,4560
5,0.2,3,3912,4544,4656
5,0.2,4,2752,2856,2968
5,0.2,5,3776,4512,4608
6,0.2,1,3688,2928,3064
6,0.2,2,3512,3880,4016
6,0.2,3,6440,7048,7168
6,0.2,4,3080,3712,3856
6,0.2,5,2944,2440,2560
7,0.2,1,4328,4752,4896
7,0.2,2,4008,5152,5312
7,0.2,3,4288,3728,3872
7,0.2,4,5672,5840,6000
7,0.2,5,4224,5296,5440
8,0.2,1,3800,5224,5408
8,0.2,2,3368,6768,6952
8,0.2,3,4920,5992,6176
8,0.2,4,3080,4904,5056
8,0.2,5,4424,4200,4368
9,0.2,1,4640,6216,6392
9,0.2,2,5248,7808,8000
9,0.2,3,3624,4200,4392
9,0.2,4,3888,4912,5088
9,0.2,5,6568,8208,8416
10,0.2,1,3712,5552,5768
10,0.2,2,4600,5512,5744
10,0.2,3,5184,6368,6584
10,0.2,4,4552,7680,7912
10,0.2,5,4536,5184,5416
11,0.2,1,5296,7240,7496
11,0.2,2,4984,10504,10760
11,0.2,3,9824,10120,10376
11,0.2,4,3520,5664,5904
11,0.2,5,7688,12512,12752
12,0.2,1,5448,10152,10432
12,0.2,2,6072,8552,8832
12,0.2,3,5432,8712,8976
12,0.2,4,4384,7616,7880
12,0.2,5,6152,8184,8464
13,0.2,1,7208,7648,7952
13,0.2,2,7312,11776,12080
13,0.2,3,6752,7640,7928
13,0.2,4,5616,7296,7600
13,0.2,5,6016,7824,8112
14,0.2,1,8264,12792,13120
14,0.2,2,4128,5776,6088
14,0.2,3,3720,12016,12344
14,0.2,4,8416,10312,10640
14,0.2,5,9272,11848,12176
15,0.2,1,6208,9032,9368
15,0.2,2,10352,13152,13504
15,0.2,3,7488,12080,12432
15,0.2,4,8520,11304,11656
15,0.2,5,4280,6624,6960
16,0.2,1,8352,12392,12752
16,0.2,2,9984,9944,10320
16,0.2,3,7184,11928,12304
16,0.2,4,6528,12248,12624
16,0.2,5,8640,13256,13616
17,0.2,1,5096,12248,12648
17,0.2,2,10352,14584,14984
17,0.2,3,7616,12384,12768
17,0.2,4,7368,9160,9544
17,0.2,5,6144,15592,15992
18,0.2,1,13232,19640,20088
18,0.2,2,6600,14256,14664
18,0.2,3,5488,12416,12840
18,0.2,4,6552,10696,11120
18,0.2,5,10904,15448,15872
19,0.2,1,6536,15064,15512
19,0.2,2,6000,11680,12128
19,0.2,3,7120,14080,14528
19,0.2,4,7864,12152,12600
19,0.2,5,6888,12472,12920
20,0.2,1,10136,13496,13952
20,0.2,2,11056,21912,22384
20,0.2,3,10480,12536,13008
20,0.2,4,6640,12408,12880
20,0.2,5,7296,13352,13824
21,0.2,1,10520,18784,19280
21,0.2,2,10632,18408,18904
21,0.2,3,8400,13528,14024
21,0.2,4,6680,19216,19712
21,0.2,5,11000,17448,17944
22,0.2,1,6968,12512,13032
22,0.2,2,8104,16472,16992
22,0.2,3,8560,14448,14968
22,0.2,4,9384,14968,15488
22,0.2,5,6896,16208,16728
23,0.2,1,5720,16456,17000
23,0.2,2,7480,12600,13144
23,0.2,3,10928,18192,18736
23,0.2,4,8248,18128,18672
23,0.2,5,10032,16784,17328
24,0.2,1,9432,16456,17024
24,0.2,2,7848,14216,14784
24,0.2,3,9256,13896,14464
24,0.2,4,7896,13880,14472
24,0.2,5,10888,21352,21920
25,0.2,1,14832,21776,22368
25,0.2,2,10520,19440,20032
25,0.2,3,7632,15320,15912
25,0.2,4,9528,22040,22632
25,0.2,5,7096,13400,13992
26,0.2,1,10512,22032,22648
26,0.2,2,10728,19984,20600
26,0.2,3,8128,19656,20272
26,0.2,4,10600,17768,18384
26,0.2,5,9104,16128,16744
27,0.2,1,14040,22304,22944
27,0.2,2,10816,19400,20040
27,0.2,3,15136,22288,22928
27,0.2,4,8064,15376,16016
27,0.2,5,13336,20840,21480
28,0.2,1,11384,17328,17992
28,0.2,2,9776,21120,21784
28,0.2,3,8760,17344,18032
28,0.2,4,6200,12312,12976
28,0.2,5,7872,18616,19280
29,0.2,1,14000,26096,26784
29,0.2,2,16032,21800,22488
29,0.2,3,15056,23368,24056
29,0.2,4,11080,21168,21856
29,0.2,5,9336,16112,16800
30,0.2,1,11664,22200,22912
30,0.2,2,12392,24832,25544
30,0.2,3,8736,20264,21000
30,0.2,4,10648,19632,20344
30,0.2,5,8624,15744,16456
31,0.2,1,12984,20824,21560
31,0.2,2,14104,24712,25448
31,0.2,3,11976,22360,23096
31,0.2,4,13640,22416,23152
31,0.2,5,15288,21872,22608
32,0.2,1,9216,20152,20912
32,0.2,2,15656,30344,31104
32,0.2,3,15120,24240,25000
32,0.2,4,15144,20208,20968
32,0.2,5,12816,23600,24360
33,0.2,1,15320,23848,24632
33,0.2,2,13768,23584,24392
33,0.2,3,15112,24256,25040
33,0.2,4,11584,22168,22952
33,0.2,5,10624,18256,19040
34,0.2,1,14576,27008,27816
34,0.2,2,11664,21520,22328
34,0.2,3,18344,25288,26096
34,0.2,4,10024,24544,25352
34,0.2,5,17440,29888,30696
35,0.2,1,10408,25880,26712
35,0.2,2,13408,23376,24208
35,0.2,3,13160,22848,23680
35,0.2,4,22128,29856,30688
35,0.2,5,15096,23488,24320
36,0.2,1,9664,24264,25120
36,0.2,2,18056,30216,31072
36,0.2,3,19656,31752,32608
36,0.2,4,13952,22920,23776
36,0.2,5,13216,19952,20808
37,0.2,1,12712,25264,26168
37,0.2,2,16480,35392,36272
37,0.2,3,16512,28080,28960
37,0.2,4,13248,24936,25816
37,0.2,5,14008,30584,31464
38,0.2,1,11208,25832,26736
38,0.2,2,15792,31216,32120
38,0.2,3,19584,34312,35216
38,0.2,4,18432,26976,27880
38,0.2,5,12400,20800,21704
39,0.2,1,16976,25488,26416
39,0.2,2,11688,27184,28112
39,0.2,3,13464,22840,23768
39,0.2,4,18352,25096,26024
39,0.2,5,14416,26504,27432
40,0.2,1,15200,29552,30528
40,0.2,2,14848,29208,30160
40,0.2,3,10848,20096,21048
40,0.2,4,13264,25048,26000
40,0.2,5,11832,26416,27368
41,0.2,1,17552,25032,26008
41,0.2,2,21224,27672,28648
41,0.2,3,17552,29344,30320
41,0.2,4,17312,27256,28232
41,0.2,5,13696,28560,29536
42,0.2,1,15016,30392,31392
42,0.2,2,17536,29648,30648
42,0.2,3,12208,23872,24872
42,0.2,4,17008,31520,32520
42,0.2,5,21760,31328,32328
43,0.2,1,11664,27936,28960
43,0.2,2,15376,31752,32776
43,0.2,3,15064,27392,28416
43,0.2,4,16736,26064,27088
43,0.2,5,15816,31496,32520
44,0.2,1,24120,38512,39560
44,0.2,2,26600,35488,36536
44,0.2,3,14760,31144,32192
44,0.2,4,20312,35120,36168
44,0.2,5,17728,29360,30408
45,0.2,1,16216,28608,29680
45,0.2,2,22680,36992,38064
45,0.2,3,19160,32480,33552
45,0.2,4,14912,31632,32704
45,0.2,5,17152,36008,37080
46,0.2,1,20608,30912,32008
46,0.2,2,19960,28272,29392
46,0.2,3,16200,32240,33336
46,0.2,4,19848,28232,29328
46,0.2,5,17976,39880,40976
47,0.2,1,21120,34192,35312
47,0.2,2,15240,35872,36992
47,0.2,3,17096,41336,42456
47,0.2,4,13000,24296,25416
47,0.2,5,26808,36040,37160
48,0.2,1,18384,30464,31608
48,0.2,2,18552,30256,31400
48,0.2,3,16864,29704,30872
48,0.2,4,18536,32552,33696
48,0.2,5,12016,23936,25080
49,0.2,1,23560,36040,37208
49,0.2,2,13808,29216,30384
49,0.2,3,20336,35112,36280
49,0.2,4,16440,36040,37208
49,0.2,5,21968,38840,40008
50,0.2,1,25680,37568,38760
50,0.2,2,14088,27616,28808
50,0.2,3,17736,35080,36272
50,0.2,4,19216,33584,34776
50,0.2,5,23696,37192,38384
51,0.2,1,16008,33544,34760
51,0.2,2,27088,40536,41776
51,0.2,3,14296,28096,29312
51,0.2,4,16192,29368,30584
51,0.2,5,14248,29736,30952
52,0.2,1,15128,27736,28976
52,0.2,2,21200,31496,32736
52,0.2,3,21488,33744,34984
52,0.2,4,19448,34736,35976
52,0.2,5,21320,35256,36496
53,0.2,1,18056,36768,38032
53,0.2,2,19032,33920,35184
53,0.2,3,20544,33576,34840
53,0.2,4,26584,39064,40328
53,0.2,5,20696,35296,36560
54,0.2,1,15440,30816,32104
54,0.2,2,18096,39416,40704
54,0.2,3,17416,31424,32712
54,0.2,4,22176,37448,38736
54,0.2,5,20552,35768,37056
55,0.2,1,24608,36904,38216
55,0.2,2,28248,40152,41464
55,0.2,3,19864,39912,41224
55,0.2,4,25408,45616,46928
55,0.2,5,24048,42776,44088
56,0.2,1,18016,34896,36232
56,0.2,2,22240,37896,39256
56,0.2,3,22824,38504,39840
56,0.2,4,21792,36736,38072
56,0.2,5,19760,36192,37528
57,0.2,1,17200,33248,34608
57,0.2,2,25272,38008,39368
57,0.2,3,21800,40480,41840
57,0.2,4,20472,38240,39600
57,0.2,5,29568,40816,42176
58,0.2,1,20160,37648,39032
58,0.2,2,26840,44384,45768
58,0.2,3,23528,44376,45760
58,0.2,4,26104,41752,43136
58,0.2,5,23248,40240,41624
59,0.2,1,20168,37640,39048
59,0.2,2,25024,43032,44440
59,0.2,3,25824,43752,45160
59,0.2,4,22800,38328,39736
59,0.2,5,24400,39632,41040
60,0.2,1,26144,39832,41264
60,0.2,2,19480,39352,40784
60,0.2,3,23296,44328,45760
60,0.2,4,19056,37696,39128
60,0.2,5,28104,42976,44408
61,0.2,1,22792,39752,41208
61,0.2,2,16552,37088,38544
61,0.2,3,22768,43208,44664
61,0.2,4,22360,43984,45440
61,0.2,5,15704,36864,38320
62,0.2,1,20712,41360,42840
62,0.2,2,23848,48088,49568
62,0.2,3,29504,45184,46664
62,0.2,4,26512,42024,43504
62,0.2,5,19088,44792,46272
63,0.2,1,17736,34904,36408
63,0.2,2,22080,43248,44752
63,0.2,3,24104,42472,43976
63,0.2,4,24400,44808,46312
63,0.2,5,23632,48216,49720
64,0.2,1,32408,57232,58760
64,0.2,2,30920,51432,52960
64,0.2,3,21528,37728,39256
64,0.2,4,25920,43200,44728
64,0.2,5,22456,45424,46952
65,0.2,1,24440,45704,47256
65,0.2,2,21248,43456,45008
65,0.2,3,26456,39240,40792
65,0.2,4,18216,38120,39672
65,0.2,5,32992,51856,53408
66,0.2,1,22432,44064,45640
66,0.2,2,27560,45744,47320
66,0.2,3,22840,41880,43456
66,0.2,4,26128,44792,46368
66,0.2,5,31160,50104,51680
67,0.2,1,28200,44136,45736
67,0.2,2,35264,48304,49904
67,0.2,3,31896,47928,49528
67,0.2,4,24592,41656,43256
67,0.2,5,26496,45680,47280
68,0.2,1,20456,43464,45088
68,0.2,2,26128,44600,46224
68,0.2,3,30464,54184,55808
68,0.2,4,24480,48520,50144
68,0.2,5,33344,50680,52304
69,0.2,1,29568,48256,49904
69,0.2,2,27448,46208,47856
69,0.2,3,30368,49120,50816
69,0.2,4,27200,44184,45832
69,0.2,5,32032,55296,56944
70,0.2,1,27944,53008,54680
70,0.2,2,24072,45800,47472
70,0.2,3,28144,48000,49672
70,0.2,4,26440,45176,46848
70,0.2,5,25904,47504,49176
71,0.2,1,29808,45472,47168
71,0.2,2,26392,44536,46232
71,0.2,3,19512,46304,48000
71,0.2,4,22680,44984,46680
71,0.2,5,25216,48328,50024
72,0.2,1,33616,57600,59320
72,0.2,2,22480,42120,43840
72,0.2,3,28928,50032,51752
72,0.2,4,27792,52504,54224
72,0.2,5,29808,52752,54472
73,0.2,1,29032,50392,52136
73,0.2,2,26144,45152,46896
73,0.2,3,27248,46592,48336
73,0.2,4,20152,49728,51472
73,0.2,5,25744,45816,47560
74,0.2,1,31232,50216,51984
74,0.2,2,23032,37528,39296
74,0.2,3,33624,55808,57576
74,0.2,4,28336,47120,48888
74,0.2,5,35176,51176,52944
75,0.2,1,29736,55440,57232
75,0.2,2,33624,55800,57592
75,0.2,3,29568,52344,54136
75,0.2,4,21944,43272,45064
75,0.2,5,34624,54072,55864
76,0.2,1,40448,62256,64072
76,0.2,2,34224,49728,51544
76,0.2,3,25432,51880,53696
76,0.2,4,34304,58888,60704
76,0.2,5,29080,50944,52760
77,0.2,1,35568,64160,66000
77,0.2,2,36928,61720,63560
77,0.2,3,28112,49528,51368
77,0.2,4,32912,55208,57048
77,0.2,5,32880,53512,55352
78,0.2,1,29032,52448,54312
78,0.2,2,27928,52288,54152
78,0.2,3,23744,50888,52752
78,0.2,4,41536,56144,58008
78,0.2,5,29760,68224,70088
79,0.2,1,33024,48856,50744
79,0.2,2,37008,61080,62968
79,0.2,3,25912,46616,48504
79,0.2,4,40952,53024,54912
79,0.2,5,35512,57320,59232
80,0.2,1,32560,52688,54600
80,0.2,2,26136,48528,50440
80,0.2,3,32920,56736,58648
80,0.2,4,27704,53584,55496
80,0.2,5,30040,52880,54792
81,0.2,1,41144,66792,68728
81,0.2,2,34904,58408,60368
81,0.2,3,31888,52600,54536
81,0.2,4,33800,66824,68760
81,0.2,5,29064,58520,60456
82,0.2,1,36960,60528,62488
82,0.2,2,28920,58568,60528
82,0.2,3,25000,47832,49792
82,0.2,4,31232,48568,50528
82,0.2,5,43696,62152,64112
83,0.2,1,28104,57704,59688
83,0.2,2,31632,54040,56024
83,0.2,3,28056,52616,54600
83,0.2,4,32912,58432,60416
83,0.2,5,28768,52544,54528
84,0.2,1,45376,67384,69392
84,0.2,2,36976,58072,60080
84,0.2,3,27576,54744,56752
84,0.2,4,35672,67240,69248
84,0.2,5,41304,66104,68112
85,0.2,1,32096,64184,66216
85,0.2,2,39680,62096,64128
85,0.2,3,30536,58264,60296
85,0.2,4,39224,57112,59144
85,0.2,5,30328,50336,52368
86,0.2,1,32920,66216,68272
86,0.2,2,35576,48848,50904
86,0.2,3,34008,62648,64704
86,0.2,4,40584,64856,66912
86,0.2,5,40088,67640,69696
87,0.2,1,26072,60320,62400
87,0.2,2,34168,56416,58496
87,0.2,3,42088,62968,65048
87,0.2,4,32752,50120,52200
87,0.2,5,30432,52800,54880
88,0.2,1,37632,63592,65696
88,0.2,2,34672,66768,68872
88,0.2,3,33032,57736,59840
88,0.2,4,39448,64544,66648
88,0.2,5,48784,62064,64168
89,0.2,1,37136,69120,71248
89,0.2,2,42032,70488,72616
89,0.2,3,39640,59408,61536
89,0.2,4,37792,61776,63904
89,0.2,5,35448,56440,58568
90,0.2,1,35472,67912,70064
90,0.2,2,30168,64352,66504
90,0.2,3,35344,55896,58048
90,0.2,4,45712,73992,76144
90,0.2,5,37384,64448,66600
91,0.2,1,26312,57960,60136
91,0.2,2,38240,62416,64592
91,0.2,3,36832,63184,65360
91,0.2,4,35664,58992,61168
91,0.2,5,39040,62960,65136
92,0.2,1,33440,60376,62576
92,0.2,2,43032,66096,68296
92,0.2,3,36088,57792,59992
92,0.2,4,40712,73872,76072
92,0.2,5,38712,69488,71688
93,0.2,1,32344,61344,63568
93,0.2,2,37120,61696,63920
93,0.2,3,35864,57352,59576
93,0.2,4,31192,61856,64080
93,0.2,5,23592,59776,62024
94,0.2,1,29928,58376,60624
94,0.2,2,35352,57736,59984
94,0.2,3,33328,64976,67224
94,0.2,4,43096,59576,61848
94,0.2,5,53216,75800,78048
95,0.2,1,47944,73408,75680
95,0.2,2,40776,73536,75808
95,0.2,3,45712,78904,81176
95,0.2,4,37752,62832,65104
95,0.2,5,31056,59824,62096
96,0.2,1,38880,67112,69408
96,0.2,2,41200,67680,69976
96,0.2,3,41040,68368,70688
96,0.2,4,43712,66216,68512
96,0.2,5,45544,69200,71496
97,0.2,1,43840,73712,76032
97,0.2,2,44848,68736,71056
97,0.2,3,44128,65240,67560
97,0.2,4,39152,67640,69960
97,0.2,5,36808,54672,56992
98,0.2,1,40280,70064,72408
98,0.2,2,39376,60536,62880
98,0.2,3,41376,71216,73560
98,0.2,4,40776,68424,70768
98,0.2,5,33608,57112,59456
99,0.2,1,34896,62608,64976
99,0.2,2,38840,68104,70472
99,0.2,3,34264,62816,65184
99,0.2,4,35688,63776,66144
99,0.2,5,45592,75096,77464
100,0.2,1,48472,73168,75584
100,0.2,2,32648,61008,63400
100,0.2,3,44696,76352,78744
100,0.2,4,60352,80808,83200
100,0.2,5,50376,77144,79536
1,0.3,1,2328,16,16
1,0.3,2,2328,16,16
1,0.3,3,2328,16,16
1,0.3,4,2328,16,16
1,0.3,5,2328,16,16
2,0.3,1,2560,664,688
2,0.3,2,2392,1136,1160
2,0.3,3,2416,784,808
2,0.3,4,3320,1280,1304
2,0.3,5,2560,936,960
3,0.3,1,2648,2024,2072
3,0.3,2,2848,2960,3024
3,0.3,3,2480,760,808
3,0.3,4,2456,552,600
3,0.3,5,2456,1984,2048
4,0.3,1,2544,3720,3792
4,0.3,2,3056,4048,4136
4,0.3,3,2520,2976,3048
4,0.3,4,3240,1696,1768
4,0.3,5,2712,1744,1816
5,0.3,1,5272,4016,4112
5,0.3,2,2792,3024,3104
5,0.3,3,2960,3728,3824
5,0.3,4,3224,1712,1792
5,0.3,5,3552,2880,2992
6,0.3,1,2992,3200,3320
6,0.3,2,4456,4688,4824
6,0.3,3,5336,5480,5616
6,0.3,4,3184,2736,2872
6,0.3,5,4352,4768,4888
7,0.3,1,5008,5680,5824
7,0.3,2,4216,3376,3520
7,0.3,3,6072,5216,5344
7,0.3,4,4536,3896,4040
7,0.3,5,5352,4688,4832
8,0.3,1,5264,6424,6608
8,0.3,2,3472,3312,3480
8,0.3,3,3016,4056,4224
8,0.3,4,4360,7952,8120
8,0.3,5,5576,7384,7568
9,0.3,1,5680,6736,6928
9,0.3,2,4432,7144,7352
9,0.3,3,5400,6568,6776
9,0.3,4,5048,6728,6936
9,0.3,5,5656,6128,6320
10,0.3,1,4680,4008,4240
10,0.3,2,4064,5616,5848
10,0.3,3,4008,5576,5792
10,0.3,4,5896,6184,6384
10,0.3,5,4400,5768,5984
11,0.3,1,5184,6336,6576
11,0.3,2,5016,7384,7624
11,0.3,3,4800,5920,6176
11,0.3,4,6464,12672,12928
11,0.3,5,7240,10344,10584
12,0.3,1,4528,6224,6488
12,0.3,2,7456,10264,10528
12,0.3,3,5368,7792,8056
12,0.3,4,7704,7472,7720
12,0.3,5,6584,10152,10416
13,0.3,1,4984,7592,7880
13,0.3,2,6072,6584,6888
13,0.3,3,4336,5712,6000
13,0.3,4,3288,7608,7920
13,0.3,5,7848,10120,10424
14,0.3,1,8840,9280,9608
14,0.3,2,7104,8040,8352
14,0.3,3,7152,14048,14360
14,0.3,4,6440,11480,11792
14,0.3,5,8336,12344,12672
15,0.3,1,7544,8872,9216
15,0.3,2,5256,8488,8808
15,0.3,3,7488,12088,12440
15,0.3,4,6248,9360,9696
15,0.3,5,5248,9984,10320
16,0.3,1,6936,13528,13904
16,0.3,2,7224,10856,11232
16,0.3,3,5976,8656,9000
16,0.3,4,4224,9816,10192
16,0.3,5,4376,6976,7352
17,0.3,1,10912,13008,13408
17,0.3,2,6320,12760,13160
17,0.3,3,7696,14984,15384
17,0.3,4,8024,12312,12712
17,0.3,5,5800,12056,12440
18,0.3,1,11760,15768,16192
18,0.3,2,7128,12608,13032
18,0.3,3,6128,10416,10840
18,0.3,4,4272,8800,9208
18,0.3,5,6552,12488,12912
19,0.3,1,9288,13352,13800
19,0.3,2,5456,10544,10992
19,0.3,3,9720,15000,15448
19,0.3,4,7480,10880,11328
19,0.3,5,7352,12832,13304
20,0.3,1,10648,14688,15160
20,0.3,2,7280,15424,15896
20,0.3,3,5592,9072,9528
20,0.3,4,7344,14248,14720
20,0.3,5,9544,12800,13272
21,0.3,1,12768,18336,18832
21,0.3,2,6824,17072,17568
21,0.3,3,6712,9568,10064
21,0.3,4,10736,14664,15184
21,0.3,5,7160,11000,11496
22,0.3,1,9776,12440,12960
22,0.3,2,12912,20544,21064
22,0.3,3,9464,15200,15720
22,0.3,4,8176,13432,13952
22,0.3,5,7752,12744,13264
23,0.3,1,14200,16192,16736
23,0.3,2,11344,16600,17144
23,0.3,3,14920,18600,19144
23,0.3,4,12136,16888,17416
23,0.3,5,9632,18792,19336
24,0.3,1,6704,15928,16496
24,0.3,2,11640,14696,15264
24,0.3,3,9160,12200,12752
24,0.3,4,7872,13144,13712
24,0.3,5,8040,11488,12056
25,0.3,1,8992,15456,16048
25,0.3,2,13296,20584,21176
25,0.3,3,9424,20344,20936
25,0.3,4,8624,15032,15624
25,0.3,5,10432,19424,20016
26,0.3,1,9064,15704,16344
26,0.3,2,9864,19928,20544
26,0.3,3,9080,14456,15072
26,0.3,4,13368,19000,19616
26,0.3,5,11704,18888,19504
27,0.3,1,14064,21672,22312
27,0.3,2,13688,19656,20296
27,0.3,3,9424,18240,18880
27,0.3,4,11216,21456,22096
27,0.3,5,10016,17848,18488
28,0.3,1,8096,15296,15960
28,0.3,2,12912,22064,22752
28,0.3,3,10824,23720,24384
28,0.3,4,12976,20032,20696
28,0.3,5,8288,16816,17480
29,0.3,1,8768,22024,22712
29,0.3,2,16288,23576,24264
29,0.3,3,13832,18304,18992
29,0.3,4,12400,20568,21256
29,0.3,5,7384,17232,17920
