N,P,X,Cmap,ExecEnv
100,0.0,1,246960,151680
100,0.0,2,246960,151680
100,0.0,3,246960,151680
100,0.0,4,246960,151680
100,0.0,5,246960,151680
200,0.0,1,829944,232960
200,0.0,2,829944,232960
200,0.0,3,829944,232960
200,0.0,4,829944,232960
200,0.0,5,829944,232960
100,0.1,1,122888,153880
100,0.1,2,122888,153880
100,0.1,3,122888,153880
100,0.1,4,122888,153880
100,0.1,5,122888,153880
200,0.1,1,236368,260056
200,0.1,2,236368,260056
200,0.1,3,236368,260056
200,0.1,4,236368,260056
200,0.1,5,236368,260056
100,0.2,1,135160,159720
100,0.2,2,135160,159720
100,0.2,3,135160,159720
100,0.2,4,135160,159720
100,0.2,5,135160,159720
200,0.2,1,196648,267336
200,0.2,2,196648,267336
200,0.2,3,196648,267336
200,0.2,4,196648,267336
200,0.2,5,196648,267336
100,0.3,1,87032,145520
100,0.3,2,87032,145520
100,0.3,3,87032,145520
100,0.3,4,87032,145520
100,0.3,5,87032,145520
200,0.3,1,173184,331000
200,0.3,2,173184,331000
200,0.3,3,173184,331000
200,0.3,4,173184,331000
200,0.3,5,173184,331000
100,0.4,1,61200,136360
100,0.4,2,61200,136360
100,0.4,3,61200,136360
100,0.4,4,61200,136360
100,0.4,5,61200,136360
200,0.4,1,185568,373008
200,0.4,2,185568,373008
200,0.4,3,185568,373008
200,0.4,4,185568,373008
200,0.4,5,185568,373008
100,0.5,1,79792,116320
100,0.5,2,79792,116320
100,0.5,3,79792,116320
100,0.5,4,79792,116320
100,0.5,5,79792,116320
200,0.5,1,148768,269520
200,0.5,2,148768,269520
200,0.5,3,148768,269520
200,0.5,4,148768,269520
200,0.5,5,148768,269520
100,0.6,1,73104,119480
100,0.6,2,73104,119480
100,0.6,3,73104,119480
100,0.6,4,73104,119480
100,0.6,5,73104,119480
200,0.6,1,155496,341680
200,0.6,2,155496,341680
200,0.6,3,155496,341680
200,0.6,4,155496,341680
200,0.6,5,155496,341680
100,0.7,1,46624,98936
100,0.7,2,46624,98936
100,0.7,3,46624,98936
100,0.7,4,46624,98936
100,0.7,5,46624,98936
200,0.7,1,137648,249688
200,0.7,2,137648,249688
200,0.7,3,137648,249688
200,0.7,4,137648,249688
200,0.7,5,137648,249688
100,0.8,1,86152,154440
100,0.8,2,86152,154440
100,0.8,3,86152,154440
100,0.8,4,86152,154440
100,0.8,5,86152,154440
200,0.8,1,135152,237496
200,0.8,2,135152,237496
200,0.8,3,135152,237496
200,0.8,4,135152,237496
200,0.8,5,135152,237496
100,0.9,1,68968,161456
100,0.9,2,68968,161456
100,0.9,3,68968,161456
100,0.9,4,68968,161456
100,0.9,5,68968,161456
200,0.9,1,142224,295536
200,0.9,2,142224,295536
200,0.9,3,142224,295536
200,0.9,4,142224,295536
200,0.9,5,142224,295536
100,1.0,1,58672,125368
100,1.0,2,58672,125368
100,1.0,3,58672,125368
100,1.0,4,58672,125368
100,1.0,5,58672,125368
200,1.0,1,123344,248584
200,1.0,2,123344,248584
200,1.0,3,123344,248584
200,1.0,4,123344,248584
200,1.0,5,123344,248584
