N,P,X,Cmap,ExecEnv
100,0.0,1,232192,133680
100,0.0,2,232192,133680
100,0.0,3,232192,133680
100,0.0,4,232192,133680
100,0.0,5,232192,133680
200,0.0,1,787216,292440
200,0.0,2,787216,292440
200,0.0,3,787216,292440
200,0.0,4,787216,292440
200,0.0,5,787216,292440
100,0.1,1,129056,139760
100,0.1,2,129056,139760
100,0.1,3,129056,139760
100,0.1,4,129056,139760
100,0.1,5,129056,139760
200,0.1,1,311552,227432
200,0.1,2,311552,227432
200,0.1,3,311552,227432
200,0.1,4,311552,227432
200,0.1,5,311552,227432
100,0.2,1,136256,163824
100,0.2,2,136256,163824
100,0.2,3,136256,163824
100,0.2,4,136256,163824
100,0.2,5,136256,163824
200,0.2,1,205240,221472
200,0.2,2,205240,221472
200,0.2,3,205240,221472
200,0.2,4,205240,221472
200,0.2,5,205240,221472
100,0.3,1,89416,122656
100,0.3,2,89416,122656
100,0.3,3,89416,122656
100,0.3,4,89416,122656
100,0.3,5,89416,122656
200,0.3,1,192368,273504
200,0.3,2,192368,273504
200,0.3,3,192368,273504
200,0.3,4,192368,273504
200,0.3,5,192368,273504
100,0.4,1,69328,131112
100,0.4,2,69328,131112
100,0.4,3,69328,131112
100,0.4,4,69328,131112
100,0.4,5,69328,131112
200,0.4,1,159000,227424
200,0.4,2,159000,227424
200,0.4,3,159000,227424
200,0.4,4,159000,227424
200,0.4,5,159000,227424
100,0.5,1,110464,137480
100,0.5,2,110464,137480
100,0.5,3,110464,137480
100,0.5,4,110464,137480
100,0.5,5,110464,137480
200,0.5,1,119080,234512
200,0.5,2,119080,234512
200,0.5,3,119080,234512
200,0.5,4,119080,234512
200,0.5,5,119080,234512
100,0.6,1,93776,211536
100,0.6,2,93776,211536
100,0.6,3,93776,211536
100,0.6,4,93776,211536
100,0.6,5,93776,211536
200,0.6,1,161200,305696
200,0.6,2,161200,305696
200,0.6,3,161200,305696
200,0.6,4,161200,305696
200,0.6,5,161200,305696
100,0.7,1,86920,123304
100,0.7,2,86920,123304
100,0.7,3,86920,123304
100,0.7,4,86920,123304
100,0.7,5,86920,123304
200,0.7,1,174720,291608
200,0.7,2,174720,291608
200,0.7,3,174720,291608
200,0.7,4,174720,291608
200,0.7,5,174720,291608
100,0.8,1,67552,137440
100,0.8,2,67552,137440
100,0.8,3,67552,137440
100,0.8,4,67552,137440
100,0.8,5,67552,137440
200,0.8,1,169128,330680
200,0.8,2,169128,330680
200,0.8,3,169128,330680
200,0.8,4,169128,330680
200,0.8,5,169128,330680
100,0.9,1,53208,107120
100,0.9,2,53208,107120
100,0.9,3,53208,107120
100,0.9,4,53208,107120
100,0.9,5,53208,107120
200,0.9,1,118632,275392
200,0.9,2,118632,275392
200,0.9,3,118632,275392
200,0.9,4,118632,275392
200,0.9,5,118632,275392
100,1.0,1,53680,100840
100,1.0,2,53680,100840
100,1.0,3,53680,100840
100,1.0,4,53680,100840
100,1.0,5,53680,100840
200,1.0,1,142024,310888
200,1.0,2,142024,310888
200,1.0,3,142024,310888
200,1.0,4,142024,310888
200,1.0,5,142024,310888
