N,P,X,Cmap,ExecEnv
1,0.0,1,4024,104
1,0.0,2,3992,104
1,0.0,3,3944,104
1,0.0,4,3992,104
1,0.0,5,3960,104
2,0.0,1,4184,400
2,0.0,2,4280,400
2,0.0,3,4320,2168
2,0.0,4,4288,1848
2,0.0,5,4256,528
3,0.0,1,7008,11136
3,0.0,2,4488,944
3,0.0,3,4640,1016
3,0.0,4,6384,5208
3,0.0,5,4920,2336
4,0.0,1,8568,10656
4,0.0,2,4984,2496
4,0.0,3,6392,4328
4,0.0,4,4840,1320
4,0.0,5,6208,5704
5,0.0,1,5240,2224
5,0.0,2,9968,12784
5,0.0,3,5248,2680
5,0.0,4,5368,2248
5,0.0,5,5432,2864
6,0.0,1,7624,7024
6,0.0,2,5800,3928
6,0.0,3,8672,10496
6,0.0,4,6960,6472
6,0.0,5,5920,4096
7,0.0,1,10448,9784
7,0.0,2,5984,6128
7,0.0,3,5832,2880
7,0.0,4,5968,2744
7,0.0,5,9480,10864
8,0.0,1,8224,10544
8,0.0,2,7248,5040
8,0.0,3,7320,6688
8,0.0,4,10024,10840
8,0.0,5,8896,10448
9,0.0,1,7808,5592
9,0.0,2,6600,11616
9,0.0,3,11800,16288
9,0.0,4,11344,18424
9,0.0,5,10416,13232
10,0.0,1,9264,13968
10,0.0,2,10912,13016
10,0.0,3,9000,9704
10,0.0,4,12624,14344
10,0.0,5,7160,6856
11,0.0,1,14640,21408
11,0.0,2,10336,14784
11,0.0,3,13392,20416
11,0.0,4,11296,17352
11,0.0,5,9792,7640
12,0.0,1,7736,6352
12,0.0,2,12104,24264
12,0.0,3,11120,26824
12,0.0,4,13784,15328
12,0.0,5,10344,19880
13,0.0,1,11760,28792
13,0.0,2,11832,21536
13,0.0,3,13512,21208
13,0.0,4,12208,14288
13,0.0,5,15896,20680
14,0.0,1,8304,5776
14,0.0,2,9624,10968
14,0.0,3,10632,16672
14,0.0,4,12608,13224
14,0.0,5,12680,19832
15,0.0,1,22592,30376
15,0.0,2,11384,10064
15,0.0,3,11936,16576
15,0.0,4,8944,13056
15,0.0,5,12240,33032
16,0.0,1,13736,13104
16,0.0,2,15840,17480
16,0.0,3,16672,19256
16,0.0,4,19560,27232
16,0.0,5,16696,36264
17,0.0,1,16520,40168
17,0.0,2,14472,15608
17,0.0,3,14280,22496
17,0.0,4,14880,23720
17,0.0,5,16824,15728
18,0.0,1,10752,14944
18,0.0,2,12120,13432
18,0.0,3,10392,17568
18,0.0,4,14528,16064
18,0.0,5,19736,29512
19,0.0,1,18320,28144
19,0.0,2,12504,17304
19,0.0,3,17136,21664
19,0.0,4,11632,13816
19,0.0,5,23000,23344
20,0.0,1,24288,35752
20,0.0,2,14232,18680
20,0.0,3,34408,50304
20,0.0,4,28304,42056
20,0.0,5,13288,14016
21,0.0,1,23824,26800
21,0.0,2,17640,28456
21,0.0,3,23960,36816
21,0.0,4,28552,29688
21,0.0,5,25976,33808
22,0.0,1,15640,20360
22,0.0,2,21984,24528
22,0.0,3,20032,26464
22,0.0,4,19752,27952
22,0.0,5,23400,29728
23,0.0,1,19960,32144
23,0.0,2,35920,39144
23,0.0,3,23296,45880
23,0.0,4,16560,18928
23,0.0,5,20392,48696
24,0.0,1,38552,41152
24,0.0,2,40248,45304
24,0.0,3,20248,22688
24,0.0,4,15160,23632
24,0.0,5,26352,29536
25,0.0,1,29280,46240
25,0.0,2,26528,38416
25,0.0,3,34760,35976
25,0.0,4,17560,18568
25,0.0,5,33848,44448
26,0.0,1,45888,52824
26,0.0,2,15568,35536
26,0.0,3,41000,42608
26,0.0,4,18776,21264
26,0.0,5,29392,25200
27,0.0,1,17120,16976
27,0.0,2,28224,29096
27,0.0,3,27512,31856
27,0.0,4,41104,44520
27,0.0,5,26632,40920
28,0.0,1,29928,42712
28,0.0,2,32560,39616
28,0.0,3,26296,39304
28,0.0,4,31880,37880
28,0.0,5,28736,26568
29,0.0,1,32632,47336
29,0.0,2,39024,46184
29,0.0,3,28224,33288
29,0.0,4,33264,29304
29,0.0,5,49720,51968
30,0.0,1,29256,30392
30,0.0,2,18920,36088
30,0.0,3,26320,44784
30,0.0,4,37488,44824
30,0.0,5,33536,39992
31,0.0,1,42184,64144
31,0.0,2,27784,34640
31,0.0,3,28424,28200
31,0.0,4,21672,33792
31,0.0,5,28752,43408
32,0.0,1,52984,65592
32,0.0,2,37360,41760
32,0.0,3,23072,32896
32,0.0,4,24544,53744
32,0.0,5,26832,35016
33,0.0,1,30024,27368
33,0.0,2,44464,58800
33,0.0,3,21000,19536
33,0.0,4,42352,66344
33,0.0,5,35960,37712
34,0.0,1,41376,41048
34,0.0,2,41048,39536
34,0.0,3,31576,42688
34,0.0,4,36992,40648
34,0.0,5,51336,64768
35,0.0,1,47400,52992
35,0.0,2,56960,45472
35,0.0,3,29680,38208
35,0.0,4,48536,65656
35,0.0,5,27672,46760
36,0.0,1,44568,46272
36,0.0,2,27200,32424
36,0.0,3,44008,56344
36,0.0,4,28320,33160
36,0.0,5,37392,45376
37,0.0,1,58648,75856
37,0.0,2,49760,51272
37,0.0,3,36888,50064
37,0.0,4,44400,59136
37,0.0,5,34488,31224
38,0.0,1,65592,59136
38,0.0,2,54824,67232
38,0.0,3,47584,57464
38,0.0,4,47640,47560
38,0.0,5,46648,34664
39,0.0,1,39176,44352
39,0.0,2,47616,52776
39,0.0,3,53504,47296
39,0.0,4,39304,39120
39,0.0,5,44368,49448
40,0.0,1,33712,37264
40,0.0,2,49888,54864
40,0.0,3,59752,52336
40,0.0,4,31776,42688
40,0.0,5,55216,53992
41,0.0,1,49728,56120
41,0.0,2,48840,59032
41,0.0,3,58360,79104
41,0.0,4,65896,63056
41,0.0,5,34056,30504
42,0.0,1,74216,74496
42,0.0,2,67944,60184
42,0.0,3,65024,58848
42,0.0,4,66976,71896
42,0.0,5,37832,48616
43,0.0,1,71816,88560
43,0.0,2,52552,56912
43,0.0,3,47960,44376
43,0.0,4,43896,51440
43,0.0,5,51184,62824
44,0.0,1,77656,73112
44,0.0,2,49080,50928
44,0.0,3,46080,42184
44,0.0,4,83216,90336
44,0.0,5,45688,46112
45,0.0,1,73136,58472
45,0.0,2,64640,62080
45,0.0,3,56488,55824
45,0.0,4,62768,52816
45,0.0,5,48336,50944
46,0.0,1,63720,63936
46,0.0,2,70136,68512
46,0.0,3,60848,74832
46,0.0,4,61584,58608
46,0.0,5,66248,58592
47,0.0,1,42800,56488
47,0.0,2,51424,47104
47,0.0,3,67416,57992
47,0.0,4,56368,44312
47,0.0,5,59872,53792
48,0.0,1,83432,95688
48,0.0,2,61648,84232
48,0.0,3,73640,72904
48,0.0,4,68688,60560
48,0.0,5,71600,69360
49,0.0,1,56240,65232
49,0.0,2,89704,68104
49,0.0,3,62600,53544
49,0.0,4,61896,73112
49,0.0,5,59160,59608
50,0.0,1,65440,85152
50,0.0,2,106896,99408
50,0.0,3,67824,71208
50,0.0,4,90096,87064
50,0.0,5,85536,71104
51,0.0,1,121704,71160
51,0.0,2,96800,88544
51,0.0,3,55424,50232
51,0.0,4,62832,70856
51,0.0,5,79696,75224
52,0.0,1,80832,84008
52,0.0,2,65376,50368
52,0.0,3,69872,68824
52,0.0,4,76432,65048
52,0.0,5,56416,47696
53,0.0,1,99504,107624
53,0.0,2,86272,64976
53,0.0,3,64968,78264
53,0.0,4,85720,83976
53,0.0,5,58136,73840
54,0.0,1,78240,63248
54,0.0,2,63040,60792
54,0.0,3,68328,60496
54,0.0,4,103904,95656
54,0.0,5,71896,91520
55,0.0,1,69112,66000
55,0.0,2,61008,50832
55,0.0,3,72320,66848
55,0.0,4,99000,73160
55,0.0,5,44600,64856
56,0.0,1,86984,71784
56,0.0,2,98288,80096
56,0.0,3,95520,90368
56,0.0,4,114504,88728
56,0.0,5,84784,69016
57,0.0,1,72584,70536
57,0.0,2,134376,89768
57,0.0,3,115408,66080
57,0.0,4,86928,74616
57,0.0,5,91360,91400
58,0.0,1,64112,80648
58,0.0,2,89120,91304
58,0.0,3,94288,64880
58,0.0,4,96448,90224
58,0.0,5,60344,60728
59,0.0,1,118752,84656
59,0.0,2,134512,99712
59,0.0,3,81736,54728
59,0.0,4,91904,89408
59,0.0,5,69368,61640
60,0.0,1,113720,80088
60,0.0,2,101728,96128
60,0.0,3,90272,77112
60,0.0,4,72776,61696
60,0.0,5,87712,74752
61,0.0,1,116272,120952
61,0.0,2,108096,103392
61,0.0,3,94936,67424
61,0.0,4,106096,90448
61,0.0,5,56792,62824
62,0.0,1,126032,95488
62,0.0,2,131328,86712
62,0.0,3,106056,91840
62,0.0,4,94064,84960
62,0.0,5,151288,117720
63,0.0,1,148400,104776
63,0.0,2,140488,115216
63,0.0,3,142560,107512
63,0.0,4,73072,68096
63,0.0,5,120376,100184
64,0.0,1,126912,79592
64,0.0,2,109320,118104
64,0.0,3,96624,102512
64,0.0,4,106216,77560
64,0.0,5,117192,101784
65,0.0,1,108336,87872
65,0.0,2,123928,74368
65,0.0,3,106272,69008
65,0.0,4,81696,59216
65,0.0,5,127424,97216
66,0.0,1,68736,44576
66,0.0,2,141216,97272
66,0.0,3,120352,87336
66,0.0,4,186200,127976
66,0.0,5,138008,100448
67,0.0,1,117680,76232
67,0.0,2,113728,82504
67,0.0,3,113744,84120
67,0.0,4,115552,86472
67,0.0,5,133496,105680
68,0.0,1,109352,109064
68,0.0,2,179296,112344
68,0.0,3,135856,96320
68,0.0,4,106440,100504
68,0.0,5,146912,91504
69,0.0,1,96176,89144
69,0.0,2,170808,105624
69,0.0,3,148936,90160
69,0.0,4,140320,99680
